"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"Post","Bars/Clubs",NA,NA,"Philadelphia","PA","(WE*)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Post Office Cabaret","Restaurant",NA,NA,"Provincetown","MA","(Upstairs)","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1981
"Post Office Cabaret","Restaurant",NA,NA,"Provincetown","MA","(Upstairs)","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1983
"Potawatami Park","Cruising Areas",NA,NA,"South Bend","IN","","Bob Damron's Address Book","United States","South Bend, IN, United States",-86.2519898,41.6763545,1981
"Potawatami Park","Cruising Areas",NA,NA,"South Bend","IN","","Bob Damron's Address Book","United States","South Bend, IN, United States",-86.2519898,41.6763545,1983
"Potpourri","Bars/Clubs",NA,NA,"St. Louis","MO","","Bob Damron's Address Book","United States","St. Louis, MO, United States",-90.1994042,38.6270025,1981
"Power Company","Bars/Clubs",NA,NA,"Winston-Salem","NC","(Disco)","Bob Damron's Address Book","United States","Winston-Salem, NC, United States",-80.244216,36.0998596,1981
"Power Company","Bars/Clubs",NA,NA,"Winston-Salem","NC","(Disco) (Club Haven Center)(Maybe moving)","Bob Damron's Address Book","United States","Winston-Salem, NC, United States",-80.244216,36.0998596,1983
"Powers Hotel & Coffee Shop","Restaurant,Hotel",NA,NA,"Fargo","NC","","Bob Damron's Address Book","United States","Fargo, NC, United States",-78.930441,35.0252107,1983
"Preferred Escorts","Escort and Model Services",NA,NA,"Phoenix","AZ","(602) 258-EDEN","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1983
"Prelude","Bars/Clubs",NA,NA,"Boston","MA","(Disco)","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1983
"Premier Movies","Book Store",NA,NA,"Spokane","WA","(Books, etc.)","Bob Damron's Address Book","United States","Spokane, WA, United States",-117.4235319,47.6579711,1983
"Presque Isle Park Beach","Cruising Areas",NA,NA,"Erie","PA","","Bob Damron's Address Book","United States","Erie, PA, United States",-80.085059,42.1292241,1981
"Presque Isle Park Beach","Cruising Areas",NA,NA,"Erie","PA","","Bob Damron's Address Book","United States","Erie, PA, United States",-80.085059,42.1292241,1983
"Press Club","Bars/Clubs",NA,NA,"St. Cloud","MN","","Bob Damron's Address Book","United States","St. Cloud, MN, United States",-94.1632404,45.5579451,1981
"Prestige Travel","Travel Service",NA,NA,"Houston","TX","","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Prestige Travel","Erotic Shop",NA,NA,"Houston","TX","(also at Silver Phoenix, Brazos River Bottom & Numbers)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Prestige Travel","Erotic Shop",NA,NA,"Houston","TX","(also at Silver Phoenix, Brazos River Bottom & Numbers)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Prestige Travel","Bars/Clubs",NA,NA,"Houston","TX","(also at Silver Phoenix, Brazos River Bottom & Numbers)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Prince George Inn","Restaurant",NA,NA,"Atlanta","GA","","Bob Damron's Address Book","United States","Atlanta, GA, United States",-84.3876845,33.748752,1981
"Prince George Inn","Restaurant",NA,NA,"Atlanta","GA","","Bob Damron's Address Book","United States","Atlanta, GA, United States",-84.3876845,33.748752,1983
"Princeton U.","Cruising Areas",NA,NA,"Princeton","NJ","Library - Basement T-Room","Bob Damron's Address Book","United States","Princeton, NJ, United States",-74.6672226,40.3572976,1981
"Princeton U.","Cruising Areas",NA,NA,"Princeton","NJ","(Basement T-R oom) (Library)","Bob Damron's Address Book","United States","Princeton, NJ, United States",-74.6672226,40.3572976,1983
"Private Affair","Bars/Clubs",NA,NA,"Baltimore","MD","(Disco)","Bob Damron's Address Book","United States","Baltimore, MD, United States",-76.6121893,39.2903848,1981
"Private Cellar & Waller Creek Saloon","Bars/Clubs,Cruising Areas",NA,NA,"Austin","TX","(Main floor cruise bar)(Disco)(D - downstairs) (Patio & Game room)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1981
"Private Cellar & Waller Creek Saloon","Bars/Clubs",NA,NA,"Austin","TX","(Main floor cruise bar)(D - downstairs)(Some YC, W) (Patio & Game room)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"Pro Toledo Info","Hotline",NA,NA,"Toledo","OH","(419) 243-9351","Bob Damron's Address Book","United States","Toledo, OH, United States",-83.5378674,41.6528052,1983
"Professor Munchie's","Restaurant",NA,NA,"Minneapolis","MN","","Bob Damron's Address Book","United States","Minneapolis, MN, United States",-93.2650108,44.977753,1983
"Proof of the Pudd'n","Restaurant,Bars/Clubs",NA,NA,"Ogunquit","ME","(Disco)","Bob Damron's Address Book","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,1981
"Prospect Theatre","Cruising Areas,Theatre",NA,NA,"Providence","RI","","Bob Damron's Address Book","United States","Providence, RI, United States",-71.4128343,41.8239891,1981
"Prospect Theatre","Cruising Areas,Theatre",NA,NA,"Providence","RI","","Bob Damron's Address Book","United States","Providence, RI, United States",-71.4128343,41.8239891,1983
"Provincetown Inn","Hotel",NA,NA,"Provincetown","MA","1 mi. W .","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1983
"Prudential Health Club Baths","Bathhouses",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"Prudential Health Club Baths","Bathhouses",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"Psyche Out","Bars/Clubs",NA,NA,"Memphis","TN","(Many L) 76 N. Cleveland","Bob Damron's Address Book","United States","Memphis, TN, United States",-90.0489801,35.1495343,1981
"Pub","Bars/Clubs",NA,NA,"Springfield","MA","(Some OC)(Cocktail hour, 5-8pm- Tues. night pizza) nr. Worthington","Bob Damron's Address Book","United States","Springfield, MA, United States",-72.589811,42.1014831,1981
"Pub","Bars/Clubs",NA,NA,"Springfield","MA","(Some OC)(Cocktail hour, 5-8pm - Tues. night pizza) betw. Taylor & Worthington","Bob Damron's Address Book","United States","Springfield, MA, United States",-72.589811,42.1014831,1983
"Pub Cafe","Restaurant,Cruising Areas",NA,NA,"New Haven","CT","(Some W)(Cruisy patio late Sun. afternoons)","Bob Damron's Address Book","United States","New Haven, CT, United States",-72.9278835,41.308274,1981
"Pub Cafe","Restaurant,Cruising Areas",NA,NA,"New Haven","CT","(Cruisy patio late Sun. afternoons)","Bob Damron's Address Book","United States","New Haven, CT, United States",-72.9278835,41.308274,1983
"Public Library","Cruising Areas",NA,NA,"Louisville","KY","","Bob Damron's Address Book","United States","Louisville, KY, United States",-85.7584557,38.2526647,1981
"Public Library","Cruising Areas",NA,NA,"Louisville","KY","","Bob Damron's Address Book","United States","Louisville, KY, United States",-85.7584557,38.2526647,1983
"Public Library","Cruising Areas",NA,NA,"Hilo","HI","Downstairs T-Room","Bob Damron's Address Book","United States","Hilo, HI, United States",-155.084887,19.7216023,1983
"Public Library","Cruising Areas",NA,NA,"Bristol","TN","","Bob Damron's Address Book","United States","Bristol, TN, United States",-82.1887444,36.5951059,1983
"Public Park & hiking area","Cruising Areas",NA,NA,"Pine Grove","PA","exit 34","Bob Damron's Address Book","United States","Pine Grove, PA, United States",-76.3846781,40.5484233,1981
"Public Park & hiking area","Cruising Areas",NA,NA,"Pine Grove","PA","E, exit 34","Bob Damron's Address Book","United States","Pine Grove, PA, United States",-76.3846781,40.5484233,1983
"Public Restroom in Western Plaza","Cruising Areas",NA,NA,"Amarillo","TX","","Bob Damron's Address Book","United States","Amarillo, TX, United States",-101.8312969,35.2219971,1981
"Pueblo Mall","Cruising Areas",NA,NA,"Pueblo","CO","T-Rooms","Bob Damron's Address Book","United States","Pueblo, CO, United States",-104.6101033,38.2705996,1981
"Pueblo Mall","Cruising Areas",NA,NA,"Pueblo","CO","","Bob Damron's Address Book","United States","Pueblo, CO, United States",-104.6101033,38.2705996,1983
"Purdue U.","Cruising Areas",NA,NA,"Lafayette","IN","(T-Room) (Union Hall)","Bob Damron's Address Book","United States","Lafayette, IN, United States",-86.8752869,40.4167022,1983
"Pure Pleasure Book Store","Book Store",NA,NA,"Oshikosh","WI","(Best to avoid)","Bob Damron's Address Book","United States","Oshikosh, WI, United States",-88.5426136,44.0247062,1981
"Pure Pleasure Book Store","Book Store",NA,NA,"Madison","WI","","Bob Damron's Address Book","United States","Madison, WI, United States",-89.4007501,43.0721661,1983
"Pure Poison Books","Cruising Areas,Book Store",NA,NA,"La Crosse","WI","(Ripped me off)","Bob Damron's Address Book","United States","La Crosse, WI, United States",-91.2519017,43.8137751,1981
"Pure Poison Books","Cruising Areas,Book Store",NA,NA,"La Crosse","WI","(Ripped me off)","Bob Damron's Address Book","United States","La Crosse, WI, United States",-91.2519017,43.8137751,1983
"Purple Clam","Restaurant",NA,NA,"Ogunquit","ME","(In the courtyard at Studio East)","Bob Damron's Address Book","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,1981
"Purple Onion Book Store","Book Store,Cruising Areas",NA,NA,"Nashville","TN","(Cruisy days)","Bob Damron's Address Book","United States","Nashville, TN, United States",-86.7816016,36.1626638,1981
"Purple Onion Book Store","Book Store,Cruising Areas",NA,NA,"Nashville","TN","(Cruisy days)","Bob Damron's Address Book","United States","Nashville, TN, United States",-86.7816016,36.1626638,1983
"Purple Pub","Bars/Clubs",NA,NA,"Williamstown","MA","(Some L)","Bob Damron's Address Book","United States","Williamstown, MA, United States",-73.2036898,42.7120196,1981
"Purple Pub","Bars/Clubs",NA,NA,"Williamstown","MA","(Some L)","Bob Damron's Address Book","United States","Williamstown, MA, United States",-73.2036898,42.7120196,1983
"Puss n' Boots","Bars/Clubs",NA,NA,"Salt Lake City","UT","(Disco)(WE*)","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1983
"Pussy Cat","Book Store",NA,NA,"Anchorage","AK","(Books, etc.)","Bob Damron's Address Book","United States","Anchorage, AK, United States",-149.8996785,61.2175758,1981
"Pussycat Adult Theatre","Theatre",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Pussycat Adult Theatre","Cruising Areas,Theatre",NA,NA,"Memphis","TN","(Cruisy arcade)","Bob Damron's Address Book","United States","Memphis, TN, United States",-90.0489801,35.1495343,1983
"Pussycat I & II","Book Store",NA,NA,"Albuquerque","NM","(Books)","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"Pussycat I & II","Book Store",NA,NA,"Albuquerque","NM","(Books)","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"Q. - 1 Leather","Erotic Shop",NA,NA,"Houston","TX","(also at Silver Phoenix, Brazos River Bottom & Numbers)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Q. - 1 Leather","Erotic Shop",NA,NA,"Houston","TX","(also at Brazos River Bottom)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Quaker Square","Cruising Areas",NA,NA,"Akron","OH","","Bob Damron's Address Book","United States","Akron, OH, United States",-81.5188377,41.081199,1981
"Quaker Square","Cruising Areas",NA,NA,"Akron","OH","(Sunday afternoons)","Bob Damron's Address Book","United States","Akron, OH, United States",-81.5188377,41.081199,1983
"Quarry","Bars/Clubs",NA,NA,"Springfield","MA","(Some W, SM)(Disco)(C-AH-WE*)(Below 'The Pub')","Bob Damron's Address Book","United States","Springfield, MA, United States",-72.589811,42.1014831,1981
"Quarry","Bars/Clubs",NA,NA,"Springfield","MA","(Some W , SM )(Disco)(C-AH -WE*)(Below 'The Pub')","Bob Damron's Address Book","United States","Springfield, MA, United States",-72.589811,42.1014831,1983
"Quarter Scene","Restaurant",NA,NA,"New Orleans","LA","(May be open 24 hours) at Dauphine","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Queen Bee","Bars/Clubs",NA,NA,"Charleston","WV","(Some L)(Occ. S)(Disco)","Bob Damron's Address Book","United States","Charleston, WV, United States",-81.6326234,38.3498195,1981
"Queen's Palace","Bars/Clubs",NA,NA,"Cleveland","OH","","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1983
"Queens Point","Cruising Areas",NA,NA,"Dallas","TX","Lake Dallas","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1981
"Queens Point","Cruising Areas",NA,NA,"Dallas","TX","Lake Dallas","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1983
"Queens Surf Beach","Cruising Areas",NA,NA,"Waikiki","HI","","Bob Damron's Address Book","United States","Waikiki, HI, United States",-157.8291847,21.2793462,1981
"Question Mark","Bars/Clubs",NA,NA,"Honolulu","HI","(Some W, SM, OC)(Good days*)","Bob Damron's Address Book","United States","Honolulu, HI, United States",-157.8581401,21.3098845,1981
"Question Mark","Bars/Clubs",NA,NA,"Wheeling","WV","(Disco)","Bob Damron's Address Book","United States","Wheeling, WV, United States",-80.7209149,40.0639616,1981
"Question Mark I","Bars/Clubs",NA,NA,"Honolulu","HI","(Some W, SM, OC)(Good days *)","Bob Damron's Address Book","United States","Honolulu, HI, United States",-157.8581401,21.3098845,1983
"Question Mark II","Bars/Clubs",NA,NA,"Waikiki","HI","","Bob Damron's Address Book","United States","Waikiki, HI, United States",-157.8291847,21.2793462,1983
"Quincy's","Bars/Clubs",NA,NA,"Grand Junction","CO","","Bob Damron's Address Book","United States","Grand Junction, CO, United States",-108.5506486,39.0638705,1983
"R & R","Restaurant",NA,NA,"Detroit","MI","(Some W, SM)","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"R & R Club","Bars/Clubs",NA,NA,"Wichita","KS","nr. Broadway","Bob Damron's Address Book","United States","Wichita, KS, United States",-97.330053,37.6871761,1981
"R & R Club","Bars/Clubs",NA,NA,"Wichita","KS","nr. Broadway","Bob Damron's Address Book","United States","Wichita, KS, United States",-97.330053,37.6871761,1983
"R edcliff Lodge","Hotel",NA,NA,"Colorado Springs","CO","","Bob Damron's Address Book","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,1981
"R-Place","Bars/Clubs",NA,NA,"Terre Haute","IN","","Bob Damron's Address Book","United States","Terre Haute, IN, United States",-87.4139092,39.4667034,1983
"R. Hegyi","Business",NA,NA,"Phoenix","AZ","(Cards & Gifts)","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1983
"R.C.","Bars/Clubs",NA,NA,"Salt Lake City","UT","(WE*)(Can enter thru parking lot in rear)","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1983
"R.D.'s Disco","Bars/Clubs",NA,NA,"Fayetteville","AR","(Disco)(Show Address Book for Adm)","Bob Damron's Address Book","United States","Fayetteville, AR, United States",-94.1605839,36.0626579,1981
"R.D.'s Disco","Bars/Clubs",NA,NA,"Fayetteville","AR","(Disco) (Rear)","Bob Damron's Address Book","United States","Fayetteville, AR, United States",-94.1605839,36.0626579,1983
"R.R. Station","Cruising Areas",NA,NA,"Trenton","NJ","","Bob Damron's Address Book","United States","Trenton, NJ, United States",-74.759717,40.2205824,1981
"R.R. Station","Cruising Areas",NA,NA,"Trenton","NJ","","Bob Damron's Address Book","United States","Trenton, NJ, United States",-74.759717,40.2205824,1983
"R.S.V.P.","Book Store",NA,NA,"Cleveland","OH","(Cards & books) (Beachwood)","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1981
"R.S.V.P.","Book Store",NA,NA,"Cleveland","OH","(Cards & books) (Beachwood)","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1981
"R.S.V.P.","Book Store",NA,NA,"Cleveland","OH","(Cards & books)  (Shaker Hgts.)","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1983
"Racquet Ball Club","Cruising Areas",NA,NA,"Allentown","PA","","Bob Damron's Address Book","United States","Allentown, PA, United States",-75.4714098,40.6022939,1981
"Racquet Ball Club","Cruising Areas",NA,NA,"Allentown","PA","","Bob Damron's Address Book","United States","Allentown, PA, United States",-75.4714098,40.6022939,1983
"Radclydde Hall","Restaurant",NA,NA,"Golden","CO","","Bob Damron's Address Book","United States","Golden, CO, United States",-105.2210997,39.755543,1983
"Radio City","Bars/Clubs",NA,NA,"Salt Lake City","UT","(Some W, OC)(Can enter thru parking lot in rear)","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1981
"Raffles","Restaurant,Bars/Clubs",NA,NA,"Philadelphia","PA","(Looks promising)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Raffles","Restaurant,Bars/Clubs",NA,NA,"Newport","RI","(Disco)","Bob Damron's Address Book","United States","Newport, RI, United States",-71.3128285,41.4901024,1983
"Rafter's","Bars/Clubs",NA,NA,"Portland","OR","(Disco)(Liquor)('Super bar' & light show - enter thru The Embers', then upstairs)","Bob Damron's Address Book","United States","Portland, OR, United States",-122.6783853,45.515232,1981
"Raggedy Ann","Bars/Clubs",NA,NA,"Phoenix","AZ","(Many L) (Disco)","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1983
"Rah-Rah's Pub","Bars/Clubs",NA,NA,"Orange","NJ","(Lunch & Sun. brunch)(Some OC)(Fri. nites - L)","Bob Damron's Address Book","United States","Orange, NJ, United States",-74.2326478,40.7706187,1983
"Railroad House","Restaurant,Bars/Clubs",NA,NA,"Marietta","PA","(WE*)(R-upstairs)(Disco - D- downstairs)","Bob Damron's Address Book","United States","Marietta, PA, United States",-76.5521882,40.0570411,1981
"Railroad House","Restaurant,Bars/Clubs",NA,NA,"Marietta","PA","(WE*)(R-upstairs)(Disco - D- downstairs)(Open Sundays)(New patio)","Bob Damron's Address Book","United States","Marietta, PA, United States",-76.5521882,40.0570411,1983
"Railroad Station","Cruising Areas",NA,NA,"Stamford","CT","T-Rooms","Bob Damron's Address Book","United States","Stamford, CT, United States",-73.5387341,41.0534302,1981
"Railroad Station","Cruising Areas",NA,NA,"Stamford","CT","T-Rooms","Bob Damron's Address Book","United States","Stamford, CT, United States",-73.5387341,41.0534302,1983
"Rainbow Connection","Bars/Clubs",NA,NA,"Longview","TX","(Some YC,L)","Bob Damron's Address Book","United States","Longview, TX, United States",-94.7404891,32.5007037,1983
"Rainbow Mtn. Resort","Hotel,Restaurant,Bars/Clubs",NA,NA,"Pocono Mts.","PA","(Disco) 5 mi. N.E. of Stroudsburg (717) 223-8484","Bob Damron's Address Book","United States","Pocono Mts., PA, United States",-75.4344727,41.0700078,1983
"Rainbow Phase II","Bars/Clubs",NA,NA,"Montgomery","AL","(Disco) (Open Sun. & AH-WE*)","Bob Damron's Address Book","United States","Montgomery, AL, United States",-86.3077368,32.3792233,1983
"Rainbows","Bars/Clubs",NA,NA,"Philadelphia","PA","(Disco)(WE - AH*)(Some L)(Also Loft, wild back room - SM - 3rd floor)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Rainbows of Life","Book Store",NA,NA,"Ft. Wayne","IN","(Books, etc)","Bob Damron's Address Book","United States","Ft. Wayne, IN, United States",-85.1393513,41.079273,1983
"Rainey's Disco","Cruising Areas",NA,NA,"Nashville","TN","(Tue. nights only)","Bob Damron's Address Book","United States","Nashville, TN, United States",-86.7816016,36.1626638,1983
"Raintree","Restaurant",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Raintree Landing","Bars/Clubs",NA,NA,"Dallas","TX","(Disco)","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1981
"Raleigh Books","Book Store",NA,NA,"Raleigh","NC","","Bob Damron's Address Book","United States","Raleigh, NC, United States",-78.6381787,35.7795897,1981
"Raleigh Books","Book Store",NA,NA,"Raleigh","NC","","Bob Damron's Address Book","United States","Raleigh, NC, United States",-78.6381787,35.7795897,1983
"Raleigh Hotel Lobby","Cruising Areas,Hotel",NA,NA,"Waco","TX","","Bob Damron's Address Book","United States","Waco, TX, United States",-97.1466695,31.549333,1983
"Raleigh Hotel Lobby - 8th & Austin","Cruising Areas,Hotel",NA,NA,"Waco","TX","","Bob Damron's Address Book","United States","Waco, TX, United States",-97.1466695,31.549333,1981
"Ralph's","Bars/Clubs",NA,NA,"Nashville","TN","(Some L, RT)","Bob Damron's Address Book","United States","Nashville, TN, United States",-86.7816016,36.1626638,1981
"Ram Rod Tavern","Bars/Clubs",NA,NA,"Houston","TX","(May be closing)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Ramada Inn - Downtown - T-Room","Cruising Areas",NA,NA,"Tuscaloosa","AL","","Bob Damron's Address Book","United States","Tuscaloosa, AL, United States",-87.5691735,33.2098407,1981
"Ramada Inn Bar","Bars/Clubs",NA,NA,"Vicksburg","MS","2 mi. E. on 80 at Jct. I-20","Bob Damron's Address Book","United States","Vicksburg, MS, United States",-90.877882,32.3526456,1981
"Ramada Inn Bar","Bars/Clubs",NA,NA,"Vicksburg","MS","2 mi. E on 80","Bob Damron's Address Book","United States","Vicksburg, MS, United States",-90.877882,32.3526456,1983
"Ramrod","Bars/Clubs",NA,NA,"Phoenix","AZ","(Sun. beer bust *)","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1981
"Ramrod","Restaurant",NA,NA,"Phoenix","AZ","(Patio) (Sun. beer bust)","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1983
"Ranch","Bars/Clubs",NA,NA,"Houston","TX","","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Ranch Hi Lite","Bars/Clubs,Restaurant",NA,NA,"Houston","TX","(Sun. buffet)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Randol Mill Park","Cruising Areas",NA,NA,"Arlington","TX","","Bob Damron's Address Book","United States","Arlington, TX, United States",-97.1080656,32.735687,1981
"Randol Mill Park","Cruising Areas",NA,NA,"Arlington","TX","","Bob Damron's Address Book","United States","Arlington, TX, United States",-97.1080656,32.735687,1983
"Rascal's","Restaurant,Bars/Clubs",NA,NA,"Washington","DC","(Hot cocktail hour')(Opening disco on 3rd floor)","Bob Damron's Address Book","United States","Washington, DC, United States",-77.0368707,38.9071923,1981
"Rascal's","Restaurant",NA,NA,"Houston","TX","(Current 'in' R)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Rascals","Restaurant,Bars/Clubs",NA,NA,"Washington","DC","('Hot cocktail hour')(Disco)","Bob Damron's Address Book","United States","Washington, DC, United States",-77.0368707,38.9071923,1983
"Raven Hall Motel","Hotel,Restaurant",NA,NA,"New Hope","PA","(Pool)(R & Bar) 1 mi. W. on U.S. 202","Bob Damron's Address Book","United States","New Hope, PA, United States",-74.9512785,40.3642728,1981
"Raven Hall Motel","Hotel,Restaurant",NA,NA,"New Hope","PA","(Pool)(R & Bar) 1 mi. W. on U.S. 202","Bob Damron's Address Book","United States","New Hope, PA, United States",-74.9512785,40.3642728,1983
"Ray's","Business",NA,NA,"Atlanta","GA","(Roommate Match Service) (404)351-6991`","Bob Damron's Address Book","United States","Atlanta, GA, United States",-84.3876845,33.748752,1983
"Ray's Playpen","Book Store",NA,NA,"Kansas City","MO","(Bookstore)","Bob Damron's Address Book","United States","Kansas City, MO, United States",-94.5785667,39.0997265,1981
"Ray's Playpen","Book Store",NA,NA,"Kansas City","MO","(Bookstore)","Bob Damron's Address Book","United States","Kansas City, MO, United States",-94.5785667,39.0997265,1983
"Rayan Hotel Bar","Bars/Clubs,Hotel",NA,NA,"Grand Forks","ND","","Bob Damron's Address Book","United States","Grand Forks, ND, United States",-97.0328547,47.9252568,1981
"Rayan Hotel Bar","Bars/Clubs,Hotel",NA,NA,"Grand Forks","NC","","Bob Damron's Address Book","United States","Grand Forks, NC, United States",NA,NA,1983
"Read House","Cruising Areas",NA,NA,"Chattanooga","TN","Mezzanine T-Room","Bob Damron's Address Book","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,1981
"Read House","Cruising Areas",NA,NA,"Chattanooga","TN","Mezzanine T-Room","Bob Damron's Address Book","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,1983
"Readers World","Book Store,Cruising Areas",NA,NA,"Lubbock","TX","(Books)(Cruisy) at University","Bob Damron's Address Book","United States","Lubbock, TX, United States",-101.8552934,33.5778239,1981
"Readers World","Bars/Clubs,Cruising Areas",NA,NA,"Lubbock","TX","(Cruisy) at Main","Bob Damron's Address Book","United States","Lubbock, TX, United States",-101.8552934,33.5778239,1983
"Rear parking lot","Cruising Areas",NA,NA,"Tulsa","OK","betw. The Playroom & Pete's Taj Mahal","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1981
"Red Barn","Bars/Clubs",NA,NA,"Las Vegas","NV","(Games & slots)(WE*) nr. Maryland Parkway","Bob Damron's Address Book","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1981
"Red Barn","Bars/Clubs",NA,NA,"Las Vegas","NV","(Games & slots)(Weekdays*) nr. Maryland Parkway","Bob Damron's Address Book","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"Red Baron","Bars/Clubs",NA,NA,"Grand Island","NE","(Disco)","Bob Damron's Address Book","United States","Grand Island, NE, United States",-98.3420118,40.9263957,1981
"Red Baron","Bars/Clubs",NA,NA,"Grand Island","NE","(Disco)","Bob Damron's Address Book","United States","Grand Island, NE, United States",-98.3420118,40.9263957,1983
"Red Dog Saloon","Bars/Clubs",NA,NA,"Juneau","AK","","Bob Damron's Address Book","United States","Juneau, AK, United States",-134.4201306,58.3004933,1981
"Red Dog Saloon","Bars/Clubs",NA,NA,"Juneau","AK","","Bob Damron's Address Book","United States","Juneau, AK, United States",-134.4201306,58.3004933,1983
"Red Door","Bars/Clubs",NA,NA,"Ft. Worth","TX","","Bob Damron's Address Book","United States","Ft. Worth, TX, United States",-97.3307658,32.7554883,1981
"Red Door II","Bars/Clubs",NA,NA,"Springfield","MO","(Some L, M, YC)(Disco)(Show Address Book for adm)","Bob Damron's Address Book","United States","Springfield, MO, United States",-93.2922989,37.2089572,1981
"Red Fox","Bars/Clubs,Hotel",NA,NA,"Port Huron","MI","Harrington Hotel","Bob Damron's Address Book","United States","Port Huron, MI, United States",-82.4249142,42.9708634,1981
"Red Lion Inn","Hotel",NA,NA,"Stockbridge","MA","(Downstairs)","Bob Damron's Address Book","United States","Stockbridge, MA, United States",-73.3203862,42.2875874,1981
"Red Lion Inn","Bars/Clubs",NA,NA,"Stockbridge","MA","(Downstairs)","Bob Damron's Address Book","United States","Stockbridge, MA, United States",-73.3203862,42.2875874,1983
"Red Lion Motor Inn Lodge","Bars/Clubs",NA,NA,"Kalispell","MT","(Very M)(Disco)","Bob Damron's Address Book","United States","Kalispell, MT, United States",-114.3168131,48.1919889,1981
"Red Lion Motor Inn Lodge","Bars/Clubs",NA,NA,"Kalispell","MT","(Very M )(YC)(Disco)","Bob Damron's Address Book","United States","Kalispell, MT, United States",-114.3168131,48.1919889,1983
