"title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","status","amenityfeatures"
"Out and About","(Publication)","Publication","519 S.W. 3rd #505","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"519 S.W. 3rd #505, Portland, OR",45.519319,-122.67515,"unclear_coded_by_hand","Verified Location",""
"Outrigger","At the Fish Grotto","Bars/Clubs","1035 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1987,"pg. 306 took address from a different location that is mentioned on the description",NA,"1035 S.W. Stark, Portland, OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Google Verified Location","(E)"
"Primary Domain","(Disco)","Bars/Clubs","1033 N.W. 16th","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"1033 N.W. 16th, Portland, OR",-122.6876963,45.5305504,"1033 nw 16th ave, portland, or 97209, usa","Google Verified Location","(L-1980-1989),(D),(*)"
"Ray's Ordinary Bar & Grille","(Liquor)","Restaurant,Bars/Clubs","317 N.W. Broadway","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"317 N.W. Broadway, Portland, OR",-122.6778385,45.5255129,"317 nw broadway, portland, or 97209, usa","Google Verified Location","(R-1965-1989),(E),(*)"
"Roxy Hearts","(Bar)","Restaurant,Bars/Clubs","1121 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"1121 S.W. Stark, Portland, OR",-122.6824975,45.5225977,"1121 sw harvey milk st, portland, or 97205, usa","Google Verified Location","(M-1965-1989),(R-1965-1989),(E)"
"Scandels Tavern","","Bars/Clubs","11th & Washington","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"11th & Washington, OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","(D),(PT)"
"Sin City Adult Books","","Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"838 S.W. 3rd Ave., Portland, OR",-122.675973,45.517006,"838 sw 3rd ave, portland, or 97204, usa","Google Verified Location",""
"The City","(Teenyboppers)(No booze) (Disco)","Bars/Clubs","13th & S.W. Morrison","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"13th & S.W. Morrison, OR",-122.685162,45.52085,"unclear_coded_by_hand","Verified Location","(AH),(D),(WE)"
"The Store","(Cards & gifts)","Business","804 S.W. 10th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"804 S.W. 10th Ave., Portland, OR",-122.6823797,45.5190677,"804 sw 10th ave, portland, or 97205, usa","Google Verified Location",""
"Twenty-Third Ave. Books","","Book Store","1015 N.W. 23rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"1015 N.W. 23rd Ave., Portland, OR",-122.6987429,45.5300973,"1015 nw 23rd ave, portland, or 97210, usa","Google Verified Location",""
"Victoria's Nephew","","Restaurant","312 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"312 S.W. Stark, Portland, OR",-122.6749055,45.5202747,"312 sw harvey milk st, portland, or 97204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Women's Place Book Store","","Book Store","2349 S.E. Ankeny","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,"2349 S.E. Ankeny, Portland, OR",-122.6415759,45.5222755,"2349 se ankeny st, portland, or 97214, usa","Google Verified Location",""
"Columbia Park","","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.711133,45.579181,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"East Delta Park","showers","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.679408,45.599837,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Laurelhurst Park","off E. Burnside","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.623031,45.519288,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
" Rooster Rock State Park","'BA' beach, E. e n d -
30 mi. E. of Portland","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Salmon","betw. 3rd & 6th","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Sauvie's Island","'BA'beach—
W. end nr. last parking lot","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Washington Park","by Lewis & Clark Monument—
Also 'Daisy Patch' area, Burnside & 25th","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.685162,45.52085,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Gay & Lesbian Switchboard ","(503) 672-4126","Hotlines","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Stewart Park","River trails & under bridge","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1987,"",NA,", OR",-123.188748,45.738467,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Baby's","(Yuppies) (Disco)","Bars/Clubs","3501 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3501 McKinney, Dallas, TX",-96.7984708,32.8066995,"3501 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(D),(*)"
"Boxx Office","(Macho) (Enter through rear)","Bars/Clubs","3414 Kings Rd.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3414 Kings Rd., Dallas, TX",-96.8184777,32.8215655,"3414 kings rd, dallas, tx 75235, usa","Google Verified Location","(*),(D)"
"Buddie's","(Some L)","Bars/Clubs","3514 Mahanna","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3514 Mahanna, Dallas, TX",-96.8195288,32.8242021,"3514 mahanna st, dallas, tx 75209, usa","Google Verified Location","(L-1980-1989)"
"BWMT","(204) 521-3146 or 559-4339","Organization","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","(BWMT)"
"Century Book Store","","Book Store","3420 Oak Lawn Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3420 Oak Lawn Ave., Dallas, TX",-96.8057926,32.8114055,"3420 oak lawn ave, dallas, tx 75219, usa","Google Verified Location",""
"Club Body Center","","Bathhouses","2616 Swiss Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2616 Swiss Ave., Dallas, TX",-96.7880611,32.7867706,"2616 swiss ave, dallas, tx 75204, usa","Google Verified Location","(*),(IGHC)"
"Commerce St. News","","Book Store","1513 Commerce St.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"1513 Commerce St., Dallas, TX",-96.7983071,32.7805577,"1513 commerce st, dallas, tx 75201, usa","Google Verified Location","(M-1965-1989)"
"Crackers","","Restaurant","2621 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2621 McKinney, Dallas, TX",-96.8018884,32.7972698,"2621 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Crews Inn","","Cruising Areas,Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(*),(D),(PT),(SM)"
"Crib","(Some B) (Disco) (WE only)","Bars/Clubs","6844 Twin Hills","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"6844 Twin Hills, Dallas, TX",-96.7649741,32.870373,"6844 twin hills ave, dallas, tx 75231, usa","Google Verified Location","(B-1970-1989),(D),(S-1965-2002),(WE)"
"Crossroads Market","(Boutiques & books)","Business,Book Store","3930 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3930 Cedar Springs, Dallas, TX",-96.8107444,32.8110753,"3930 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Daddies","(Disco)","Cruising Areas","3913 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3913 Cedar Springs, Dallas, TX",-96.8110754,32.8107397,"3913 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(D),(*)"
"Dallas Gay Alliance","(214) 528-4233","Organization","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Dallas Voice","(Publication)","Publication","2727 Oak Lawn, Suite 105","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2727 Oak Lawn, Suite 105, Dallas, TX",-96.8118624,32.8070214,"2727 oak lawn ave #105, dallas, tx 75219, usa","Google Verified Location",""
"Eagle Leather","(Clothing, etc.)","Erotic Shop","4013 Prescott","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4013 Prescott, Dallas, TX",-96.8088047,32.8219117,"4013 prescott ave, dallas, tx 75219, usa","Google Verified Location",""
"Eighth Day","(Some YC, Hustlers)(Go go boys)","Bars/Clubs","2509 N . Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2509 N . Fitzhugh, Dallas, TX",-96.7837218,32.8122391,"2509 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(YC)"
"Ernie's","(Some levi, SM, OC)","Bars/Clubs","2515 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2515 N. Fitzhugh, Dallas, TX",-96.7838891,32.8124282,"2515 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(SM),(OC)"
"Eurotan","","Business","4012 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Fitness Exchange Gym","","Gym","2615 Oaklawn","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2615 Oaklawn, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa","Google Verified Location","(*)"
"4001 Club","(Preppy)(Disco)","Bars/Clubs","4001 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(D),(C-1965-1989),(AH)"
"Gaspipe","(Head shop)","Business","4435 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4435 Maple, Dallas, TX",-96.822421,32.8109495,"4435 maple ave, dallas, tx 75219, usa","Google Verified Location",""
"Gaspipe","(Head shop)","Business","9195 Forest Lane","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"9195 Forest Lane, Dallas, TX",-96.7428673,32.9092389,"9195 forest ln, dallas, tx 75243, usa","Google Verified Location",""
"Gayline","(214)368-6283","Hotlines","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Hidden Door","(Some SM,W) at Mahanna","Bars/Clubs","5025 Bowser","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"5025 Bowser, Dallas, TX",-96.8185996,32.8242977,"5025 bowser ave, dallas, tx 75209, usa","Google Verified Location","(SM),(W-1972-1989),(*)"
"Hideaway","(Patio)","Bars/Clubs","4144 Buena Vista","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4144 Buena Vista, Dallas, TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa","Google Verified Location","(OC),(E)"
"High Country","","Bars/Clubs","3121 Inwood","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3121 Inwood, Dallas, TX",-96.8306206,32.8263339,"3121 inwood rd, dallas, tx 75235, usa","Google Verified Location","(L-1980-1989),(C&W),(D)"
"High Voltage","(Clothing)","Business","4008 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4008 Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"4008 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Hunky's","(Burgers)","Restaurant","4000 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4000 Cedar Springs, Dallas, TX",-96.8111322,32.8111293,"4000 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(R-1965-1989),(*)"
"J.R.'s","(R-Hamburgers)(Chic Castro-like cruise bar at Throckmorton","Restaurant","3923 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3923 Cedar Springs, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(YC),(R-1965-1989)"
"Jug's","(Diesels)","Bars/Clubs","2812 W. Henderson","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2812 W. Henderson, Dallas, TX",-96.7614801,32.8851053,"8335 walnut hill ln #125, dallas, tx 75231, usa","Google Verified Location","(OC),(L-1980-1989),(D),(PT)"
"La Cage","(P-viewing rooms—3 large screen
auditoriums, one L only)","Cruising Areas","1812 W. Mockingbird","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"1812 W. Mockingbird, Dallas, TX",-96.8552862,32.8220798,"1812 w mockingbird ln, dallas, tx 75235, usa","Google Verified Location","(*),(V),(F&S),(P-1965-1989),(L-1980-1989)"
"Lobo Book Store","","Book Store","4008-C Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4008-C Cedar Springs, Dallas, TX",-96.8112096,32.8113913,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa","Google Verified Location","(*)"
"M.C.C.","","Religious Institution","Dallas 2701 Reagan","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"Dallas 2701 Reagan, TX",-96.813775,32.807854,"unclear_coded_by_hand","Verified Location",""
"Melrose Hotel","at Cedar Oak","Hotel","3015 Oak Lawn","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3015 Oak Lawn, Dallas, TX",-96.8094457,32.8089704,"3015 oak lawn ave, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(H-1965-1989)"
"Midtowne Spa","(Baths) (Gym)","Bathhouses","2509 Pacific","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2509 Pacific, Dallas, TX",-96.7892098,32.7851066,"2509 pacific ave, dallas, tx 75226, usa","Google Verified Location","(IGHC)"
"No Name Bar","(Some OC)","Cruising Areas,Bars/Clubs","2513 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2513 N. Fitzhugh, Dallas, TX",-96.7838107,32.8123356,"2513 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(W-1972-1989),(OC)"
"North Forty Saloon","","Bars/Clubs","6316 Denton Dr.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"6316 Denton Dr., Dallas, TX",-96.8390816,32.8287006,"6316 denton dr, dallas, tx 75235, usa","Google Verified Location","(L-1980-1989)"
"Old Plantation","","Bars/Clubs","3911 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Dentyne's Patio","(Unisex) (Disco)","Bars/Clubs","3911 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(YC),(D),(S-1965-2002)"
"Pappy's","(Deli)","Restaurant","3851 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3851 Cedar Springs, Dallas, TX",-96.8103654,32.8100057,"3851 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Patrick's","(Cabaret)","Bars/Clubs","2629 Oak Lawn","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2629 Oak Lawn, Dallas, TX",-96.8029993,32.8096731,"oak lawn, dallas, tx, usa","Google Verified Location","(PE),(E),(*)"
"Round-Up Saloon","(Disco) (Square D- lessons)","Bars/Clubs","3914 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(C&W),(D)"
"Sassy's Two","(Some L) (Disco)","Bars/Clubs","3319 Raleigh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3319 Raleigh, Dallas, TX",-96.8180468,32.8198672,"3319 raleigh st, dallas, tx 75219, usa","Google Verified Location","(L-1980-1989),(D),(AH)"
"Steak 'n' Eggs","","Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3849 Cedar Springs, Dallas, TX",-96.8100554,32.8100874,"3849 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(R-1965-1989),(C-1965-1989)"
"Texas Territory","(Go go boys)(Hustlers)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"2508 N. Fitzhugh, Dallas, TX",-96.7832766,32.8126361,"2508 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(PT)"
"Throckmorton Mining Co.","(T.M.C.)(Macho)","Cruising Areas,Bars/Clubs","3014 Throckmorton","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa","Google Verified Location","(PT),(*)"
"T.R. Bullet II","(High tech)(Macho)(Disco)","Bars/Clubs","5029 Lemmon Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"5029 Lemmon Ave., Dallas, TX",-96.8195309,32.8230865,"5029 lemmon ave, dallas, tx 75209, usa","Google Verified Location","(D)"
"Union Jack","(Clothing store)","Business","3918 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3918 Cedar Springs, Dallas, TX",-96.8104768,32.8107667,"3918 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Village Mall","(Cafes, shops, boutiques, etc.)","Business","3905 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"3905 Cedar Springs, Dallas, TX",-96.8108769,32.8105929,"3905 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Wok","(Chinese R)","Restaurant","4006 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,"4006 Cedar Springs, Dallas, TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Bachman Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.866597,32.851972,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Cedar Springs","betw. Oaklawn & Dallas N. Toll Road","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.825404,32.821477,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Eastfield College","(Nights)","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.659216,32.815819,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Film World & Kit Kat Book Store","Industrial Blvd.","Cruising Areas,Book Store","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Greyhound Bus Depot","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.804419,32.778374,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Holiday Inn Downtown"," Plaza level","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"'Homo Heights'","Oaklawn & Lemmon","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.805542,32.811931,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Kiest Park","('Trade'— best Sundays)","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.852711,32.710241,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Lee Park","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.803405,32.808458,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Mid Continent Truck Stop","on Big Town Blvd.,
off 1-20, just E. of 1-30","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.667529,32.797768,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"News Stand Adult Book Store","Cedar Springs","Cruising Areas,Book Store","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Paris Book I & II","Harry Hines Blvd.","Cruising Areas,Book Store","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Reverchon Park","Trails & trees","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.812522,32.801702,"unclear_coded_by_hand","Verified Location","(AYOR),Cruisy Area"
"S.M.U. Main Library","1st & 2nd firs.","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.784517,32.841218,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Tower Bay Park","Lake Lewisville","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-97.025157,33.086358,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Town East Mall","Sears","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.623503,32.806971,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"White Rock Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1987,"",NA,", TX",-96.725316,32.828066,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Akron Health Club Baths  ","","Baths","7530 E. 7 Mile Rd. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0268647,42.4336623,NA,"Google Verified Location",""
"Amigas Club","(Disco)","Bars/Clubs","19326 Conant betw. 7 & 8 Mile Roads","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.075543,42.435899,NA,"Verified Location","(L-1980-1989),(D)"
"Bookie's Club 870 ","(also called 'Gagens')(S- Sun)(Some B)","Bars/Clubs","870 McNichols nr. Hamilton ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.114025,42.417874,NA,"Google Verified Location","(*),(S-1965-2002),(D),(B-1970-1989)"
"Brass Rail ","(Some B) ","Restaurant","6545 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0733316,42.3696695,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989),(OC),(B-1970-1989)"
"Butterfly Introductions ","(Escort Services) (313) 541-2990 (Ferndale)","Business","109 E. 9 Mile Rd. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1341981,42.4605895,NA,"Google Verified Location",""
"Cafe Gigi's ","(Use rear enterance)(Mon. go-go boys)","Restaurant","16920 W. Warren nr. Southfield","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.2112377,42.3436462,NA,"Google Verified Location","(R-1965-1989),(YC),(D),(*)"
"Casbah","","Bars/Clubs","14701 Plymouth at Hubble ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.188973,42.3725595,NA,"Google Verified Location","(L-1980-1989),(*)"
"Club Detriot Baths ","(Some YC, W, SM, FFA)","Baths","7646 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.074819,42.373114,NA,"Google Verified Location","(YC),(W-1972-1989),(SM),(FFA),(*)"
"Club Fever ","(Fri. & Sat.)(1 a.m. & 6 a.m.)(rear entrance)","Bars/Clubs","248 W. McNichols ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.106253,42.417997,NA,"Google Verified Location","(AH)"
"Cove ","(Sun. Brunch)(Cruisy)(AH- until 5a.m.)(6 mile road)","Cruising Areas,Restaurant","950 McNichols ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.115622,42.417889,NA,"Google Verified Location","(R-1965-1989),Cruisy Area,(AH)"
"Deck ","(Opens 12 noon) ","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-82.9394009,42.3752009,NA,"Google Verified Location",""
"Dignity Detroit ","(Catholic organ.)","Church","2846 17th St. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.081655,42.3343661,NA,"Google Verified Location",""
"Escape Disco Lounge ","(Some YC, L)(Thru arcade in back of shopping center)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1991412,42.3585696,NA,"Google Verified Location","(*),(D),(YC),(L-1980-1989)"
"Fairlane Shopping Center","","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.222841,42.316879,NA,"Verified Location","Cruisy Area"
"Famous Door ","(Disco)(Closed Sun.)","Bars/Clubs","1256 Griswald at State ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0490959,42.3333274,NA,"Google Verified Location","(B-1970-1989),(YC),(M-1965-1989),(D),(*)"
"Gas Station ","(Enter thru rear parking lot)(Disco)","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1146271,42.4324569,NA,"Google Verified Location","(YC),(D),(*)"
"Gold Coast ","(Go go boys)(Disco)(Some L)","Bars/Clubs","2971 E. 7 Mile Road ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0725873,42.4331029,NA,"Google Verified Location","(*),(D),(L-1980-1989)"
"Gold Dollar Show Bar ","(Touristy)(Adm.)","Bars/Clubs","3127 Cass ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0598049,42.3433278,NA,"Google Verified Location","(M-1965-1989),(S-1965-2002)"
"Interchange ","(Some SM, W, FFA)(Cruisy) ","Cruising Areas,Bars/Clubs","1501 Holden at Trumbull","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0852008,42.3630469,NA,"Google Verified Location","(*),(SM),(W-1972-1989),(FFA),(PT),Cruisy Area"
