"geocode.value","lon","lat","geoAddress"
"Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa"
"Fargo, ND, United States",-96.7898034,46.8771863,"fargo, nd, usa"
"Steubenville, OH, United States",-80.6339638,40.3697905,"steubenville, oh, usa"
"Mansfield, OH, United States",-82.5154471,40.75839,"mansfield, oh, usa"
"Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa"
"Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa"
"Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Yellow Springs, OH, United States",-83.886874,39.8064486,"yellow springs, oh 45387, usa"
"Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa"
"Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Painesville, OH, United States",-81.245657,41.7244885,"painesville, oh 44077, usa"
"Lorain, OH, United States",-82.1823746,41.452819,"lorain, oh, usa"
"Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"Piqua, OH, United States",-84.2424449,40.1447732,"piqua, oh 45356, usa"
"Kent, OH, United States",-81.3578859,41.1536674,"kent, oh, usa"
"Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa"
"Sandusky, OH, United States",-82.7116821,41.4561754,"sandusky, oh 44870, usa"
"Lima, OH, United States",-84.1052256,40.742551,"lima, oh, usa"
"Fremont, OH, United States",-83.1218634,41.3503303,"fremont, oh 43420, usa"
"Hamilton, OH, United States",-84.5613355,39.3995008,"hamilton, oh, usa"
"Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa"
"Klamath Fall, OR, United States",-121.7816704,42.224867,"klamath falls, or, usa"
"Salem, OR, United States",-123.0350963,44.9428975,"salem, or, usa"
"Hermiston, OR, United States",-119.2894605,45.8404101,"hermiston, or, usa"
"Ashland, OR, United States",-122.7094767,42.1945758,"ashland, or 97520, usa"
"Wolf Creek, OR, United States",-123.3953424,42.6953954,"wolf creek, or 97497, usa"
"Sandy, OR, United States",-122.2630704,45.3973141,"sandy, or, usa"
"Grant's Pass, OR, United States",-123.3283925,42.4390069,"grants pass, or, usa"
"Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa"
"Easton, PA, United States",-75.2207323,40.688432,"easton, pa, usa"
"State College, PA, United States",-77.8600012,40.7933949,"state college, pa, usa"
"Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Schenley, PA, United States",-79.6617143,40.6845096,"schenley, pa 15682, usa"
"Lancaster, PA, United States",-76.3055144,40.0378755,"lancaster, pa, usa"
"Greensburg, PA, United States",-79.5389289,40.3014581,"greensburg, pa 15601, usa"
"Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Marrietta, PA, United States",-76.5521882,40.0570411,"marietta, pa 17547, usa"
"Penn Hills, PA, United States",-79.8260578,40.4661428,"penn hills, pa, usa"
"Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"Chambersburg, PA, United States",-77.6611022,39.9375911,"chambersburg, pa, usa"
"Erie, PA, United States",-80.085059,42.1292241,"erie, pa, usa"
"Duncansville, PA, United States",-78.433903,40.4234058,"duncansville, pa 16635, usa"
"York, PA, United States",-76.727745,39.9625984,"york, pa, usa"
"New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"Cresson, PA, United States",-78.5916837,40.4597938,"cresson, pa 16630, usa"
"Stroundsburg, PA, United States",-75.1946248,40.9867609,"stroudsburg, pa 18360, usa"
"Scranton, PA, United States",-75.6624122,41.408969,"scranton, pa, usa"
"Reading, PA, United States",-75.9268747,40.3356483,"reading, pa, usa"
"Bridgeport, PA, United States",-75.3451838,40.1051084,"bridgeport, pa, usa"
"Elizabeth, PA, United States",-79.8897706,40.2692367,"elizabeth, pa 15037, usa"
"Phoenixville, PA, United States",-75.5149128,40.1303822,"phoenixville, pa 19460, usa"
"Wilkes-Barre, PA, United States",-75.8813075,41.2459149,"wilkes-barre, pa, usa"
"Upper Darby, PA, United States",-75.2878235,39.9593175,"upper darby, pa, usa"
"Chester, PA, United States",-75.3557457,39.849557,"chester, pa, usa"
"Hazelton, PA, United States",-75.9746472,40.9584181,"hazleton, pa, usa"
"Sioux Falls, SD, United States",-96.731265,43.5460223,"sioux falls, sd, usa"
"Rapid City, SD, United States",-103.2310149,44.0805434,"rapid city, sd, usa"
"Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa"
"Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"Oak Ridge Farm, TN, United States",-84.2696449,36.0103561,"oak ridge, tn, usa"
"Knoxville, TN, United States",-83.9207392,35.9606384,"knoxville, tn, usa"
"Chattanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa"
"Johnson City, TN, United States",-82.3534727,36.3134397,"johnson city, tn, usa"
"Salt Lake City, UT, United States",-111.8910474,40.7607793,"salt lake city, ut, usa"
"Norfolk, VA, United States",-76.2858726,36.8507689,"norfolk, va, usa"
"Richmond, VA, United States",-77.4360481,37.5407246,"richmond, va, usa"
"Roanoke, VA, United States",-79.9414266,37.2709704,"roanoke, va, usa"
"Winchester, VA, United States",-78.1633341,39.1856597,"winchester, va 22601, usa"
"Clarksburg, VA, United States",-80.3445341,39.2806451,"clarksburg, wv, usa"
"Arlington, VA, United States",-77.0909809,38.8816208,"arlington county, arlington, va, usa"
", VA, United States",-78.6568942,37.4315734,"virginia, usa"
"Seattle, WA, United States",-122.3328481,47.6061389,"seattle, wa, usa"
"Spokane, WA, United States",-117.4235319,47.6579711,"spokane, wa, usa"
"Tacoma, WA, United States",-122.4442906,47.2528768,"tacoma, wa, usa"
"Bellingham, WA, United States",-122.4786854,48.7519112,"bellingham, wa, usa"
"Olympia, WA, United States",-122.9006951,47.0378741,"olympia, wa, usa"
"Vancouver, WA, United States",-122.673865,45.6280277,"vancouver, wa, usa"
"Tri-Cities, WA, United States",-119.2233014,46.2349999,"tri-cities, wa, usa"
"Whidbey Island, WA, United States",-122.4395026,47.9982761,"whidbey island, washington, usa"
"Bellevue, WA, United States",-122.2015159,47.6101497,"bellevue, wa, usa"
"Milwaukee, WI, United States",-87.9064736,43.0389025,"milwaukee, wi, usa"
"Appletown, WI, United States",-88.4153847,44.2619309,"appleton, wi, usa"
"Racine, WI, United States",-87.7828523,42.7261309,"racine, wi, usa"
"Fox Valley, WI, United States",-88.2284395707144,44.39399106968,"fox river, wisconsin, usa"
"Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa"
"Green Bay, WI, United States",-88.0132958,44.5133188,"green bay, wi, usa"
"Kenosha, WI, United States",-87.8211854,42.5847425,"kenosha, wi, usa"
"Beloit, WI, United States",-89.0317765,42.5083482,"beloit, wi 53511, usa"
"La Crosse, WI, United States",-91.2519017,43.8137751,"la crosse, wi, usa"
"Las Vegas, NV, United States",-115.1391009,36.171563,"las vegas, nv, usa"
"Reno, NV, United States",-119.8142691,39.529919,"reno, nv, usa"
"Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa"
"Tulsa, OK, United States",-95.992775,36.1539816,"tulsa, ok, usa"
"Norman, OK, United States",-97.4394777,35.2225668,"norman, ok, usa"
"Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Central Fall, RI, United States",-71.3922785,41.8906553,"central falls, ri 02863, usa"
"Smithsfield, RI, United States",-71.5495101,41.9220496,"smithfield, ri, usa"
"Newport, RI, United States",-71.3128285,41.4901024,"newport, ri, usa"
"Woonsocket, RI, United States",-71.5147839,42.0028761,"woonsocket, ri 02895, usa"
"Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa"
"Greenville, SC, United States",-82.3940104,34.8526176,"greenville, sc, usa"
"Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa"
"Denton, TX, United States",-97.1330683,33.2148412,"denton, tx, usa"
"Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa"
"Abilene, TX, United States",-99.7331439,32.4487364,"abilene, tx, usa"
"Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa"
"San Antonio, TX, United States",-98.4945922,29.4251905,"san antonio, tx, usa"
"Austin, TX, United States",-97.7430608,30.267153,"austin, tx, usa"
"Fort Worth, TX, United States",-97.3307658,32.7554883,"fort worth, tx, usa"
"Amarillo, TX, United States",-101.8312969,35.2219971,"amarillo, tx, usa"
"Beaumont, TX, United States",-94.1265562,30.080174,"beaumont, tx, usa"
"Lubbock, TX, United States",-101.8552934,33.5778239,"lubbock, tx, usa"
"Odessa, TX, United States",-102.3676431,31.8456816,"odessa, tx, usa"
"Wichita Falls, TX, United States",-98.4933873,33.9137085,"wichita falls, tx, usa"
"Arlington, TX, United States",-97.1080656,32.735687,"arlington, tx, usa"
"McAllen, TX, United States",-98.2300124,26.2034071,"mcallen, tx, usa"
"Waco, TX, United States",-97.1466695,31.549333,"waco, tx, usa"
"Burlington, VT, United States",-73.212072,44.4758825,"burlington, vt, usa"
"Bellows Falls, VT, United States",-72.4439772,43.133411,"bellows falls, town of rockingham, vt 05101, usa"
"Rutland, VT, United States",-72.9726065,43.6106237,"rutland, vt 05701, usa"
"Brattleboro, VT, United States",-72.5578678,42.8509152,"brattleboro, vt 05301, usa"
"Clarksburg, WV, United States",-80.3445341,39.2806451,"clarksburg, wv, usa"
"Parksburg, WV, United States",-81.5615135,39.2667418,"parkersburg, wv, usa"
"Nimitz, WV, United States",-80.9600897,37.6462298,"nimitz, wv 25951, usa"
"Huntington, WV, United States",-82.445154,38.4192496,"huntington, wv, usa"
"Wheeling, WV, United States",-80.7209149,40.0639616,"wheeling, wv 26003, usa"
"Cheyenne, WY, United States",-104.8202462,41.1399814,"cheyenne, wy, usa"
"Fayetteville, AR, United States",-94.1605839,36.0626579,"fayetteville, ar, usa"
"Hot Springs, AR, United States",-93.0546003,34.5077615,"hot springs, ar, usa"
"Little Rock, AR, United States",-92.2880157,34.7444618,"little rock, ar, usa"
"Flagstaff, AZ, United States",-111.651302,35.1982836,"flagstaff, az, usa"
"Albion, CA, United States",-123.7680598,39.2232406,"albion, ca, usa"
"Bakersfield, CA, United States",-119.0187125,35.3732921,"bakersfield, ca, usa"
"Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"El Monte, CA, United States",-118.0275667,34.0686206,"el monte, ca, usa"
"Irvine, CA, United States",-117.8265049,33.6845673,"irvine, ca, usa"
"Lake Arrowhead, CA, United States",-117.1892078,34.2483396,"lake arrowhead, ca, usa"
"Sausalito, CA, United States",-122.4852507,37.8590937,"sausalito, ca 94965, usa"
"Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa"
"Covina, CA, United States",-117.8903397,34.0900091,"covina, ca, usa"
"Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"Los Altos, CA, United States",-122.1141298,37.3852183,"los altos, ca, usa"
"Canoga Park, CA, United States",-118.5975318,34.2083086,"canoga park, los angeles, ca, usa"
"Venice, CA, United States",-118.4527302,33.994091,"venice, los angeles, ca, usa"
"Inglewood, CA, United States",-118.3531311,33.9616801,"inglewood, ca, usa"
"Topanga, CA, United States",-118.6021321,34.0919452,"topanga, ca, usa"
"Silverlake, CA, United States",-118.2733457,34.082936,"silver lake, los angeles, ca, usa"
"Beverly Hills, CA, United States",-118.4003563,34.0736204,"beverly hills, ca, usa"
"Oakhurst, CA, United States",-119.6493154,37.3279997,"oakhurst, ca 93644, usa"
"Orange County, CA, United States",-117.8311428,33.7174708,"orange county, ca, usa"
"Rancho Mirage, CA, United States",-116.41279,33.739744,"rancho mirage, ca 92270, usa"
"Russian River, CA, United States",-123.011048270873,38.9116324986166,"russian river, california, usa"
"Mill Valley, CA, United States",-122.5449763,37.9060368,"mill valley, ca 94941, usa"
"Ocean Park Beach, CA, United States",-118.481435,34.0039259,"ocean park, santa monica, ca, usa"
"San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Ventura, CA, United States",-119.2945199,34.2804923,"ventura, ca, usa"
"Woodacre, CA, United States",-122.645261,38.0127006,"woodacre, ca, usa"
"Albany, CA, United States",-122.2977557,37.886704,"albany, ca, usa"
"Bailey, CO, United States",-105.4786412,39.4060536,"bailey, co 80421, usa"
"Greeley, CO, United States",-104.7091322,40.4233142,"greeley, co, usa"
"Pueblo, CO, United States",-104.6101033,38.2705996,"pueblo, co, usa"
", CT, United States",-73.087749,41.6032207,"connecticut, usa"
"Danbury, CT, United States",-73.4540111,41.394817,"danbury, ct, usa"
"Bridgeport, CT, United States",-73.1894384,41.1792258,"bridgeport, ct, usa"
"Falls Village, CT, United States",-73.3650579,41.9550202,"falls village, canaan, ct 06031, usa"
"Fairfield, CT, United States",-73.2612615,41.1408363,"fairfield, ct, usa"
"New Britain, CT, United States",-72.7795419,41.6612104,"new britain, ct, usa"
"Southington, CT, United States",-72.8776013,41.5964869,"southington, ct, usa"
"Rehoboth Beach, DE, United States",-75.0760137,38.7209454,"rehoboth beach, de, usa"
", FL, United States",-81.5157535,27.6648274,"florida, usa"
"Broward County, FL, United States",-80.365865,26.190096,"broward county, fl, usa"
"Cocoa Beach, FL, United States",-80.6075513,28.3200067,"cocoa beach, fl 32931, usa"
"Coral Gables, FL, United States",-80.2635411,25.7491968,"coral gables, fl, usa"
"Dade County, FL, United States",-80.6326916,25.5516034,"miami-dade county, fl, usa"
"Daytona, FL, United States",-81.0228331,29.2108147,"daytona beach, fl, usa"
"Madeira Beach, FL, United States",-82.7973247,27.7980814,"madeira beach, fl, usa"
"Melbourne, FL, United States",-80.6081089,28.0836269,"melbourne, fl, usa"
"Augusta, GA, United States",-82.0105148,33.4734978,"augusta, ga, usa"
"Columbus, GA, United States",-84.9877094,32.4609764,"columbus, ga, usa"
"Dahlonega, GA, United States",-83.9843953,34.5261465,"dahlonega, ga 30533, usa"
"Savannah, GA, United States",-81.091203,32.0808989,"savannah, ga, usa"
"Maui Island, HI, United States",-156.3319253,20.7983626,"maui, hawaii, usa"
"Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa"
"East St Louis, IL, United States",-90.1506465,38.624514,"east st louis, il, usa"
"Elgin, IL, United States",-88.2825668,42.0354084,"elgin, il, usa"
"Urbana, IL, United States",-88.2072697,40.1105875,"urbana, il, usa"
"Evansville, IN, United States",-87.5710898,37.9715592,"evansville, in, usa"
"Hammond, IN, United States",-87.5000412,41.5833688,"hammond, in, usa"
"Lawrence, KS, United States",-95.2352501,38.9716689,"lawrence, ks, usa"
"Bossier City, LA, United States",-93.7321228,32.5159852,"bossier city, la, usa"
"New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa"
"Oak Bluffs, MA, United States",-70.5619724,41.4542793,"oak bluffs, ma, usa"
"South Hadley, MA, United States",-72.5747934,42.2591729,"south hadley, ma 01075, usa"
", MD, United States",-76.6412712,39.0457549,"maryland, usa"
"Montgomery, MD, United States",-77.2405153,39.1547426,"montgomery county, md, usa"
"Towson, MD, United States",-76.6019125,39.4014955,"towson, md, usa"
"Bethesda, MD, United States",-77.0947092,38.984652,"bethesda, md, usa"
"Calais, ME, United States",-67.2786038,45.1889633,"calais, me, usa"
"Rockport, ME, United States",-69.079469,44.1910592,"rockport, me, usa"
"Stonington, ME, United States",-68.6666926,44.156192,"stonington, me 04681, usa"
"Plymouth, MI, United States",-83.4702132,42.3714253,"plymouth, mi 48170, usa"
"Hattiesburg, MS, United States",-89.2903392,31.3271189,"hattiesburg, ms, usa"
"Ronan, MT, United States",-114.1015013,47.5288233,"ronan, mt 59864, usa"
", MT, United States",-110.3625658,46.8796822,"montana, usa"
"Bozeman, MT, United States",-111.037259,45.6793119,"bozeman, mt, usa"
"Great Falls, MT, United States",-111.3007715,47.5052849,"great falls, mt, usa"
", NC, United States",-79.0192997,35.7595731,"north carolina, usa"
"Winston-Salem, NC, United States",-80.244216,36.0998596,"winston-salem, nc, usa"
"Jacksonville, NC, United States",-77.4302414,34.7540524,"jacksonville, nc, usa"
"Fayetteville, NC, United States",-78.8783774,35.0523673,"fayetteville, nc, usa"
"Asheville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa"
"Bismarck, ND, United States",-100.7877616,46.8041643,"bismarck, nd, usa"
"Hanover, NH, United States",-72.2895526,43.7022451,"hanover, nh, usa"
"Portsmouth, NH, United States",-70.7625532,43.0717552,"portsmouth, nh 03801, usa"
"Asbury Park, NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa"
", NJ, United States",-74.4056612,40.0583238,"new jersey, usa"
"Wayne, NJ, United States",-74.2765441,40.9253725,"wayne, nj 07470, usa"
"Orange, NJ, United States",-74.2326478,40.7706187,"city of orange, nj 07050, usa"
"Irvington, NJ, United States",-74.2286435,40.7263249,"irvington, nj 07111, usa"
"Teaneck, NJ, United States",-74.0116536,40.8932469,"teaneck, nj, usa"
"Plainsboro, NJ, United States",-74.615308,40.3570497,"plainsboro township, nj, usa"
", NM, United States",-105.0323635,34.9727305,"new mexico, usa"
"Santa Fe, NM, United States",-105.937799,35.6869752,"santa fe, nm, usa"
"Old Westbury, NY, United States",-73.5995717,40.7887113,"old westbury, ny, usa"
"Schenectady, NY, United States",-73.9395687,42.8142432,"schenectady, ny, usa"
"Yonkers, NY, United States",-73.8987469,40.9312099,"yonkers, ny, usa"
"West Park, NY, United States",-73.9602803,41.7926988,"west park, ny, usa"
"Yorkville, NY, United States",-75.2709991,43.1128475,"yorkville, ny, usa"
"Amagansett, NY, United States",-72.1436884,40.9737117,"amagansett, ny, usa"
"St. Huntington, NY, United States",-73.425676,40.8681539,"huntington, ny, usa"
"Lake Ronkonkona, NY, United States",-73.1053707,40.8320984,"lake ronkonkoma, ny, usa"
"Ronkonkona, NY, United States",-73.1241488,40.8064187,"ronkonkoma, ny, usa"
"North Merrick, NY, United States",-73.5635312,40.6913859,"north merrick, ny, usa"
"Plattsburgh, NY, United States",-73.4529124,44.6994873,"plattsburgh, ny, usa"
"Kettering, OH, United States",-84.1688274,39.6895036,"kettering, oh, usa"
"Berea, OH, United States",-81.8543026,41.3661614,"berea, oh 44017, usa"
", OR, United States",-120.5542012,43.8041334,"oregon, usa"
"Yachats, OR, United States",-124.1048418,44.3112312,"yachats, or, usa"
"Klamath Falls, OR, United States",-121.7816704,42.224867,"klamath falls, or, usa"
"Waldport, OR, United States",-124.0687302,44.426786,"waldport, or 97394, usa"
"Medford, OR, United States",-122.8755949,42.3265152,"medford, or, usa"
"Myrtle Creek, OR, United States",-123.2931205,43.0201173,"myrtle creek, or 97457, usa"
"Grants Pass, OR, United States",-123.3283925,42.4390069,"grants pass, or, usa"
"La Grande, OR, United States",-118.0877188,45.3245771,"la grande, or 97850, usa"
"Stroudsburg, PA, United States",-75.1946248,40.9867609,"stroudsburg, pa 18360, usa"
"Hummelstown, PA, United States",-76.7083033,40.2653681,"hummelstown, pa 17036, usa"
"Montclaire, PA, United States",-75.502411,40.1389933,"mont clare, pa 19453, usa"
"Marietta, PA, United States",-76.5521882,40.0570411,"marietta, pa 17547, usa"
"East Stroudsberg, PA, United States",-75.1817547,41.0030522,"east stroudsburg, pa 18301, usa"
"Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa"
"Johnstown, PA, United States",-78.9219698,40.3267407,"johnstown, pa, usa"
"Hazleton, PA, United States",-75.9746472,40.9584181,"hazleton, pa, usa"
"Pawtucket, RI, United States",-71.3825558,41.878711,"pawtucket, ri, usa"
"Smithfield, RI, United States",-71.5495101,41.9220496,"smithfield, ri, usa"
"Myrtle Beach, SC, United States",-78.8802094,33.6954218,"myrtle beach, sc, usa"
", TN, United States",-86.5804473,35.5174913,"tennessee, usa"
"Glenrose, TX, United States",-97.7554986,32.2346721,"glen rose, tx, usa"
"El Paso, TX, United States",-106.4850217,31.7618778,"el paso, tx, usa"
"Galveston, TX, United States",-94.7976958,29.3013479,"galveston, tx, usa"
", TX, United States",-99.9018131,31.9685988,"texas, usa"
"Charlottesville, VA, United States",-78.4766781,38.0293059,"charlottesville, va, usa"
"East Barnet, VT, United States",-72.0493779,44.2968323,"barnet, vt, usa"
"Montpelier, VT, United States",-72.5753869,44.2600593,"montpelier, vt 05602, usa"
"Norwalk, WI, United States",-90.621521,43.8305238,"norwalk, wi 54648, usa"
"Superior, WI, United States",-92.1040796,46.7207737,"superior, wi, usa"
"Wausau, WI, United States",-89.6301221,44.9591352,"wausau, wi, usa"
"Laramie, WY, United States",-105.5911007,41.3113669,"laramie, wy, usa"
"Douglas, WY, United States",-105.3822069,42.7596897,"douglas, wy 82633, usa"
"Morgantown, WV, United States",-79.9558968,39.629526,"morgantown, wv, usa"
"Parkersburg, WV, United States",-81.5615135,39.2667418,"parkersburg, wv, usa"
"North Adams, MA, United States",-73.1087148,42.700915,"north adams, ma 01247, usa"
", , United States",-95.712891,37.09024,"united states"
"Albany, GA, United States",-84.155741,31.5785074,"albany, ga, usa"
"Yuma, AZ, United States",-114.6276916,32.6926512,"yuma, az, usa"
"Texarkana, AR, United States",-94.0361745,33.4304827,"texarkana, ar 71854, usa"
"Sierra Vista, AZ, United States",-110.2772856,31.5455001,"sierra vista, az, usa"
"Hernando, MS, United States",-89.9937018,34.823987,"hernando, ms, usa"
"Easthampton, MA, United States",-72.66898,42.266757,"easthampton, ma, usa"
"Ruston, LA, United States",-92.637927,32.5232053,"ruston, la 71270, usa"
"Batesville, MS, United States",-89.9442567,34.3114982,"batesville, ms 38606, usa"
"Morton, MS, United States",-89.6545171,32.3537557,"morton, ms 39117, usa"
"Brunswick, ME, United States",-69.9669961,43.9140162,"brunswick, me 04011, usa"
"Belleville, MI, United States",-83.4852133,42.2047619,"belleville, mi 48111, usa"
"Marshfield-Pembroke, MA, United States",-70.8092,42.0714925,"pembroke, ma, usa"
"Appleton, WI, United States",-88.4153847,44.2619309,"appleton, wi, usa"
"Augusta, KS, United States",-96.9767023,37.6866844,"augusta, ks 67010, usa"
"Longview, TX, United States",-94.7404891,32.5007037,"longview, tx, usa"
"Orange, CT, United States",-73.0265277,41.278637,"orange, ct, usa"
"Walton, KS, United States",-97.2567001,38.1177891,"walton, ks, usa"
"Blairsville, PA, United States",-79.260869,40.4311796,"blairsville, pa 15717, usa"
"Olathe, KS, United States",-94.8191285,38.8813958,"olathe, ks, usa"
"Weymouth, MA, United States",-70.9410356,42.2180724,"weymouth, ma, usa"
"Wakarusa, KS, United States",-95.6960344,38.8856935,"wakarusa, ks 66546, usa"
"Owens, OH, United States",-83.1579694,40.520337,"owens, pleasant township, oh 43302, usa"
"Attleboro, MA, United States",-71.2856082,41.9445441,"attleboro, ma, usa"
"Lordsburg, NM, United States",-108.7086649,32.3503605,"lordsburg, nm 88045, usa"
"Big Rapids, MI, United States",-85.4836557,43.6980782,"big rapids, mi 49307, usa"
"Junction City, KS, United States",-96.8313978,39.0286093,"junction city, ks, usa"
"Everett, WA, United States",-122.2020794,47.9789848,"everett, wa, usa"
"Manhattan, KS, United States",-96.5716694,39.1836082,"manhattan, ks, usa"
"Richfield, OH, United States",-81.6381785,41.2397772,"richfield, oh, usa"
"Nacogdoches, TX, United States",-94.656004,31.6039455,"nacogdoches, tx, usa"
"Sharon, PA, United States",-80.4934035,41.2331116,"sharon, pa, usa"
"Forest, MS, United States",-89.4742348,32.3645888,"forest, ms 39074, usa"
"Beaver Dam, WI, United States",-88.837329,43.4577692,"beaver dam, wi 53916, usa"
"Arcadia, LA, United States",-92.920158,32.5490406,"arcadia, la, usa"
"Seekonk, MA, United States",-71.3369972,41.808434,"seekonk, ma, usa"
"Andover, MA, United States",-71.1367953,42.6583356,"andover, ma, usa"
"Greencastle, PA, United States",-77.7277714,39.790371,"greencastle, pa 17225, usa"
"Wooster, OH, United States",-81.9399145,40.798237,"wooster, oh 44691, usa"
"Great Bend, KS, United States",-98.7648073,38.3644567,"great bend, ks 67530, usa"
"Burtonsville, MD, United States",-76.9324752,39.1112193,"burtonsville, md, usa"
"Lyons, KS, United States",-98.2017268,38.3450104,"lyons, ks 67554, usa"
"Knightstown, IN, United States",-85.5263629,39.7956007,"knightstown, in 46148, usa"
"Provo, UT, United States",-111.6585337,40.2338438,"provo, ut, usa"
"Clifton, NJ, United States",-74.1637553,40.8584328,"clifton, nj, usa"
"Bay City, MI, United States",-83.8888647,43.5944677,"bay city, mi, usa"
"Liberty, ME, United States",-69.3026507,44.3893688,"liberty, me 04949, usa"
"Gaffney, SC, United States",-81.6498195,35.0717945,"gaffney, sc, usa"
"Saint Marys, OH, United States",-84.3893961,40.5422697,"st marys, oh 45885, usa"
"Farmersbury, IN, United States",-87.3819634,39.2486513,"farmersburg, in 47850, usa"
"Lebanon, OH, United States",-84.2029922,39.4353373,"lebanon, oh 45036, usa"
"Ozark, AR, United States",-93.8272262,35.4869588,"ozark, ar 72949, usa"
"New Lebanon, IN, United States",-87.4711321,39.0408758,"new lebanon, in 47882, usa"
"Swansea, MA, United States",-71.1895617,41.748162,"swansea, ma, usa"
"South Chino, ME, United States",-69.5709229,44.3949791,"south china, china, me 04358, usa"
"Oshkosh, WI, United States",-88.5426136,44.0247062,"oshkosh, wi, usa"
"Philipsburg, PA, United States",-78.2205688,40.8964465,"philipsburg, pa 16866, usa"
"Logan, UT, United States",-111.8338359,41.7369803,"logan, ut, usa"
"Mine Hill, NJ, United States",-74.5937701,40.8778768,"mine hill township, nj, usa"
"Findlay, OH, United States",-83.6502309,41.0391283,"findlay, oh 45840, usa"
"Oxford, MS, United States",-89.5188246,34.3659868,"oxford, ms 38655, usa"
"Springfield, VT, United States",-72.4819743,43.298701,"springfield, vt, usa"
"Parsons, KS, United States",-95.2610838,37.3403384,"parsons, ks, usa"
"Butler, NJ, United States",-74.3415394,41.0037087,"butler, nj 07405, usa"
"Marion, OH, United States",-83.1285242,40.5886699,"marion, oh 43302, usa"
"Carthegena, OH, United States",-84.5621823,40.4378453,"carthagena, oh 45822, usa"
"Uxbridge, MA, United States",-71.6302532,42.0772429,"uxbridge, ma, usa"
"Pine Grove, PA, United States",-76.3846781,40.5484233,"pine grove, pa 17963, usa"
"Quartzite, AZ, United States",-114.2299486,33.6639137,"quartzsite, az 85346, usa"
"Marcus Hook, PA, United States",-75.4185272,39.8192794,"marcus hook, pa 19061, usa"
"Ft. Smith, AR, United States",-94.4209646,35.3843722,"fort smith, ar, usa"
"Marshall, TX, United States",-94.3674184,32.5448714,"marshall, tx, usa"
"Fabens, TX, United States",-106.1585867,31.50234,"fabens, tx, usa"
"Blaine, WA, United States",-122.7471191,48.993723,"blaine, wa, usa"
"Manassas, VA, United States",-77.4752667,38.7509488,"manassas, va, usa"
"Charleston, WV, United States",-81.6326234,38.3498195,"charleston, wv, usa"
"Ogden, UT, United States",-111.9738304,41.223,"ogden, ut, usa"
"Meriden, CT, United States",-72.8070435,41.5381535,"meriden, ct, usa"
"Lawton, OK, United States",-98.3959291,34.6035669,"lawton, ok, usa"
"Nescopeck, PA, United States",-76.2207671,41.0520292,"nescopeck, pa 18635, usa"
"Bristol, VA, United States",-82.1887368,36.595142,"bristol, va, usa"
"Rawlins, WY, United States",-107.2386627,41.7910697,"rawlins, wy 82301, usa"
"Virginia Beach, VA, United States",-75.9792194,36.8516437,"virginia beach, va, usa"
"Sweetwater, TX, United States",-100.4059384,32.4709519,"sweetwater, tx 79556, usa"
