"","title","city","state","year","notes","publication","country","Entity.Type","description","mgg.type","geocode.value","lon","lat","geoAddress","type","star.type","Other.Entities","Content.Type","Vol..","Issue..","Month","ID","concat_key","orig.lc.long","orig.lc.lat","amenityfeatures","address","unclear.address","stars","mentions.race","mentions.disability","Last.Modified","Notes.2"
"1449","Cafe Palms","Madison","WI",1983,"","Gaia's Guide","United States",NA,"Tel. 256 0166. Gay owned.",NA,"Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa","Restaurant","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"636 West Washington","","*","","","",NA
"1450","Cafe San Marcos","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(PE bar upstairs *)","Restaurant,Bars/Clubs","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R),(PE),(*)",NA,NA,NA,NA,NA,NA,NA
"1451","Cafe San Marcos","San Francisco","CA",1983,"","Gaia's Guide","United States",NA,"Tel. 861-3846. 'Small and classy'. Recommended. However, more women use the restaurant than they do the bar. The restaurant is open 1Oam-11.30pm and the bar from noon-2.30am.",NA,"San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa","Bars/Restaurants","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2367 Market St","","**","","","Lilly Smith",NA
"1452","Cafe Sbisa","New Orleans","LA",1983,"","Bob Damron's Address Book","United States",NA,"(Seafood)","Restaurant","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"1453","Cafe Society","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant,Bars/Clubs","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R)",NA,NA,NA,NA,NA,NA,NA
"1454","Caffe Domenica","Santa Cruz","CA",1983,"","Gaia's Guide","United States",NA,"Tel. 427-3520. Located right next to the MATRIX office, this has become a feminist hang-out and a good place to meet new women. ",NA,"Santa Cruz, CA, United States",-122.0307963,36.9741171,"santa cruz, ca, usa","Coffeebar","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418 Cedar St","","*","","","Lilly Smith",NA
"1455","Cahoot","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"(Cruisy) at 81st St.","Restaurant,Bars/Clubs,Cruising Areas","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R),(E),(*)",NA,NA,NA,NA,NA,NA,NA
"1456","Cal State Poly/SLO","San Luis Obispo","CA",1983,"","Gaia's Guide","United States",NA,"Tel 546-0111.",NA,"San Luis Obispo, CA, United States",-120.6596156,35.2827524,"san luis obispo, ca, usa","Group","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","*","","","Amanda Regan",NA
"1457","Cal. St. U.","San Bernardino","CA",1983,"","Bob Damron's Address Book","United States",NA,"(S.B. Library ) (T-Room) (2nd floor)","Cruising Areas","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1458","Cal. St. University","Sacramento","CA",1983,"","Bob Damron's Address Book","United States",NA,"(English Bldg.) (T-Rooms)","Cruising Areas","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1459","Cal. St. University","Sacramento","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Humanities) (T-Rooms)","Cruising Areas","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1460","Cala Market","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"near Diamond","Cruising Areas","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1461","Calaway Gardens & showers","Columbus","GA",1983,"Still operating: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjo7LXkko73AhU0D0QIHYxWDbwQFnoECAsQAQ&url=https%3A%2F%2Fwww.callawaygardens.com","Bob Damron's Address Book","United States",NA,"at Robin Lake Beach (Summers)","Cruising Areas","Columbus, GA, United States",-84.9877094,32.4609764,"columbus, ga, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1462","Calico Kitchen","Long Beach","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"1463","Calico's Coffeehouse","Columbus","OH",1983,"","Gaia's Guide","United States",NA,"Tel. 299-2878. Meetings/women-only
events/Clientele: mostly women/feminist atmosphere.",NA,"Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa","Coffeehouse","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 West 5th Avenue","","****","","","",NA
"1464","Calico's Coffeehouse","Dayton","OH",1983,"","Gaia's Guide","United States",NA,"Tel 299 2878 Meetings/women-only events/Clientele: mostly women/feminist atmosphere.",NA,"Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa","Coffeehouse","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 West 5th Avenue ","","****","","","",NA
"1465","Califia Community","Studio City","CA",1983,"","Gaia's Guide","United States",NA,"(Studio City; 91604) Tel. 766-9194. A multi-cultural feminist organization which sponsors conferences for women. Educational programs on issues which divide women. A multi racial group which brings together women from 23-60 In hs 8th year. Weekend and week-long retreats in terrific locations, usually with swimming pool, comfortable lodge accommodation, lots of forest space, rustic, relaxing atmosphere. Sliding scale, per person about $80.00-$70.00-$50.00 per weekend. Also Women of Color Califia Conference.",NA,"Studio City, CA, United States",-118.3870991,34.1395597,"studio city, los angeles, ca, usa","Special Interest Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO Box 1034 ","checked","","","","Amanda Regan",NA
"1466","Caliph Piano Bar","San Diego","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(E)",NA,NA,NA,NA,NA,NA,NA
"1467","Calvary Metropolitan Community Church (MCC)","Redwood City","CA",1983,"","Gaia's Guide","United States",NA,"Tel. 368-0188. Sunday worship at 5pm/Thurs program at 7pm.",NA,"Redwood City, CA, United States",-122.228141,37.4847955,"redwood city, ca, usa","Religious Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2124 Brewster","","","","","Lilly Smith",NA
"1468","Camelot","San Juan","PR",1983,"","Gaia's Guide","United States",NA,"No Phone Listing. A very friendly place with dramatic decor tapestries etc. Dancing.",NA,"San Juan, PR, United States",-95.712891,37.09024,"united states","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251 Calle Cruz","","MGM**","","","",NA
"1469","Camelot Resort","Guerneville","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Hotel","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H)",NA,NA,NA,NA,NA,NA,NA
"1470","Cameo","Atlanta","GA",1983,"","Bob Damron's Address Book","United States",NA,"at Cain N.W.","Bars/Clubs","Atlanta, GA, United States",-84.3876845,33.748752,"atlanta, ga, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(B),(RT)",NA,NA,NA,NA,NA,NA,NA
"1471","Cameo Bar","Yuma","AZ",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Yuma, AZ, United States",-114.6276916,32.6926512,"yuma, az, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"1472","Cameo Theatre","Tacoma","WA",1983,"","Bob Damron's Address Book","United States",NA,"","Theatre","Tacoma, WA, United States",-122.4442906,47.2528768,"tacoma, wa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1473","Camera's Eye","Louisville","KY",1983,"","Bob Damron's Address Book","United States",NA,"(Books, films, cruisy arcade)","Book Store,Cruising Areas","Louisville, KY, United States",-85.7584557,38.2526647,"louisville, ky, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1474","Camera's Eye","Raleigh","NC",1983,"","Bob Damron's Address Book","United States",NA,"(Erotica)","Erotic Shop","Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1475","Cameron Park","Waco","TX",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Waco, TX, United States",-97.1466695,31.549333,"waco, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1476","Camp Baths","New Orleans","LA",1983,"","Bob Damron's Address Book","United States",NA,"","Bathhouses","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1477","Camp David","Ft. Lauderdale","FL",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(Probably won't make it)","Bars/Clubs","Ft. Lauderdale, FL, United States",-80.1373174,26.1224386,"fort lauderdale, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D)",NA,NA,NA,NA,NA,NA,NA
"1478","Camp David","Las Vegas","NV",1983,"","Bob Damron's Address Book","United States",NA,"(Baths)","Bathhouses,Hotel","Las Vegas, NV, United States",-115.1391009,36.171563,"las vegas, nv, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(H)",NA,NA,NA,NA,NA,NA,NA
"1479","Camp David","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"at 72nd St.","Bars/Clubs","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"1480","Campbellsville College","Campbellsville","KY",1983,"","Bob Damron's Address Book","United States",NA,"(Basement) (Library)","Cruising Areas","Campbellsville, KY, United States",-85.3419069,37.3433974,"campbellsville, ky 42718, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1481","Camping Women","Orange County","CA",1983,"","Gaia's Guide","United States",NA,"See OC calendar each month in the LESBIAN NEWS for current info/activities which include hikes, roller-skating, hot-air balloon trip, backpacking, thanksgiving weekend in the bottom of the Grand.canyon .••",NA,"Orange County, CA, United States",-117.8311428,33.7174708,"orange county, ca, usa","Outdoor Group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","Amanda Regan",NA
"1482","Camping Women","Sacramento","CA",1983,"","Gaia's Guide","United States",NA,"Tel. 424-5100. ""We provide camping trips for women'. This group is a real old-timer and still has an excellent reputation. The ideal alternative to the bar scene, it offers outdoor activities and social events too numerous to mention here.",NA,"Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa","Special Interest Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7378 Nelmark","","","","","Lilly Smith",NA
"1483","Campus Lounge","Beaver Dam","WI",1983,"","Bob Damron's Address Book","United States",NA,"","Hotel","Beaver Dam, WI, United States",-88.837329,43.4577692,"beaver dam, wi 53916, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(H)",NA,NA,NA,NA,NA,NA,NA
"1484","Canal Baths","New Orleans","LA",1983,"","Bob Damron's Address Book","United States",NA,"(Burned, maybe reopening)","Bathhouses","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1485","Canal House","New Hope","PA",1983,"","Bob Damron's Address Book","United States",NA,"(Elbow Room Bar)(Summer season only)","Bars/Clubs","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1486","Canal St.","Washington","DC",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1487","Canary Island","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Closed Sun.-Tues.)","Restaurant","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R)",NA,NA,NA,NA,NA,NA,NA
"1488","Candida","Allentown","PA",1983,"","Bob Damron's Address Book","United States",NA,"(Snacks)(Some L)(Open Sun.)","Bars/Clubs","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L)",NA,NA,NA,NA,NA,NA,NA
"1489","Candida","Allentown","PA",1983,"","Gaia's Guide","United States",NA,"Tel. 4343071.",NA,"Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247 N 12th St","","**","","","",NA
"1490","Candle II","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"(Wild back room) at 67th","Bars/Clubs","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(P),(AH)",NA,NA,NA,NA,NA,NA,NA
"1491","Candlelight","New Haven","CT",1983,"","Bob Damron's Address Book","United States",NA,"(The Leather Bar)","Bars/Clubs","New Haven, CT, United States",-72.9278835,41.308274,"new haven, ct, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(PT),(SM)",NA,NA,NA,NA,NA,NA,NA
"1492","Candlelight","Nyack","NY",1983,"","Bob Damron's Address Book","United States",NA,"(S-WE) 1/2 mi. N. of N.Y. State Thruway (Upper Nyack)","Bars/Clubs","Nyack, NY, United States",-73.9179146,41.0906519,"nyack, ny 10960, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(S),(WE),(PT),(*)",NA,NA,NA,NA,NA,NA,NA
"1493","Candlelight Club","Coconut Grove","FL",1983,"","Gaia's Guide","United States",NA,"Tel. 444-4555. Private club, elegant, piano bar atmosphere. Be sure to dress for the occasion. Apparently great food though.",NA,"Coconut Grove, FL, United States",-80.2377186,25.7355248,"coconut grove, miami, fl, usa","Restaurant","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2869 SW 27th Ave.","","*","","","Lilly Smith",NA
"1494","Cannon Beach","Seaside","OR",1983,"","Bob Damron's Address Book","United States",NA,"10 mi. S. (Summers only)","Cruising Areas","Seaside, OR, United States",-123.9226385,45.9931636,"seaside, or 97138, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1495","Cannon Intl. Airport","Reno","NV",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Reno, NV, United States",-119.8142691,39.529919,"reno, nv, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1496","Canova Beach","Melbourne","FL",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Melbourne, FL, United States",-80.6081089,28.0836269,"melbourne, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1497","Canterbury Ale and Eats","Seattle","WA",1983,"","Gaia's Guide","United States",NA,"Tel. 322-3130.",NA,"Seattle, WA, United States",-122.3320708,47.6062095,"seattle, wa, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"534 15th East","","**","","","",NA
"1498","Canyon Room","Sherman Oaks","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Liquor) at Woodman","Restaurant,Bars/Clubs","Sherman Oaks, CA, United States",-118.451357,34.1489719,"sherman oaks, los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R),(D)",NA,NA,NA,NA,NA,NA,NA
"1499","Cap'n Hook's","Phenix City","AL",1983,"","Bob Damron's Address Book","United States",NA,"(Cruisy) (Holiday Inn I-280 Bypass)","Hotel,Bars/Clubs,Cruising Areas","Phenix City, AL, United States",-85.0007653,32.4709761,"phenix city, al, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M)",NA,NA,NA,NA,NA,NA,NA
"1500","Caper Inn","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Swim Pool)","Hotel","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(*),(H)",NA,NA,NA,NA,NA,NA,NA
"1501","Capital Corral","Raleigh","NC",1983,"","Bob Damron's Address Book","United States",NA,"(Gameroom in front - 'Glitter Gulch')(Disco)(D in rear)(Cruisy)","Bars/Clubs,Business,Cruising Areas","Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(W),(PT),(YC),(D),(*)",NA,NA,NA,NA,NA,NA,NA
"1502","Capital District Gay Community Center","Albany","NY",1983,"PO Box 131 12201","Gaia's Guide","United States",NA,"Tel 462 6138 Their publication is 'Alive' mostly gay men but they are really trying to reach out to the lesbian community ",NA,"Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa","Centers","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332 Hudson Ave ","","***(**)","","","",NA
"1503","Capitol Forum Hotline","Salem","OR",1983,"","Gaia's Guide","United States",NA,"Tel. 390-7573.",NA,"Salem, OR, United States",-123.0350963,44.9428975,"salem, or, usa","Service","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"1504","Capitol Forum News","Salem","OR",1983,"","Gaia's Guide","United States",NA,"Tel. 585-9295/232-0669. About to change title. Will have new
mailing address too.",NA,"Salem, OR, United States",-123.0350963,44.9428975,"salem, or, usa","Publication","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"1505","Capitol News","Lansing","MI",1983,"","Bob Damron's Address Book","United States",NA,"(Books, 'peep shows' & cruisy arcade)","Book Store,Cruising Areas,Erotic Shop","Lansing, MI, United States",-84.5555347,42.732535,"lansing, mi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1506","Capitola Beach","Santa Cruz","CA",1983,"","Bob Damron's Address Book","United States",NA,"T-Rooms","Cruising Areas","Santa Cruz, CA, United States",-122.0307963,36.9741171,"santa cruz, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1507","Capri","Oceanside","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Oceanside, CA, United States",-117.3794834,33.1958696,"oceanside, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(PT)",NA,NA,NA,NA,NA,NA,NA
"1508","Capri","Odessa","TX",1983,"","Bob Damron's Address Book","United States",NA,"(Disco) (Sunday S)(Liquor)","Bars/Clubs","Odessa, TX, United States",-102.3676431,31.8456816,"odessa, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(YC),(D),(*),(S)",NA,NA,NA,NA,NA,NA,NA
"1509","Capri Art Theatre","Buffalo","NY",1983,"","Bob Damron's Address Book","United States",NA,"(AYOR - 'Fuzz')","Theatre,Cruising Areas","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(AYOR)",NA,NA,NA,NA,NA,NA,NA
"1510","Capt Perkins Guest House","Ogunquit","ME",1983,"","Gaia's Guide","United States",NA,"'Full service bar and restaurant, good ample parking. Large comfortable rooms with antiques. Special off-season packages available.'",NA,"Ogunquit, ME, United States",-70.5986223,43.2468352,"ogunquit, me, usa","Hotels/Motels/Guest Houses/ETC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rte 1","checked","","","","Lilly Smith",NA
"1511","Captain & His Ship","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"","Hotel","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H)",NA,NA,NA,NA,NA,NA,NA
"1512","Captain Melody","Key West","FL",1983,"Day and Sunset Boat Trips","Lesbian Connection","United States","Travel",NA,NA,"Key West, FL, United States",-81.7841722,24.5554183,"key west, florida 33040, usa",NA,NA,"","Advertisement","6","3","June/July","https://www.jstor.org/stable/pdf/community.28039200.pdf?refreqid=excelsior%3Afdef3620153b4d6cf80dbda91a8c1f6c&ab_segments=&origin=&acceptTC=1","Key West_FL_United States","-81.772437","24.5625566",NA,NA,NA,NA,NA,NA,NA,NA
"1513","Captain's Cabin","Coos Bay","OR",1983,"","Bob Damron's Address Book","United States",NA,"Tioga Hotel","Bars/Clubs,Hotel","Coos Bay, OR, United States",-124.2131325,43.3672213,"coos bay, or, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(OC)",NA,NA,NA,NA,NA,NA,NA
"1514","Captain's House","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1515","Captain's Quarters","Philadelphia","PA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1516","Caravan Lodge","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(R - 24 hrs.)","Hotel,Restaurant","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(H),(R)",NA,NA,NA,NA,NA,NA,NA
"1517","Cardinal Bar","Madison","WI",1983,"","Gaia's Guide","United States",NA,"Tel. 251 0080. Thurs and Sat nights are women only and
really good. Feminist crowd. Open from 4pm. Closed Mon.",NA,"Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418 East Wilson St","","**(**)","","","",NA
"1518","Cardinal Park","Campbellsville","KY",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Campbellsville, KY, United States",-85.3419069,37.3433974,"campbellsville, ky 42718, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"1519","Care and Counseling Center","New Orleans","LA",1983,"","Gaia's Guide","United States",NA,"Tel. 947-4297. Counseling/group therapy/gay parents meetings/socials for couples/speakers bureau/hospital and jail visits/friendship rituals. 'A mini social services agency operated by GAYS FOR GAYS'. ",NA,"New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa","Health Center/Clinic/Counseling","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2033 Burgundy","","","","","Lilly Smith",NA
"1520","Carl's Guest House","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Sundeck)","Hotel","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H),(*)",NA,NA,NA,NA,NA,NA,NA
"1521","Carl's Guest House","Provincetown","MA",1983,"","Gaia's Guide","United States",NA,"02657 Tel. 487 1650. 'Clean, comfortable, inexpensive. Convenient to all, friendly.' April through November.",NA,"Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa","Hotels/Motels/Guest Houses/ETC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 Bradford ","","","","","Lilly Smith",NA
"1522","Carl's Special Books","Wilmington","DE",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Wilmington, DE, United States",-75.5483909,39.744655,"wilmington, de, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1523","Carmen Miranda Veranda","Key West","FL",1983,"","Bob Damron's Address Book","United States",NA,"","Hotel","Key West, FL, United States",-81.7841722,24.5554183,"key west, florida 33040, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L),(H)",NA,NA,NA,NA,NA,NA,NA
"1524","Carnaby's","Oklahoma City","OK",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(Some W)(WE*)","Bars/Clubs","Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(P),(D),(W),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"1525","Carnival Club","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Was closed - maybe re-opening)","Bars/Clubs","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"1526","Carol Waymire","Los Angeles","CA",1983,"","Gaia's Guide","United States",NA,"90026 Tel. 661-8652.  Recommended by THE GAY AND LESBIAN COMMUNITY SERVICES CENTER as an extremely active lesbian-feminist attorney.",NA,"Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa","Lawyer","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1881 Morton Ave","","","","","Lilly Smith",NA
