"publication","year","pub.count","city","state","country","geocode.value","lon","lat","geoAddress","count","relative.percentage"
"Bob Damron's Address Book",1983,5298,"Lima","OH","United States","Lima, OH, United States",-84.1052256,40.742551,"lima, oh, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Lincoln","NE","United States","Lincoln, NE, United States",-96.7025955,40.813616,"lincoln, ne, usa",10,0.18875047187618
"Bob Damron's Address Book",1983,5298,"Lincoln City","OR","United States","Lincoln City, OR, United States",-124.0159354,44.9620902,"lincoln city, or, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Little Rock","AR","United States","Little Rock, AR, United States",-92.2880157,34.7444618,"little rock, ar, usa",11,0.207625519063798
"Bob Damron's Address Book",1983,5298,"Livingston","NJ","United States","Livingston, NJ, United States",-74.3300842,40.7862871,"livingston, nj 07039, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Logan","UT","United States","Logan, UT, United States",-111.8338359,41.7369803,"logan, ut, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Lombard","IL","United States","Lombard, IL, United States",-88.0078435,41.8800296,"lombard, il, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Long Beach","CA","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa",46,0.868252170630427
"Bob Damron's Address Book",1983,5298,"Long Beach","NJ","United States","Long Beach, NJ, United States",-74.199545,39.6155009,"long beach, nj, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Long Wharf","CT","United States","Long Wharf, CT, United States",-72.92134,41.2968149,"long wharf, new haven, ct, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Longview","TX","United States","Longview, TX, United States",-94.7404891,32.5007037,"longview, tx, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Longview","WA","United States","Longview, WA, United States",-122.9381672,46.1381676,"longview, wa, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Lorain","OH","United States","Lorain, OH, United States",-82.1823746,41.452819,"lorain, oh, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Los Angeles","CA","United States","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",212,4.00151000377501
"Bob Damron's Address Book",1983,5298,"Los Gatos","CA","United States","Los Gatos, CA, United States",-121.9623751,37.2358078,"los gatos, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Louisville","KY","United States","Louisville, KY, United States",-85.7584557,38.2526647,"louisville, ky, usa",18,0.339750849377123
"Bob Damron's Address Book",1983,5298,"Lowell","MA","United States","Lowell, MA, United States",-71.3161718,42.6334247,"lowell, ma, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Lubbock","TX","United States","Lubbock, TX, United States",-101.8456417,33.5845617,"lubbock, tx, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Lynn","MA","United States","Lynn, MA, United States",-70.9494938,42.466763,"lynn, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Lyons","KS","United States","Lyons, KS, United States",-98.2017268,38.3450104,"lyons, ks 67554, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Macomb","IL","United States","Macomb, IL, United States",-90.6717971,40.4592076,"macomb, il 61455, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Macon","GA","United States","Macon, GA, United States",-83.6324022,32.8406946,"macon, ga, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Madeira Beach","FL","United States","Madeira Beach, FL, United States",-82.7973247,27.7980814,"madeira beach, fl, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Madison","IN","United States","Madison, IN, United States",-85.3799577,38.7358933,"madison, in, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Madison","WI","United States","Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa",12,0.226500566251416
"Bob Damron's Address Book",1983,5298,"Makena","HI","United States","Makena, HI, United States",-156.4425,20.6544444,"makena, wailea-makena, hi 96753, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Manassas","VA","United States","Manassas, VA, United States",-77.4752667,38.7509488,"manassas, va, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Manchester","NH","United States","Manchester, NH, United States",-71.4547891,42.9956397,"manchester, nh, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Manhattan","KS","United States","Manhattan, KS, United States",-96.5716694,39.1836082,"manhattan, ks, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Manitou Springs","CO","United States","Manitou Springs, CO, United States",-104.9128177,38.8575579,"manitou springs, co 80829, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Mankato","MN","United States","Mankato, MN, United States",-93.9993996,44.1635775,"mankato, mn, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Mansfield","OH","United States","Mansfield, OH, United States",-82.5154471,40.75839,"mansfield, oh, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Marblehead","OH","United States","Marblehead, OH, United States",-82.7354623,41.5403281,"marblehead, lakeside marblehead, oh 43440, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Marietta","PA","United States","Marietta, PA, United States",-76.5521882,40.0570411,"marietta, pa 17547, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Marion","OH","United States","Marion, OH, United States",-83.1285242,40.5886699,"marion, oh 43302, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Marquette","MI","United States","Marquette, MI, United States",-87.3953713,46.5436199,"marquette, mi, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Marshalltown","IA","United States","Marshalltown, IA, United States",-92.9080375,42.0494674,"marshalltown, ia 50158, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Marshfield-Pembroke","MA","United States","Marshfield-Pembroke, MA, United States",-70.8092,42.0714925,"pembroke, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Martha's Vineyard","MA","United States","Martha's Vineyard, MA, United States",-70.645473,41.3804981,"martha's vineyard, massachusetts, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Marysville","CA","United States","Marysville, CA, United States",-121.5913547,39.1457253,"marysville, ca, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Mason City","IA","United States","Mason City, IA, United States",-93.2010367,43.1535728,"mason city, ia 50401, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"McAllen","TX","United States","McAllen, TX, United States",-98.2300124,26.2034071,"mcallen, tx, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Medford","OR","United States","Medford, OR, United States",-122.8755949,42.3265152,"medford, or, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Melbourne","FL","United States","Melbourne, FL, United States",-80.6081089,28.0836269,"melbourne, fl, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Memphis","TN","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa",19,0.358625896564741
"Bob Damron's Address Book",1983,5298,"Mendocino","CA","United States","Mendocino, CA, United States",-123.7994591,39.3076744,"mendocino, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Meridian","MS","United States","Meridian, MS, United States",-88.703656,32.3643098,"meridian, ms, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Mesa","AZ","United States","Mesa, AZ, United States",-111.8314724,33.4151843,"mesa, az, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Metairie","LA","United States","Metairie, LA, United States",-90.1528519,29.9840922,"metairie, la, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Miami","FL","United States","Miami, FL, United States",-80.1917902,25.7616798,"miami, fl, usa",43,0.811627029067573
"Bob Damron's Address Book",1983,5298,"Miami Beach","FL","United States","Miami Beach, FL, United States",-80.1300455,25.790654,"miami beach, fl, usa",6,0.113250283125708
"Bob Damron's Address Book",1983,5298,"Miamisburg","OH","United States","Miamisburg, OH, United States",-84.2866083,39.6428362,"miamisburg, oh, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Middletown","CT","United States","Middletown, CT, United States",-72.6506488,41.5623209,"middletown, ct, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Milford","MA","United States","Milford, MA, United States",-71.5163049,42.1398577,"milford, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Milldale","CT","United States","Milldale, CT, United States",-72.8990595,41.5669981,"milldale, southington, ct, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Milton","MA","United States","Milton, MA, United States",-71.0661653,42.2495321,"milton, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Milwaukee","WI","United States","Milwaukee, WI, United States",-87.9064736,43.0389025,"milwaukee, wi, usa",41,0.773876934692337
"Bob Damron's Address Book",1983,5298,"Mine Hill","NJ","United States","Mine Hill, NJ, United States",-74.5937701,40.8778768,"mine hill township, nj, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Minneapolis","MN","United States","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa",29,0.547376368440921
"Bob Damron's Address Book",1983,5298,"Minot","NC","United States","Minot, NC, United States",-101.2922906,48.2329668,"minot, nd, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Miracle Mile","CA","United States","Miracle Mile, CA, United States",-118.3491169,34.059534,"miracle mile, los angeles, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Mission Viejo","CA","United States","Mission Viejo, CA, United States",-117.6581562,33.5968913,"mission viejo, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Missoula","MT","United States","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Mobile","AL","United States","Mobile, AL, United States",-88.0398912,30.6953657,"mobile, al, usa",9,0.169875424688562
"Bob Damron's Address Book",1983,5298,"Modesto","CA","United States","Modesto, CA, United States",-120.9970014,37.6392595,"modesto, ca, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Monroe","LA","United States","Monroe, LA, United States",-92.1193012,32.5093109,"monroe, la, usa",10,0.18875047187618
"Bob Damron's Address Book",1983,5298,"Monrovia","CA","United States","Monrovia, CA, United States",-118.0019482,34.1442616,"monrovia, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Montara","CA","United States","Montara, CA, United States",-122.5160892,37.5421617,"montara, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Montclair","CA","United States","Montclair, CA, United States",-117.6897776,34.0775104,"montclair, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Monterey","CA","United States","Monterey, CA, United States",-121.8946761,36.6002378,"monterey, ca, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Montgomery","AL","United States","Montgomery, AL, United States",-86.3077368,32.3792233,"montgomery, al, usa",6,0.113250283125708
"Bob Damron's Address Book",1983,5298,"Moorhead","MN","United States","Moorhead, MN, United States",-96.7678039,46.8737648,"moorhead, mn, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Morgantown","WV","United States","Morgantown, WV, United States",-79.9558968,39.629526,"morgantown, wv, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Morro Bay","CA","United States","Morro Bay, CA, United States",-120.8499924,35.3659445,"morro bay, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Morton","MS","United States","Morton, MS, United States",-89.6545171,32.3537557,"morton, ms 39117, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Moscow","ID","United States","Moscow, ID, United States",-117.0001651,46.7323875,"moscow, id, usa",6,0.113250283125708
"Bob Damron's Address Book",1983,5298,"Mount Clemens","MI","United States","Mount Clemens, MI, United States",-82.8779754,42.5972563,"mt clemens, mi, usa",6,0.113250283125708
"Bob Damron's Address Book",1983,5298,"Mount Vernon","TX","United States","Mount Vernon, TX, United States",-95.2213321,33.1887271,"mt vernon, tx 75457, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Mountain View","CA","United States","Mountain View, CA, United States",-122.0838511,37.3860517,"mountain view, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Mt. Vernon","WA","United States","Mt. Vernon, WA, United States",-122.3374542,48.4201105,"mount vernon, wa, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Muncie","IN","United States","Muncie, IN, United States",-85.3863599,40.1933767,"muncie, in, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Murpheesboro","TN","United States","Murpheesboro, TN, United States",-86.39027,35.8456213,"murfreesboro, tn, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Muskegon","MI","United States","Muskegon, MI, United States",-86.2483921,43.2341813,"muskegon, mi, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Myrtle Beach","SC","United States","Myrtle Beach, SC, United States",-78.8866943,33.6890603,"myrtle beach, sc, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Nacogdoches","TX","United States","Nacogdoches, TX, United States",-94.656004,31.6039455,"nacogdoches, tx, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Nantucket","MA","United States","Nantucket, MA, United States",-70.099451,41.2834704,"nantucket, ma, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Napa","CA","United States","Napa, CA, United States",-122.286865,38.2975381,"napa, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Naples","FL","United States","Naples, FL, United States",-81.7948103,26.1420358,"naples, fl, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Nashua","NH","United States","Nashua, NH, United States",-71.467566,42.7653662,"nashua, nh, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Nashville","TN","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa",18,0.339750849377123
"Bob Damron's Address Book",1983,5298,"Nawiliwili","HI","United States","Nawiliwili, HI, United States",-159.3591416,21.9570974,"nawiliwili, lihue, hi 96766, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Nevada City","CA","United States","Nevada City, CA, United States",-121.0160594,39.2615606,"nevada city, ca 95959, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"New Bedford","MA","United States","New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"New Britain","CT","United States","New Britain, CT, United States",-72.7795419,41.6612104,"new britain, ct, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"New Brunswick","NJ","United States","New Brunswick, NJ, United States",-74.4518188,40.4862157,"new brunswick, nj, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"New Haven","CT","United States","New Haven, CT, United States",-72.9278835,41.308274,"new haven, ct, usa",13,0.245375613439034
"Bob Damron's Address Book",1983,5298,"New Hope","PA","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa",11,0.207625519063798
"Bob Damron's Address Book",1983,5298,"New Lebanon","IN","United States","New Lebanon, IN, United States",-87.4711321,39.0408758,"new lebanon, in 47882, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"New London","CT","United States","New London, CT, United States",-72.0995209,41.3556539,"new london, ct, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"New Milford","PA","United States","New Milford, PA, United States",-75.7271318,41.8725781,"new milford, pa 18834, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"New Orleans","LA","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",84,1.58550396375991
"Bob Damron's Address Book",1983,5298,"New Rochelle","NY","United States","New Rochelle, NY, United States",-73.7823549,40.9114882,"new rochelle, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"New York City","NY","United States","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",217,4.0958852397131
"Bob Damron's Address Book",1983,5298,"Newark","DE","United States","Newark, DE, United States",-75.7496572,39.6837226,"newark, de, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Newark","NJ","United States","Newark, NJ, United States",-74.1723667,40.735657,"newark, nj, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Newport","KY","United States","Newport, KY, United States",-84.4957757,39.091449,"newport, ky 41071, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Newport","OR","United States","Newport, OR, United States",-124.0534505,44.6367836,"newport, or, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Newport","RI","United States","Newport, RI, United States",-71.3128285,41.4901024,"newport, ri, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Niagra Falls","NY","United States","Niagra Falls, NY, United States",-79.0377388,43.0962143,"niagara falls, ny, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Norfolk","NE","United States","Norfolk, NE, United States",-97.4168171,42.0327168,"norfolk, ne 68701, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Norfolk","VA","United States","Norfolk, VA, United States",-76.2858726,36.8507689,"norfolk, va, usa",20,0.377500943752359
"Bob Damron's Address Book",1983,5298,"Normal","IL","United States","Normal, IL, United States",-88.9906312,40.5142026,"normal, il, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Norman","OK","United States","Norman, OK, United States",-97.4394777,35.2225668,"norman, ok, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"North Merrick","NY","United States","North Merrick, NY, United States",-73.5635312,40.6913859,"north merrick, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"North Salem","NY","United States","North Salem, NY, United States",-73.5719051,41.3350356,"north salem, ny 10560, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Northampton","MA","United States","Northampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Nyack","NY","United States","Nyack, NY, United States",-73.9179146,41.0906519,"nyack, ny 10960, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Oakland","CA","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa",12,0.226500566251416
"Bob Damron's Address Book",1983,5298,"Ocean Beach","CA","United States","Ocean Beach, CA, United States",-117.2470353,32.7494988,"ocean beach, san diego, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Ocean City","MD","United States","Ocean City, MD, United States",-75.0849058,38.3365032,"ocean city, md, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Oceanside","CA","United States","Oceanside, CA, United States",-117.3794834,33.1958696,"oceanside, ca, usa",6,0.113250283125708
"Bob Damron's Address Book",1983,5298,"Odessa","TX","United States","Odessa, TX, United States",-102.3676431,31.8456816,"odessa, tx, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Ogden","UT","United States","Ogden, UT, United States",-111.9738304,41.223,"ogden, ut, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Ogunquit","ME","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,"ogunquit, me, usa",16,0.302000755001887
"Bob Damron's Address Book",1983,5298,"Oklahoma City","OK","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa",22,0.415251038127595
"Bob Damron's Address Book",1983,5298,"Old Orchard Beach","ME","United States","Old Orchard Beach, ME, United States",-70.3772911,43.5177659,"old orchard beach, me, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Old Town","CA","United States","Old Town, CA, United States",-117.1969793,32.7542167,"old town, san diego, ca 92110, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Omaha","NE","United States","Omaha, NE, United States",-95.9345034,41.2565369,"omaha, ne, usa",15,0.28312570781427
"Bob Damron's Address Book",1983,5298,"Ontario","CA","United States","Ontario, CA, United States",-117.6508876,34.0633443,"ontario, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Opelika","AL","United States","Opelika, AL, United States",-85.3782795,32.6454116,"opelika, al, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Orange","CT","United States","Orange, CT, United States",-73.0265277,41.278637,"orange, ct, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Orange","NJ","United States","Orange, NJ, United States",-74.2326478,40.7706187,"city of orange, nj 07050, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Orlando","FL","United States","Orlando, FL, United States",-81.3789269,28.5383832,"orlando, fl, usa",18,0.339750849377123
"Bob Damron's Address Book",1983,5298,"Oroville","CA","United States","Oroville, CA, United States",-121.556359,39.5137752,"oroville, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Oshkosh","WI","United States","Oshkosh, WI, United States",-88.5426136,44.0247062,"oshkosh, wi, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Overland Park","KS","United States","Overland Park, KS, United States",-94.6707917,38.9822282,"overland park, ks, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Owensboro","KY","United States","Owensboro, KY, United States",-87.1111676,37.7719074,"owensboro, ky, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Oxford","MS","United States","Oxford, MS, United States",-89.5188246,34.3659868,"oxford, ms 38655, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Oxnard","CA","United States","Oxnard, CA, United States",-119.1770516,34.1975048,"oxnard, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Ozark","AR","United States","Ozark, AR, United States",-93.8272262,35.4869588,"ozark, ar 72949, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pacific Beach","CA","United States","Pacific Beach, CA, United States",-117.2355851,32.8024577,"pacific beach, san diego, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pacific Grove","CA","United States","Pacific Grove, CA, United States",-121.9166215,36.6177374,"pacific grove, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Painsville","OH","United States","Painsville, OH, United States",-81.245657,41.7244885,"painesville, oh 44077, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Palisades Park","NJ","United States","Palisades Park, NJ, United States",-73.997639,40.8481556,"palisades park, nj 07650, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Palm Springs","CA","United States","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa",22,0.415251038127595
"Bob Damron's Address Book",1983,5298,"Palo Alto","CA","United States","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Panama City","FL","United States","Panama City, FL, United States",-85.6602058,30.1588129,"panama city, fl, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Paramount","CA","United States","Paramount, CA, United States",-118.1597911,33.8894598,"paramount, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Paramus","NJ","United States","Paramus, NJ, United States",-74.0754189,40.9445428,"paramus, nj 07652, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Parkersburg","WV","United States","Parkersburg, WV, United States",-81.5615135,39.2667418,"parkersburg, wv, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Parsons","KS","United States","Parsons, KS, United States",-95.2610838,37.3403384,"parsons, ks, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pasadena","CA","United States","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa",7,0.132125330313326
"Bob Damron's Address Book",1983,5298,"Pasco","WA","United States","Pasco, WA, United States",-119.0922316,46.2305049,"pasco, wa 99301, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Passaic","NJ","United States","Passaic, NJ, United States",-74.1284764,40.8567662,"passaic, nj, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Patterson","NJ","United States","Patterson, NJ, United States",-74.171811,40.9167654,"paterson, nj, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pawtucket","RI","United States","Pawtucket, RI, United States",-71.3825558,41.878711,"pawtucket, ri, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pensacola","FL","United States","Pensacola, FL, United States",-87.2169149,30.421309,"pensacola, fl, usa",12,0.226500566251416
"Bob Damron's Address Book",1983,5298,"Peoria","IL","United States","Peoria, IL, United States",-89.5889864,40.6936488,"peoria, il, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Petoskey","MI","United States","Petoskey, MI, United States",-84.9553296,45.3733428,"petoskey, mi 49770, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Phenix City","AL","United States","Phenix City, AL, United States",-85.0007653,32.4709761,"phenix city, al, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Philadelphia","PA","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa",68,1.28350320875802
"Bob Damron's Address Book",1983,5298,"Philipsburg","PA","United States","Philipsburg, PA, United States",-78.2205688,40.8964465,"philipsburg, pa 16866, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Phillipsburg","NJ","United States","Phillipsburg, NJ, United States",-75.1901761,40.6937099,"phillipsburg, nj 08865, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Phoenix","AZ","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,"phoenix, az, usa",46,0.868252170630427
"Bob Damron's Address Book",1983,5298,"Pierre","SD","United States","Pierre, SD, United States",-100.3537522,44.3667876,"pierre, sd 57501, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Pine Grove","PA","United States","Pine Grove, PA, United States",-76.3846781,40.5484233,"pine grove, pa 17963, usa",4,0.0755001887504719
"Bob Damron's Address Book",1983,5298,"Pittsburgh","PA","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa",35,0.660626651566629
"Bob Damron's Address Book",1983,5298,"Pittsfield","MA","United States","Pittsfield, MA, United States",-73.2453824,42.4500845,"pittsfield, ma 01201, usa",7,0.132125330313326
"Bob Damron's Address Book",1983,5298,"Plainview","TX","United States","Plainview, TX, United States",-101.7068417,34.1847936,"plainview, tx 79072, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Plantsville","CT","United States","Plantsville, CT, United States",-72.8903645,41.5824016,"plantsville, southington, ct, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Plattsburg","NY","United States","Plattsburg, NY, United States",-73.4529124,44.6994873,"plattsburgh, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Plymouth","MA","United States","Plymouth, MA, United States",-70.6672621,41.9584457,"plymouth, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Plymouth","MI","United States","Plymouth, MI, United States",-83.4702132,42.3714253,"plymouth, mi 48170, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pocatello","ID","United States","Pocatello, ID, United States",-112.4506191,42.8621042,"pocatello, id, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Pocono Mts.","PA","United States","Pocono Mts., PA, United States",-75.4344727,41.0700078,"pocono mountains, pennsylvania, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Point Loma","CA","United States","Point Loma, CA, United States",-117.2466838,32.70003,"point loma, san diego, ca, usa",1,0.018875047187618
