"publication","year","pub.count","geocode.value","lon","lat","count","relative.percentage"
"Bob Damron's Address Book",1977,2727,"Yosemite, CA, United States",-119.5936038,37.7455701,1,0.0366703337000367
"Bob Damron's Address Book",1977,2727,"Youngstown, OH, United States",-80.6495194,41.0997803,4,0.146681334800147
"Bob Damron's Address Book",1977,2727,"Yuba City, CA, United States",-121.6169108,39.1404477,1,0.0366703337000367
"Bob Damron's Address Book",1977,2727,"Yuma, AZ, United States",-114.6276916,32.6926512,4,0.146681334800147
"Bob Damron's Address Book",1979,2854,"Aguas Buenas, PR, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Akron, OH, United States",-81.5188377,41.081199,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"Alameda, CA, United States",-122.2821855,37.7798721,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Albany, GA, United States",-84.155741,31.5785074,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Albany, NY, United States",-73.7562317,42.6525793,8,0.28030833917309
"Bob Damron's Address Book",1979,2854,"Albuquerque, NM, United States",-106.650422,35.0843859,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Alexandria, LA, United States",-92.4451371,31.3112936,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Alexandria, VA, United States",-77.0469214,38.8048355,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Allentown, PA, United States",-75.4714098,40.6022939,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Amarillo, TX, United States",-101.8312969,35.2219971,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Ames, IA, United States",-93.6319131,42.0307812,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Amherst, MA, United States",-72.5198537,42.3732216,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Amherst, NY, United States",-78.7922424,42.9791367,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Anchorage, AK, United States",-149.8996785,61.2175758,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Ann Arbor, MI, United States",-83.7430378,42.2808256,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Annapolis, MD, United States",-76.4921829,38.9784453,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Appleton, WI, United States",-88.4153847,44.2619309,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Arcadia, CA, United States",-118.0353449,34.1397292,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Arlington, TX, United States",-97.1080656,32.735687,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Arlington, VA, United States",-77.0909809,38.8816208,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Asbury Park, NJ, United States",-74.0120817,40.2203907,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Ascutney, VT, United States",-72.4062772,43.4012001,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Asheville, NC, United States",-82.5514869,35.5950581,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Aspen, CO, United States",-106.8175387,39.1910983,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Astoria, NY, United States",-73.9234619,40.7643574,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Athens, GA, United States",-83.357567,33.9519347,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Atlanta, GA, United States",-84.3876845,33.748752,31,1.08619481429573
"Bob Damron's Address Book",1979,2854,"Atlantic City, NJ, United States",-74.4229266,39.3642834,30,1.05115627189909
"Bob Damron's Address Book",1979,2854,"Auburn, AL, United States",-85.4807825,32.6098566,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Augusta, GA, United States",-82.0105148,33.4734978,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Augusta, ME, United States",-69.7794897,44.3106241,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Aurora, IL, United States",-88.3200715,41.7605849,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Austin, TX, United States",-97.7430608,30.267153,11,0.385423966362999
"Bob Damron's Address Book",1979,2854,"Bakersfield, CA, United States",-119.0187125,35.3732921,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Balboa, CA, United States",-117.924131,33.607795,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Baltimore, MD, United States",-76.6121893,39.2903848,25,0.875963559915907
"Bob Damron's Address Book",1979,2854,"Bangor, ME, United States",-68.7712257,44.8016128,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Barberton, OH, United States",-81.6051221,41.012833,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Baton Rouge, LA, United States",-91.1871466,30.4514677,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Bay Shore, NY, United States",-73.2453946,40.7250986,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bayville, NY, United States",-73.5620689,40.9106541,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Beaumont, TX, United States",-94.1265562,30.080174,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Beckley, WV, United States",-81.1881557,37.7781702,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bellevue, NE, United States",-95.9262498,41.1567003,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bellingham, WA, United States",-122.4786854,48.7519112,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Bellmore, NY, United States",-73.5270709,40.6687125,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Bellows Falls, VT, United States",-72.4439772,43.133411,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bellport, NY, United States",-72.9392727,40.7570429,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Berkeley, CA, United States",-122.273042,37.8715226,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Berlin, VT, United States",-72.5861615,44.2152614,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bethany Beach, DE, United States",-75.0551806,38.5395564,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Beverly Hills, CA, United States",-118.4003563,34.0736204,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Big Rapids, MI, United States",-85.4836557,43.6980782,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Billings, MT, United States",-108.5006904,45.7832856,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Biloxi, MS, United States",-88.8853078,30.3960318,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Binghamton, NY, United States",-75.9179738,42.0986867,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Birmingham, AL, United States",-86.8103567,33.5185892,8,0.28030833917309
"Bob Damron's Address Book",1979,2854,"Bisbee, AZ, United States",-109.9284084,31.4481547,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bismarck, ND, United States",-100.7877616,46.8041643,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Black River, NY, United States",-75.7943671,44.0125639,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Blaine, WA, United States",-122.7471191,48.993723,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Bloomington, IL, United States",-88.9936873,40.4842027,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bloomington, IN, United States",-86.5263857,39.165325,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Bluefield, WV, United States",-81.2223195,37.2698395,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Boerum Hill, NY, United States",-73.9844722,40.6848689,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Boston, MA, United States",-71.0588801,42.3600825,38,1.33146461107218
"Bob Damron's Address Book",1979,2854,"Boulder, MT, United States",-112.1208336,46.2365947,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Breckenridge, CO, United States",-106.0383518,39.4816537,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bremerton, WA, United States",-122.6269768,47.5650067,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bridgehampton, NY, United States",-72.3009158,40.9378777,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bridgeport, CT, United States",-73.1894384,41.1792258,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Bridgeport, PA, United States",-75.3451838,40.1051084,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Bronx, NY, United States",-73.8648268,40.8447819,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Brookings, SD, United States",-96.7983877,44.3113573,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Brooklyn, NY, United States",-73.9441579,40.6781784,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Brunswick, ME, United States",-69.9669961,43.9140162,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Buffalo, NY, United States",-78.8783689,42.8864468,22,0.770847932725999
"Bob Damron's Address Book",1979,2854,"Burbank, CA, United States",-118.3089661,34.1808392,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Burlington, VT, United States",-73.212072,44.4758825,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Butte, MT, United States",-112.5347776,46.0038232,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Caldwell, ID, United States",-116.6873596,43.6629384,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Calumet City, IL, United States",-87.5294871,41.6155909,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Cambridge, MA, United States",-71.1097335,42.3736158,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Camden, NJ, United States",-75.1196199,39.9259463,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Canton, OH, United States",-81.378447,40.7989473,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Cape May, NJ, United States",-74.9060053,38.9351125,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Carbondale, IL, United States",-89.2167501,37.7272727,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Carmel, CA, United States",-121.9232879,36.5552386,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Carson City, NV, United States",-119.7674034,39.1637984,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Casper, WY, United States",-106.2980824,42.848709,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Cathedral City, CA, United States",-116.4668036,33.7805388,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Cedar Rapids, IA, United States",-91.6656232,41.9778795,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Central Falls, RI, United States",-71.3922785,41.8906553,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Champaign, IL, United States",-88.2433829,40.1164204,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Chapel Hill, NC, United States",-79.0558445,35.9131996,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Charleston, SC, United States",-79.9319664,32.7833163,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Charlestown, WV, United States",NA,NA,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Charlotte Amalie, St. Thomas, VI, United States",-64.93106,18.3418571,11,0.385423966362999
"Bob Damron's Address Book",1979,2854,"Charlotte, NC, United States",-80.8431267,35.2270869,13,0.455501051156272
"Bob Damron's Address Book",1979,2854,"Chattanooga, TN, United States",-85.3093995,35.0457984,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Chester, PA, United States",-75.3557457,39.849557,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cheyenne, WY, United States",-104.8202462,41.1399814,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Chicago, IL, United States",-87.6297982,41.8781136,87,3.04835318850736
"Bob Damron's Address Book",1979,2854,"Chico, CA, United States",-121.8374777,39.7284944,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Christiansted, St. Croix, VI, United States",-64.7059208,17.7445481,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Cincinnati, OH, United States",-84.5120196,39.1031182,11,0.385423966362999
"Bob Damron's Address Book",1979,2854,"Clearwater, FL, United States",-82.7958948,27.9655722,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Cleveland Heights, OH, United States",-81.556235,41.5200518,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cleveland, OH, United States",-81.6943605,41.49932,20,0.700770847932726
"Bob Damron's Address Book",1979,2854,"Clifton, NJ, United States",-74.1637553,40.8584328,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cocoa Beach, FL, United States",-80.6075513,28.3200067,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Colorado Springs, CO, United States",-104.8213634,38.8338816,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Columbia, MO, United States",-92.3340724,38.9517053,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Columbia, SC, United States",-81.0348144,34.0007104,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Columbus, GA, United States",-84.9877094,32.4609764,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Columbus, MS, United States",-88.4272627,33.4956744,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Columbus, OH, United States",-82.9987942,39.9611755,10,0.350385423966363
"Bob Damron's Address Book",1979,2854,"Condado, PR, United States",NA,NA,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Coos Bay, OR, United States",-124.2131325,43.3672213,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Corpus Christi, TX, United States",-97.396381,27.8005828,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Coshocton, OH, United States",-81.8595756,40.2720151,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Costa Mesa, CA, United States",-117.9047429,33.6638439,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Council Bluffs, IA, United States",-95.8608333,41.2619444,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cresson, PA, United States",-78.5916837,40.4597938,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Crestwood, IL, United States",-87.7525511,41.6611444,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Culver City, CA, United States",-118.3964665,34.0211224,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cumberland, MD, United States",-78.7625185,39.6528654,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Cupertino, CA, United States",-122.0321823,37.3229978,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Dallas, TX, United States",-96.7969879,32.7766642,30,1.05115627189909
"Bob Damron's Address Book",1979,2854,"Danville, VA, United States",-79.3950228,36.5859718,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Dayton, OH, United States",-84.1916069,39.7589478,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Daytona Beach, FL, United States",-81.0228331,29.2108147,10,0.350385423966363
"Bob Damron's Address Book",1979,2854,"Deer Park, NY, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Denver, CO, United States",-104.990251,39.7392358,26,0.911002102312544
"Bob Damron's Address Book",1979,2854,"Des Moines, IA, United States",-93.6249522,41.5868417,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Detroit, MI, United States",-83.0457538,42.331427,40,1.40154169586545
"Bob Damron's Address Book",1979,2854,"Dickenson, ND, United States",-102.7896242,46.8791756,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Dillon, SC, United States",-79.3711579,34.4165505,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Dixmore, IL, United States",-87.6609098,41.6298973,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Dover, NJ, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Duarte, CA, United States",-117.9772873,34.1394513,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Duluth, MN, United States",-92.1004852,46.7866719,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Durham, NC, United States",-78.898619,35.9940329,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"East Hampton, NY, United States",NA,NA,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"East Orange, NJ, United States",-74.2048677,40.767323,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"East St Louis, IL, United States",-90.1506465,38.624514,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"East Village, NY, United States",-73.9815337,40.7264773,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Easton, PA, United States",-75.2207323,40.688432,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"El Monte, CA, United States",-118.0275667,34.0686206,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"El Paso, TX, United States",-106.4850217,31.7618778,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"El Sobrante, CA, United States",-122.2952474,37.9771452,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Elizabeth, NJ, United States",-74.2107006,40.6639916,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Elmira, NY, United States",-76.8077338,42.0897965,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Erie, PA, United States",-80.085059,42.1292241,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Eugene, OR, United States",-123.0867536,44.0520691,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Eureka Springs, AR, United States",-93.7392889,36.4006499,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Eureka, CA, United States",-124.1636729,40.8020712,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Evanston, IL, United States",-87.6876969,42.0450722,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Evansville, IN, United States",-87.5710898,37.9715592,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Everett, WA, United States",-122.2020794,47.9789848,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Fairbanks, AK, United States",-147.7199756,64.8400511,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Fall River, MA, United States",-71.1550451,41.7014912,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Fargo, ND, United States",-96.7898034,46.8771863,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Fayetteville, AR, United States",-94.1605839,36.0626579,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Fayetteville, NC, United States",-78.8783774,35.0523673,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Fire Island, NY, United States",-73.1459474,40.6475997,11,0.385423966362999
"Bob Damron's Address Book",1979,2854,"Flint, MI, United States",-83.6874562,43.0125274,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Floral Park, NY, United States",-73.7048532,40.7237133,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Florence, AL, United States",-87.677251,34.79981,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Florence, SC, United States",-79.7625625,34.1954331,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Flushing, NY, United States",-73.8306716,40.7647238,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Forest Park, IL, United States",-87.81367,41.8794758,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Forestville, CA, United States",-122.8902721,38.4735237,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Fort Lauderdale, FL, United States",-80.1373174,26.1224386,24,0.840925017519271
"Bob Damron's Address Book",1979,2854,"Fort Myers, FL, United States",-81.8723084,26.640628,3,0.105115627189909
"Bob Damron's Address Book",1979,2854,"Fort Wayne, IN, United States",-85.1393513,41.079273,5,0.175192711983181
"Bob Damron's Address Book",1979,2854,"Fort Worth, TX, United States",-97.3307658,32.7554883,8,0.28030833917309
"Bob Damron's Address Book",1979,2854,"Frederiksted, St. Croix, VI, United States",-64.8818053,17.7122979,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Freeport, MD, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Fremont, OH, United States",-83.1218634,41.3503303,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Fresno, CA, United States",-119.7871247,36.7377981,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Ft. Pierce, FL, United States",-80.3256056,27.4467056,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Ft. Smith, AR, United States",-94.4209646,35.3843722,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Ft. Walton Beach, FL, United States",-86.6170308,30.4200708,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Gainesville, FL, United States",-82.324998,29.6519563,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Galveston, TX, United States",-94.7976958,29.3013479,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"Garden Grove, CA, United States",-117.9379952,33.7742692,8,0.28030833917309
"Bob Damron's Address Book",1979,2854,"Gardena, CA, United States",-118.3089624,33.8883487,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Garrison, NY, United States",-73.9404737,41.3804881,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Grand Forks, ND, United States",-97.0328547,47.9252568,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Grand Haven, MI, United States",-86.2283864,43.0630734,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Grand Rapids, MI, United States",-85.6680863,42.9633599,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Great Falls, MT, United States",-111.3007715,47.5052849,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"Green Bay, WI, United States",-88.0132958,44.5133188,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Greensboro, NC, United States",-79.7919754,36.0726354,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"Greensburg, PA, United States",-79.5389289,40.3014581,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Greenville, NC, United States",-77.3663538,35.612661,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Greenville, SC, United States",-82.3940104,34.8526176,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Greenwich, CT, United States",-73.6281964,41.0262417,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Guttenberg, NJ, United States",-74.0037505,40.7920454,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hackensack, NJ, United States",-74.0434736,40.8859325,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hagerstown, MD, United States",-77.7199932,39.6417629,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hamilton, OH, United States",-84.5613355,39.3995008,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hammond, IN, United States",-87.5000412,41.5833688,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hanover, NH, United States",-72.2895526,43.7022451,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Harrisburg, PA, United States",-76.8867008,40.2731911,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Hartford, CT, United States",-72.6733723,41.7658043,7,0.245269796776454
"Bob Damron's Address Book",1979,2854,"Hato Ray, PR, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hawthorne, CA, United States",-118.3525748,33.9164032,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Hayward, CA, United States",-122.0809964,37.6687665,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Hialeah, FL, United States",-80.2781057,25.8575963,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hicksville, NY, United States",NA,NA,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Hilo, HI, United States",-155.084887,19.7216023,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Holland, MI, United States",-86.1089301,42.7875235,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hollywood, FL, United States",-80.1494901,26.0112014,4,0.140154169586545
"Bob Damron's Address Book",1979,2854,"Honolulu, HI, United States",-157.8581401,21.3098845,6,0.210231254379818
"Bob Damron's Address Book",1979,2854,"Hot Springs, AR, United States",-93.0546003,34.5077615,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Houma, LA, United States",-90.7195348,29.5957696,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Houston, TX, United States",-95.3698028,29.7604267,54,1.89208128941836
"Bob Damron's Address Book",1979,2854,"Huntington Park, CA, United States",-118.2250725,33.9816812,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Huntington, NY, United States",-73.425676,40.8681539,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Huntington, WV, United States",-82.445154,38.4192496,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Huntsville, AL, United States",-86.5861037,34.7303688,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Hutchinson, KS, United States",-97.9297743,38.0608445,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Idaho Falls, ID, United States",-112.0407506,43.4926602,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Imperial Beach, CA, United States",-117.1130849,32.5839444,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Indianapolis, IN, United States",-86.158018,39.76909,14,0.490539593552908
"Bob Damron's Address Book",1979,2854,"Inglewood, CA, United States",-118.3531311,33.9616801,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Iowa City, IA, United States",-91.5346169,41.6578257,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Ithaca, NY, United States",-76.5018807,42.4439614,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Jackson, MI, United States",-84.4013462,42.245869,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jackson, MS, United States",-90.1848103,32.2987573,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jackson, TN, United States",-88.8139469,35.6145169,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jackson, WY, United States",-110.7624282,43.4799291,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jacksonville, FL, United States",-81.655651,30.3321838,10,0.350385423966363
"Bob Damron's Address Book",1979,2854,"Jacksonville, IL, United States",-90.2290098,39.733936,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jamaica, NY, United States",-73.7991953,40.7037439,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Jamestown, NY, United States",-79.2353259,42.0970023,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Janesville, WI, United States",-89.0187222,42.6827885,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jefferson City, MO, United States",NA,NA,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Jersey City, NJ, United States",-74.0431435,40.7177545,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Johnson City, NY, United States",-75.9588092,42.1156308,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Johnson City, TN, United States",-82.3534727,36.3134397,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Johnstown, PA, United States",-78.9219698,40.3267407,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Joliet, IL, United States",-88.0817251,41.525031,2,0.0700770847932726
"Bob Damron's Address Book",1979,2854,"Joplin, MO, United States",-94.513281,37.0842271,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Juneau, AK, United States",-134.4201306,58.3004933,1,0.0350385423966363
"Bob Damron's Address Book",1979,2854,"Kalamazoo, MI, United States",-85.5872286,42.2917069,2,0.0700770847932726
