X,title,description,type,address,city,state,country,publication,year,notes,unclear.address,full.address,lon,lat,geoAddress,Status
99,Brian Thomas Books,"Tel.222-2934.General bookstore with a separate section for
women’s books and one for gay books. Gallery on the second floor. Open Mon-Sat. 9am-lOprajSun. nocn-opm. Also mail order service.",Bookstore,"921 South West Morrison, 97205",Portland,OR,United States,Gaia's Guide,1981,,NA,"921 South West Morrison, 97205, Portland, OR",-122.6815207,45.5200396,"921 sw morrison st, portland, or 97205, usa",Google Verified Location
100,Metropolis,"Tel.(503)223- 3438.The only gay place in Portland where gay people under 21 are allowed to go.""Many lesbian mothers come here with their teenage children."" Disco +special lounge section selling beer & wine for 21s & over. They sell GAIA'S GUIDE and are highly recommended.",Bar/Restaurant,"One, Southwest Third, 92709",Portland,OR,United States,Gaia's Guide,1981,,NA,"One, Southwest Third, 92709, Portland, OR",-122.6809222,45.5000407,"sw 3rd ave, portland, or, usa",Google Verified Location
101,Rhondee’s,Tel.223-8620.,Restaurants,1014 South West Stark,Portland,OR,United States,Gaia's Guide,1981,,NA,"1014 South West Stark, Portland, OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa",Google Verified Location
102,Magic Garden,Tel.(503)234-7044.,Bars,217 N.W. 4th Avenue,Portland,OR,United States,Gaia's Guide,1981,,NA,"217 N.W. 4th Avenue, Portland, OR",-122.674759,45.524796,"217 nw 4th ave, portland, or 97209, usa",Google Verified Location
103,Commodore Hotel,"Tel. 223-1686. Daily and weekly rates also PLENTY GOOD GRILLE IN BAR
breakfast, lunch dinner and full salad bar.",Hotel,1609 South West Morrison,Portland,OR,United States,Gaia's Guide,1981,,NA,"1609 South West Morrison, Portland, OR",-122.6883003,45.521979,"1609 sw morrison st, portland, or 97205, usa",Google Verified Location
104,214 Tavern,"Tel. 224-8111. Pizza, beer, wine and over 6000 original antique postcards for sale. ""Everyone Welcome!""",Bars,214 Burnside,Portland,OR,United States,Gaia's Guide,1981,,NA,"214 Burnside, Portland, OR",-122.6726795,45.5229004,"214 w burnside st, portland, or 97209, usa",Google Verified Location
105,Sunnyside Tavern,Tel.234-4118.,Bars,3330 South East Belmont,Portland,OR,United States,Gaia's Guide,1981,,NA,"3330 South East Belmont, Portland, OR",-122.6302213,45.5162908,"3330 se belmont st, portland, or 97214, usa",Google Verified Location
106,Darcelle XV Tavern,Tel.222-5338.,Bars,208 N.W. 3rd Street,Portland,OR,United States,Gaia's Guide,1981,,NA,"208 N.W. 3rd Street, Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa",Google Verified Location
107,Fogelman's,"Afterhours: for gay
people only!",Restaurants,816 South West 5th,Portland,OR,United States,Gaia's Guide,1981,,NA,"816 South West 5th, Portland, OR",-122.6777484,45.5176943,"816 sw 5th ave, portland, or 97204, usa",Google Verified Location
108,Half Moon Tavern,Tel.227-3367.,Bars,122 South West Yamhill,Portland,OR,United States,Gaia's Guide,1981,,NA,"122 South West Yamhill, Portland, OR",-122.6745461,45.517093,"122 sw yamhill st, portland, or 97204, usa",Google Verified Location
109,Portland Thrift Center,Tel.232-2688,Store,4609/11 S.E. Hawthorne,Portland,OR,United States,Gaia's Guide,1981,,NA,"4609/11 S.E. Hawthorne, Portland, OR",-122.6148581,45.5121569,"4609 se hawthorne blvd, portland, or 97215, usa",Google Verified Location
110,Somebody's Place,,Bars,728 South West Ninth,Portland,OR,United States,Gaia's Guide,1981,,NA,"728 South West Ninth, Portland, OR",-122.681082,45.519499,"728 sw 9th ave., portland, or 97205, usa",Google Verified Location
111,Bon Soir,Tel.(214)651-1988,Bars,4527 Cole,Dallas,TX,United States,Gaia's Guide,1981,,NA,"4527 Cole, Dallas, TX",-96.7896255,32.8227541,"4527 cole ave, dallas, tx 75205, usa",Google Verified Location
112,Crews Inn,Tel.526-9320.,Bars,3220 Fitzhugh,Dallas,TX,United States,Gaia's Guide,1981,,NA,"3220 Fitzhugh, Dallas, TX",-96.7931082,32.8173322,"3220 n fitzhugh ave, dallas, tx 75204, usa",Google Verified Location
113,Encore II,Tel. (214) 526- 9328.Dancing/pool tables and other games. They have occalsonal entertainment and prefer a woman-only clientel — they are very highly recommended and sell GAIA’S GUIDE. Open 7 days a week: 1pm-2am. Disco from 9pm,Bars,4516 McKinney,Dallas,TX,United States,Gaia's Guide,1981,,NA,"4516 McKinney, Dallas, TX",-96.7878538,32.8214877,"4516 mckinney ave, dallas, tx 75205, usa",Google Verified Location
114,Gas Pipe,Tel.526-5982.Love products and paraphanelia,Headshop,4435 Naple,Dallas,TX,United States,Gaia's Guide,1981,,NA,"4435 Naple, Dallas, TX",-96.8224146,32.8109416,"4435 maple ave, dallas, tx 75219, usa",Google Verified Location
115,The Old Plantation,Tel.(214)651-1988.,Bars,1807 N.Harwood,Dallas,TX,United States,Gaia's Guide,1981,,NA,"1807 N.Harwood, Dallas, TX",-96.800825,32.787807,"1807 n harwood st, dallas, tx 75215, usa",Google Verified Location
116,Dimension III,Tel.741-0300.,Bars,2609 Pearl St.,Dallas,TX,United States,Gaia's Guide,1981,,NA,"2609 Pearl St., Dallas, TX",-96.8054444,32.7930521,"2609 n pearl st, dallas, tx 75201, usa",Google Verified Location
117,Entre Nuit,Tel.823-0423,Bars,3116 Live Oak,Dallas,TX,United States,Gaia's Guide,1981,,NA,"3116 Live Oak, Dallas, TX",-96.7855669,32.7914102,"3116 live oak st, dallas, tx 75204, usa",Google Verified Location
118,Sassy’s,Tel.526-9368,Bars,4516 McKinney,Dallas,TX,United States,Gaia's Guide,1981,,NA,"4516 McKinney, Dallas, TX",-96.7878538,32.8214877,"4516 mckinney ave, dallas, tx 75205, usa",Google Verified Location
119,Baja Sam’s,,Bars,2508 Maple,Dallas,TX,United States,Gaia's Guide,1981,,NA,"2508 Maple, Dallas, TX",-96.8034892,32.7950406,"2508 maple ave, dallas, tx 75201, usa",Google Verified Location
120,M.C.C./Dallas,Tel. (214)526-6221,Religious Groups,2701 Reagan,Dallas,TX,United States,Gaia's Guide,1981,,NA,"2701 Reagan, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa",Google Verified Location
121,Jug’s,Tel.526-9582,Bars,4527 Cole,Dallas,TX,United States,Gaia's Guide,1981,,NA,"4527 Cole, Dallas, TX",-96.7896255,32.8227541,"4527 cole ave, dallas, tx 75205, usa",Google Verified Location
122,Magnolia’s,Tel.522-9611.,Bars,3914 Cedar Springs,Dallas,TX,United States,Gaia's Guide,1981,,NA,"3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
123,T.J's,Tel.526-9368.,Bars,3307 McKinney,Dallas,TX,United States,Gaia's Guide,1981,,NA,"3307 McKinney, Dallas, TX",-96.7994944,32.8044838,"3307 mckinney ave, dallas, tx 75204, usa",Google Verified Location
124,Lady's Love Disco,Tel. 892 6522. Extremely pleasant interior lots of plants and graphics. Small comfortable and highly recommended. Sunday brunch noon-3pm.,Bars,5 W 7 Mile,Detroit,MI,United States,Gaia's Guide,1983,,NA,"5 W 7 Mile, Detroit, MI",-83.1025935,42.4321245,"5 w seven mile rd, highland park, mi 48203, usa",Google Verified Location
125,Amigas,"Tel. 891 9795. Disco. Woman DJ on weekends. Open 7pm-2am (located three blocks North of 7 Mile Drive). 'Older crowd, role playing and the neighborhood is BAD.'",Bars,19326 Conant,Detroit,MI,United States,Gaia's Guide,1983,,NA,"19326 Conant, Detroit, MI",-83.0755854,42.4359017,"19326 conant, detroit, mi 48234, usa",Google Verified Location
126,Gigi's,"Tel. 584 6525. 3 blocks east of Southfield and there is a disco. Upper deck for men, lower deck for women. Upper deck open from 2pm-2am. Bar for women opens at 8pm on Monday, Friday and Saturday. Friday night is the 'Gay Go-Go Gi~s·",Bars,16920 W Warren,Detroit,MI,United States,Gaia's Guide,1983,,NA,"16920 W Warren, Detroit, MI",-83.2112501,42.3436482,"16920 w warren ave, detroit, mi 48228, usa",Google Verified Location
127,Tiffany's,Mailing address PO Box 48303 17346 Woodward Ave (nr 6 Mile) Tel 956 8326. 2pm-2:30am.,Bars,17346 Woodward Ave,Detroit,MI,United States,Gaia's Guide,1983,,NA,"17346 Woodward Ave, Detroit, MI",-83.1052616,42.4185401,"17346 woodward ave, detroit, mi 48203, usa",Google Verified Location
128,The Deck,"Pleasant, congenial neighborhood-type bar. Open 12 noon.",Bars,14901 E Jefferson Ave,Detroit,MI,United States,Gaia's Guide,1983,,NA,"14901 E Jefferson Ave, Detroit, MI",-82.9394009,42.3752009,"14901 e jefferson ave, detroit, mi 48215, usa",Google Verified Location
129,Incognito,Tel. 892 9303.,Bars,441 E 7 Mile,Detroit,MI,United States,Gaia's Guide,1983,,NA,"441 E 7 Mile, Detroit, MI",-83.0997137,42.4325686,"441 seven mile e, detroit, mi 48203, usa",Google Verified Location
130,Menjo's,Popular disco with outdoor patio in the summer. Women mostly on Sunday.,Bars,928 W McNichols,Detroit,MI,United States,Gaia's Guide,1983,,NA,"928 W McNichols, Detroit, MI",-83.1153867,42.4178367,"928 w mcnichols rd, detroit, mi 48203, usa",Google Verified Location
131,The Underground,Tel. 341 4423. Find it at the corner of Greenfield. Gay women. Disco: dinner and breakfast. Open 8pm-2am. Until 4am weekends. Recommended. (Slightly older crowd'.),Bars/Restaurants,1553 W 8 Mile Dr,Detroit,MI,United States,Gaia's Guide,1983,,NA,"1553 W 8 Mile Dr, Detroit, MI",-83.3678316,42.4407836,"w 8 mile rd, michigan, usa",Google Verified Location
132,Aruba,Tel. 893 8460. Large game room/Californian decor. Women always welcome.,Bars,99 W 7 Mile,Detroit,MI,United States,Gaia's Guide,1983,,NA,"99 W 7 Mile, Detroit, MI",-83.1041006,42.4322512,"99 w seven mile rd, detroit, mi 48203, usa",Google Verified Location
133,Chosen Books,48203. Alternative bookstore with gay and lesbian titles. They sell GAIA'S GUIDE.,Bookstores,19400 Alcoy,Detroit,MI,United States,Gaia's Guide,1983,,NA,"19400 Alcoy, Detroit, MI",-82.9886352,42.438255,"19400 alcoy ave, detroit, mi 48205, usa",Google Verified Location
134,The Back Stage Deli,Tel. 892 9645. An Excellent and friendly restaurant near the bars.,Restaurant,1020 W 7 Mile,Detroit,MI,United States,Gaia's Guide,1983,,NA,"1020 W 7 Mile, Detroit, MI",-83.1141527,42.4323225,"1020 w seven mile rd, detroit, mi 48203, usa",Google Verified Location
135,Crew's Inn,Restaurant/bar combined. Dancing and good food 24 hours. Lots of women at weekends.,Bars/Restaurants,950 W McNichols,Detroit,MI,United States,Gaia's Guide,1983,,NA,"950 W McNichols, Detroit, MI",-83.115622,42.417889,"950 w mcnichols rd, detroit, mi 48203, usa",Google Verified Location
136,Club 927,"Tel. 231-1606. Operated by gay woman. Game room, pool
tables. Basically disco music. DJ at weekends. Flo\\ restaurant. Live entertainment, video
games. Holds 150-175 people. Open 7 days a week 2pm-2,30am and till 4am Friday and Saturday (open for breakfast). Highly recommended.",Bars,927 S.E. Morrison,Portland,OR,United States,Gaia's Guide,1983,,NA,"927 S.E. Morrison, Portland, OR",-122.6562575,45.5174509,"napa auto parts in portland, or, usa, 927 se morrison st, portland, or 97214, usa",Google Verified Location
137,Wilde Oscar,"Tel. 223-8620. An extremely unique bar and
restaurant with an outdoor patio and open-air theater - woman's groups, very special
happenings like weekend cabarets and art shows. Community minded and 'vary hospitable'.
A highly recommended old-timer open 11 am-1 am daily.",Bar/Restuarant,318 S W 3rd Ave,Portland,OR,United States,Gaia's Guide,1983,,NA,"318 S W 3rd Ave, Portland, OR",-122.6741189,45.5205558,"318 sw 3rd ave, portland, or 97204, usa",Google Verified Location
138,Dahl & Penne's,"Tel. 228-7469. Basically a man's bar. Pool tabla,
dancing, show bar restaurant. Beer garden. During the week it's about 5% gay
women and weekends about 20% gay women. It's open from 7am-2.30am 7 days a weak.
The shows which are Friday and Saturday at 9pm and 11 .30pm are free.",Show Bar,604 SW Second,Portland,OR,United States,Gaia's Guide,1983,,NA,"604 SW Second, Portland, OR",-122.6742664,45.5185256,"604 sw 2nd ave, portland, or 97204, usa",Google Verified Location
139,Portland Women's Counseling Collective,Tel. 233-1759.,Centers,410 South East 12th,Portland,OR,United States,Gaia's Guide,1983,,NA,"410 South East 12th, Portland, OR",-122.65346,45.519901,"410 se 12th ave, portland, or 97214, usa",Google Verified Location
140,Darcelle XV Tavern,"Tel. 222-5338. Female impersonation shows.
Monday is burlesque night $5.00 cover. 'Incredibly delightful show bar but so popular that it's
not all gay now. Lots of people go but still recommended.'",Show Bar,208 NW Third St,Portland,OR,United States,Gaia's Guide,1983,,NA,"208 NW Third St, Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa",Google Verified Location
141,A Woman's Place Bookstore,"Tel. 236-3609. Books plus
periodicals, buttons, posters, records, community referral canter with a bulletin board and free
lending library. They publish an excellent newspaper which costs $0.25 and they sell GAIA'S
GUIDE. A good place to start out when you first hit Portland.",Bookstores,2349 S E Ankeny,Portland,OR,United States,Gaia's Guide,1983,,NA,"2349 S E Ankeny, Portland, OR",-122.6415759,45.5222755,"2349 se ankeny st, portland, or 97214, usa",Google Verified Location
142,Chuckles,"Tel. 223-2372. Juke box. Food is served. Pool
table. Clientele: all gay and 40% women. Open 7 days a week and recommended.",Bars,1810 North West Lovejoy Street,Portland,OR,United States,Gaia's Guide,1983,,NA,"1810 North West Lovejoy Street, Portland, OR",-122.6899907,45.5294769,"1810 nw lovejoy st, portland, or 97209, usa",Google Verified Location
143,JOQ's Tavern,"Tel. 287-4210.
Neighborhood bar for gay men and women, inter racial. Video games, pool table, no dancing.
A real friendly place and recommended.",Bars,1422 North East Broadway,Portland,OR,United States,Gaia's Guide,1983,,NA,"1422 North East Broadway, Portland, OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa",Google Verified Location
144,D&R's Studio West,No Phone Listing.,Bars,1532 SW Morrison,Portland,OR,United States,Gaia's Guide,1983,,NA,"1532 SW Morrison, Portland, OR",-122.6880426,45.5213598,"1532 sw morrison st, portland, or 97205, usa",Google Verified Location
145,Fogelman's,No Phone Listing. After hours: for gay people only!,Restaurant,816 SW Fifth,Portland,OR,United States,Gaia's Guide,1983,,NA,"816 SW Fifth, Portland, OR",-122.6777484,45.5176943,"816 sw 5th ave, portland, or 97204, usa",Google Verified Location
146,Hamburger Mary's,Tel. 223-0900 (Second location) 1441 NE Broadway Tel. 287-7715. Open 11am-12 midnight 7 days a weak. Bulletin board.,Restaurant,840 SW Park Avenue,Portland,OR,United States,Gaia's Guide,1983,,NA,"840 SW Park Avenue, Portland, OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa",Google Verified Location
147,Wilde Oscar,"Tel. 223-8620. An unique bar and restaurant with an outdoor patio and open-air theater - women's groups, very special
happenings like weekend cabarets and art shows. Community minded and 'very hospitable'.
A highly recommended old-timer open 11 am-1 am daily.",Bar/Restuarant,318 S W 3rd Ava,Portland,OR,United States,Gaia's Guide,1983,,NA,"318 S W 3rd Ava, Portland, OR",-122.6741189,45.5205558,"318 sw 3rd ave, portland, or 97204, usa",Google Verified Location
148,Oregon Gay Archives,No Phone Listing.  No 506,Archives,320 SW Stark,Portland,OR,United States,Gaia's Guide,1983,,NA,"320 SW Stark, Portland, OR",-122.6750329,45.5202827,"oregon pioneer building, 320 sw harvey milk st, portland, or 97204, usa",Google Verified Location
149,Jonah's Galley & Pub,"Tel. 245-2188. Casual,
intimate, and relaxing. Steak and seafood. Brunch and dinner. Lunch 11-4.30 Dinner 4.30-11.
Sunday Champagne Brunch - recommended.",Restaurant,7425 SW Barbur Blvd,Portland,OR,United States,Gaia's Guide,1983,,NA,"7425 SW Barbur Blvd, Portland, OR",-122.6862447,45.4714424,"7425 sw barbur blvd, portland, or 97219, usa",Google Verified Location
150,Hot Potata Cafe,"Tel. 223-7573. Gay run,
the food is _good and the waiters are very helpful, they even found us a place to stay.' Open
11am-10pm.",Restaurant,13 St SW,Portland,OR,United States,Gaia's Guide,1983,,NA,"13 St SW, Portland, OR",-122.7116161,45.484946,"southwest portland, portland, or, usa",Google Verified Location
151,C C Slaughters,"Tel. 248-9135. Country and Western Bar and Restaurant. Pinball. Open 11am-2.30am daily. Clientale mostly gay and about 15%
gaywomen.",Bar/Restuarant,1014 SW Stark,Portland,OR,United States,Gaia's Guide,1983,,NA,"1014 SW Stark, Portland, OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa",Google Verified Location
152,Old Wives' Tales,"Tat.
238-0470. Saturday and Sunday Brunch/Salad Bar. Fine desserts and expresso/beer and
wine. Children's playroom/Meeting and Banquet room. Featuring works of women musicians'.
artists and writers. Browsing library. Open every day; Mon-Thurs 11.30am-10pm, Friday
11.30am-11 pm. Sat 9am-11 pm, Sun. 9am-10pm. Be sure to say hi to Holly Hart from GAIA",Bar/Restuarant,1300 East Burnside,Portland,OR,United States,Gaia's Guide,1983,,NA,"1300 East Burnside, Portland, OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa",Google Verified Location
153,Old Wives' Tales,"Tel. 238-0470. Saturday and Sunday Brunch/Salad Bar. Fina desserts and expresso/beer and
wine. Children's playroom/Meeting and Banquet room. Featuring works of women musicians,
artists and writers. Browsing library. Open every day; Mon-Thurs 1 l.30am-10pm, Fri
11.30am-11 pm. Sat 9am-11 pm, Sun. 9am-10pm. Be sure to say hi to Holly Hart from GAIA.",Bar/Restuarant,1300 East Burnside,Portland,OR,United States,Gaia's Guide,1983,,NA,"1300 East Burnside, Portland, OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa",Google Verified Location
154,The Hunt Pub,Tel. 227-1324. Conversation bar. Pool table,Bars,1027 SW Morrison,Portland,OR,United States,Gaia's Guide,1983,,NA,"1027 SW Morrison, Portland, OR",-122.6827024,45.5203035,"1027 sw morrison st, portland, or 97205, usa",Google Verified Location
155,The Other Side of Midnight,"Tat. 233-0755. Three
pool tablas, and 3 pin-ball machines, wide screen TV. Featuring: hot and cold sandwiches,
cracker and cheese board, and home-made soups. Summer beer gardenI.t 's owneda nd
operated by women for woman. Hara are the directions: located under the eastbound
off-ramp of the Hawthome Bridge. Park your car beneath the bridge. Open: 6pm-1am Sunday
through Thursday and till 2.30am Fri & Sat. Vary highly recommended.",Bars,426 SE Hawthome Blvd,Portland,OR,United States,Gaia's Guide,1983,,NA,"426 SE Hawthome Blvd, Portland, OR",-122.661765,45.5122548,"426 se hawthorne blvd, portland, or 97214, usa",Google Verified Location
156,Looking Glass Books,"Tel. 227-4760. Gay, lesbian and feminist titles.
Bulletin board. Children's section. Open Monday, Friday and Saturday 1 Oam-6.30pm. Tuesday
to Thursday 1 Oam-5.30pm. Closed on Sunday.",Bookstores,421 SW Taylor St,Portland,OR,United States,Gaia's Guide,1983,,NA,"421 SW Taylor St, Portland, OR",-122.677556,45.5173934,"421 sw taylor st, portland, or 97204, usa",Google Verified Location
157,Boxcar Flats,"Tel. 241-1368. Small cafe, seats 60. Woman owned. Serves
hamburgers and other sandwiches. Open 5.30pm-2am.· Extremely reasonable prices and
recommended.",Restaurant,2344 NW 24,Portland,OR,United States,Gaia's Guide,1983,,NA,"2344 NW 24, Portland, OR",-122.7020894,45.5399012,"2344 nw 24th pl, portland, or 97210, usa",Google Verified Location
158,Portland Town Council,"Tel. 227-2765. The emphasis is on the political: gay civil rights/military and veterans rights
included. Their publication is OREGON GAY RIGHTS REPORT. Membership Is $20.00 per
year or just $5.00 for the publication. The Lesbian Forum, sub-group, meets the third Monday
of each month for dinner and discussion programs. Also lesbian workshops.",Service,408 SW Second Avenue,Portland,OR,United States,Gaia's Guide,1983,Suite 408,NA,"408 SW Second Avenue, Portland, OR",-122.6733871,45.5197244,"408 sw 2nd ave, portland, or 97204, usa",Google Verified Location
159,Portland Feminist Women's Health Center,"Tel. 777-7044. Lesbian self-help group. Alternative fertilization program forthcoming. They
work in coalition with other lesbian groups and are open from 9am-5pm Monday through
Saturday.",Centers,6515 South East Foster Road,Portland,OR,United States,Gaia's Guide,1983,,NA,"6515 South East Foster Road, Portland, OR",-122.5413813,45.4764771,"6515 se foster pl, portland, or 97266, usa",Google Verified Location
160,Metropolis,"Tel.. 223-3438. An excellent place for lesbian mothers to
come with their children.",Bar/Restuarant,1 SW Third,Portland,OR,United States,Gaia's Guide,1983,,NA,"1 SW Third, Portland, OR",-122.673608,45.522938,"1 sw 3rd ave, portland, or 97204, usa",Google Verified Location
161,Sassi's,Tel. 5269328.,Bars,4516 McKinney,Dallas,TX,United States,Gaia's Guide,1983,,NA,"4516 McKinney, Dallas, TX",-96.7878538,32.8214877,"4516 mckinney ave, dallas, tx 75205, usa",Google Verified Location
162,High Country,Tel. 351 2278.,Bars,3121 Inwood Rd,Dallas,TX,United States,Gaia's Guide,1983,,NA,"3121 Inwood Rd, Dallas, TX",-96.8306795,32.8262963,"3121 inwood rd, dallas, tx 75235, usa",Google Verified Location
163,Metropolitan Community Church,Tel. 526 6221.,Religious Groups,2701 Reagan St,Dallas,TX,United States,Gaia's Guide,1983,,NA,"2701 Reagan St, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa",Google Verified Location
164,Old Plantation,Tel. 526 5590,Bars,3911 Cedar Springs Rd,Dallas,TX,United States,Gaia's Guide,1983,,NA,"3911 Cedar Springs Rd, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
165,Jugs,Tel. 823 0746.,Bars,2812 North Henderson Ave,Dallas,TX,United States,Gaia's Guide,1983,,NA,"2812 North Henderson Ave, Dallas, TX",-96.7838189,32.8196769,"2812 n henderson ave, dallas, tx 75206, usa",Google Verified Location
166,Amiga'S,"Many drinks specials + camera surveillance
and guarded parking. Recommended.",Bars,19326 Conant.,Detroit,MI,United States,Gaia's Guide,1985,,NA,"19326 Conant., Detroit, MI",-83.0755854,42.4359017,"19326 conant, detroit, mi 48234, usa",Google Verified Location
167,The Pink Flamingo,,Bars,870 West McNichols.,Detroit,MI,United States,Gaia's Guide,1985,,NA,"870 West McNichols., Detroit, MI",-83.114139,42.417861,"870 w mcnichols rd, detroit, mi 48203, usa",Google Verified Location
168,The Underground,,Bars,15533 West 8 Mile Drive,Detroit,MI,United States,Gaia's Guide,1985,,NA,"15533 West 8 Mile Drive, Detroit, MI",-83.3214683,42.4415301,"15533 w 8 mile rd, livonia, mi 48152, usa",Google Verified Location
169,The Railroad Crossing,,Bars,6640 E. 8 Mile,Detroit,MI,United States,Gaia's Guide,1985,,NA,"6640 E. 8 Mile, Detroit, MI",-83.0355522,42.4475041,"6640 e 8 mile rd, detroit, mi 48234, usa",Google Verified Location
170,Gigi'S,,Bars,16920 West Warren,Detroit,MI,United States,Gaia's Guide,1985,,NA,"16920 West Warren, Detroit, MI",-83.2112501,42.3436482,"16920 w warren ave, detroit, mi 48228, usa",Google Verified Location
171,Michigan Organization,,Bars,940 West Michigan Rd,Detroit,MI,United States,Gaia's Guide,1985,,NA,"940 West Michigan Rd, Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Google Verified Location
172,Chosen Books,very well stocked with lesbian and feminist titles. They sell GAIA'S GUIDE.,Bars,940 W McNichols.,Detroit,MI,United States,Gaia's Guide,1985,,NA,"940 W McNichols., Detroit, MI",-83.115386,42.417851,"940 w mcnichols rd, detroit, mi 48203, usa",Google Verified Location
173,Just Out,Tel. 223-9652 HEALTH CENTERS/CLINICS/COUNSELLING,Services,923 South West 17th St.,Portland,OR,United States,Gaia's Guide,1985,,NA,"923 South West 17th St., Portland, OR",-122.6903166,45.5204382,"923 sw 17th ave, portland, or 97205, usa",Google Verified Location
174,Portland Women’s Feminist Health Center,Tel 777-7044. Well-woman clinic. Phone counseling,Services,6510 S.E. Foster Road,Portland,OR,United States,Gaia's Guide,1985,,NA,"6510 S.E. Foster Road, Portland, OR",-122.5956817,45.4889525,"6510 se foster rd, portland, or 97206, usa",Google Verified Location
175,Jonah’s Gallery & Pub,"Tel. 245-2188 Excellent seafood
restaurant.",Restaurants,7425 SW Barbur Blovd.,Portland,OR,United States,Gaia's Guide,1985,,NA,"7425 SW Barbur Blovd., Portland, OR",-122.6862447,45.4714424,"7425 sw barbur blvd, portland, or 97219, usa",Google Verified Location
176,Chuckles,"Tel. 223-2372. Pool tables, good food, lots
of gay women and recommended.",Bars,1810 North West Lovejoy St,Portland,OR,United States,Gaia's Guide,1985,,NA,"1810 North West Lovejoy St, Portland, OR",-122.6899907,45.5294769,"1810 nw lovejoy st, portland, or 97209, usa",Google Verified Location
177,A Woman’s Place Bookstore,"Tel. 236-3609. Open noon-6pm.
Books + posters, magazines and newspapers, jewlery, buttons, cards.
Acknowledged local info center. Say 'hi' from GAIA",Feminist Bookstore,2349 SE Ankeny,Portland,OR,United States,Gaia's Guide,1985,,NA,"2349 SE Ankeny, Portland, OR",-122.6415759,45.5222755,"2349 se ankeny st, portland, or 97214, usa",Google Verified Location
178,Looking Glass Books,"Tel.
227-4760. General bookstore with lesbian titles/women's studies and GAIA'S GUIDE.
CATBIRD SEAl: 913 South West Washington. Tel. 222-5817. Feminist titles.
TWENTY THI RD AVENUE BOOKS, 1015 NW 23rd Avenue; Tel.224-5097. Lesbian/gay
books",Bookstores,318 SW Taylor St.,Portland,OR,United States,Gaia's Guide,1985,,NA,"318 SW Taylor St., Portland, OR",-122.67678,45.5168928,"318 sw taylor st, portland, or 97204, usa",Google Verified Location
179,D's,Tel. 241-1368,Restaurants,2344 NW 24th,Portland,OR,United States,Gaia's Guide,1985,,NA,"2344 NW 24th, Portland, OR",-122.7020894,45.5399012,"2344 nw 24th pl, portland, or 97210, usa",Google Verified Location
180,MCC,Tel. 281-8868,Religious Groups,1644 NE 24th & Broadway,Portland,OR,United States,Gaia's Guide,1985,,NA,"1644 NE 24th & Broadway, Portland, OR",NA,NA,NA,Google Verified Location
181,Genoa,Tel. 238-1464. Northern Italian cuisine.,Restaurants,2832 SE Belmont;,Portland,OR,United States,Gaia's Guide,1985,,NA,"2832 SE Belmont;, Portland, OR",-122.6363221,45.516276,"2832 se belmont st, portland, or 97214, usa",Google Verified Location
182,Primary Domain,"Tel. 224-4135. Full liquor license bar
and women's restaurant. Disco, pool tables, owned and operated by gay women.
A warm and friendly place",Bar/Restaurant,1033 N.W. Marshall;97209,Portland,OR,United States,Gaia's Guide,1985,,NA,"1033 N.W. Marshall;97209, Portland, OR",-122.6822004,45.5309207,"1033 nw marshall st, portland, or 97209, usa",Google Verified Location
183,Portland Women’s Crisis Hotline,Tel. 235-5333,Services,3020 Burnside.,Portland,OR,United States,Gaia's Guide,1985,,NA,"3020 Burnside., Portland, OR",-122.6344375,45.5227506,"3020 e burnside st, portland, or 97214, usa",Google Verified Location
184,Hamburgers Mary's,Tel. 223-0900,Restaurants,840 SW Park Ave,Portland,OR,United States,Gaia's Guide,1985,,NA,"840 SW Park Ave, Portland, OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa",Google Verified Location
185,Darcelle’s XV Tavern,Tel. 222-5338. Female impersonation shows.,Show-Bars,208 NW 3rd St,Portland,OR,United States,Gaia's Guide,1985,,NA,"208 NW 3rd St, Portland, OR",-122.7873187,45.5986823,"nw 3rd st, portland, or 97231, usa",Google Verified Location
186,JOQ’s Tavern,"Tel 287-4210. Neighborhood atmosphere-no
dancing but video games and pool tables. lnteracial clientel and recommended.",Bars,1422 NE Broadway,Portland,OR,United States,Gaia's Guide,1985,,NA,"1422 NE Broadway, Portland, OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa",Google Verified Location
