"publication","geocode.value","count","relative.percentage","location_rank"
"Bob Damron's Address Book","Great Barrington, MA",4,0.0022009221863961,315
"Bob Damron's Address Book","Great Bend, KS",15,0.00825345819898538,304
"Bob Damron's Address Book","Great Falls, MT",118,0.064927204498685,205
"Bob Damron's Address Book","Greeley, CO",56,0.0308129106095454,263
"Bob Damron's Address Book","Green Bay, WI",245,0.134806483916761,131
"Bob Damron's Address Book","Green Mountain Falls, CO",4,0.0022009221863961,315
"Bob Damron's Address Book","Greenbelt, MD",30,0.0165069163979708,289
"Bob Damron's Address Book","Greenburg, PA",3,0.00165069163979707,316
"Bob Damron's Address Book","Greencastle, PA",7,0.00385161382619318,312
"Bob Damron's Address Book","Greeneville, TN",5,0.00275115273299512,314
"Bob Damron's Address Book","Greenfield, MA",29,0.0159566858513717,290
"Bob Damron's Address Book","Greensboro, NC",335,0.184327233110673,106
"Bob Damron's Address Book","Greensburg, PA",61,0.0335640633425405,258
"Bob Damron's Address Book","Greenville, MS",3,0.00165069163979707,316
"Bob Damron's Address Book","Greenville, NC",52,0.0286119884231493,267
"Bob Damron's Address Book","Greenville, SC",171,0.0940894234684333,168
"Bob Damron's Address Book","Greenville, TN",11,0.00605253601258927,308
"Bob Damron's Address Book","Greenwhich, CT",1,0.000550230546599025,318
"Bob Damron's Address Book","Greenwich Village & Chelsea, NY",202,0.111146570413003,155
"Bob Damron's Address Book","Greenwich Village, NY",1607,0.884220488384633,19
"Bob Damron's Address Book","Greenwich Village/ Chelsea, NY",68,0.0374156771687337,251
"Bob Damron's Address Book","Greenwich, CT",8,0.0044018443727922,311
"Bob Damron's Address Book","Greenwood Lake, NY",16,0.0088036887455844,303
"Bob Damron's Address Book","Greenwood, SC",5,0.00275115273299512,314
"Bob Damron's Address Book","Grenta, LA",1,0.000550230546599025,318
"Bob Damron's Address Book","Gretna, LA",10,0.00550230546599025,309
"Bob Damron's Address Book","Grinnell, IA",10,0.00550230546599025,309
"Bob Damron's Address Book","Groesbeck, TX",6,0.00330138327959415,313
"Bob Damron's Address Book","Groton, CT",14,0.00770322765238635,305
"Bob Damron's Address Book","Gualala, CA",6,0.00330138327959415,313
"Bob Damron's Address Book","Guerneville, CA",369,0.20303507169504,95
"Bob Damron's Address Book","Guernewood Park, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Guerneyville, CA",2,0.00110046109319805,317
"Bob Damron's Address Book","Gulfport, FL",7,0.00385161382619318,312
"Bob Damron's Address Book","Gulfport, MS",46,0.0253106051435552,273
"Bob Damron's Address Book","Gun Barrel City, TX",15,0.00825345819898538,304
"Bob Damron's Address Book","Guttenberg, NJ",3,0.00165069163979707,316
"Bob Damron's Address Book","Hackensack, NJ",4,0.0022009221863961,315
"Bob Damron's Address Book","Hackettstown, NJ",6,0.00330138327959415,313
"Bob Damron's Address Book","Hadley, MA",3,0.00165069163979707,316
"Bob Damron's Address Book","Haena, Kauai, HI",4,0.0022009221863961,315
"Bob Damron's Address Book","Hagerstown, MD",63,0.0346645244357386,256
"Bob Damron's Address Book","Haight, Filmore & West- S.F., CA",22,0.0121050720251785,297
"Bob Damron's Address Book","Haiku, HI",12,0.0066027665591883,307
"Bob Damron's Address Book","Haiku, Maui, HI",21,0.0115548414785795,298
"Bob Damron's Address Book","Hales Corners, WI",1,0.000550230546599025,318
"Bob Damron's Address Book","Haley, TN",10,0.00550230546599025,309
"Bob Damron's Address Book","Half Moon Bay, CA",26,0.0143059942115746,293
"Bob Damron's Address Book","Hallandale, FL",46,0.0253106051435552,273
"Bob Damron's Address Book","Hallowell, ME",3,0.00165069163979707,316
"Bob Damron's Address Book","Hamakua Coast, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Hamburg, PA",2,0.00110046109319805,317
"Bob Damron's Address Book","Hamden, CT",6,0.00330138327959415,313
"Bob Damron's Address Book","Hamilton, KS",9,0.00495207491939123,310
"Bob Damron's Address Book","Hamilton, OH",2,0.00110046109319805,317
"Bob Damron's Address Book","Hammonasset, CT",19,0.0104543803853815,300
"Bob Damron's Address Book","Hammond, IN",56,0.0308129106095454,263
"Bob Damron's Address Book","Hammond, LA",4,0.0022009221863961,315
"Bob Damron's Address Book","Hampton, NH",28,0.0154064553047727,291
"Bob Damron's Address Book","Hampton, VA",27,0.0148562247581737,292
"Bob Damron's Address Book","Hana, HI",7,0.00385161382619318,312
"Bob Damron's Address Book","Hana, Maui, HI",32,0.0176073774911688,287
"Bob Damron's Address Book","Hanalei, HI",5,0.00275115273299512,314
"Bob Damron's Address Book","Hanalei, Kauai, HI",24,0.0132055331183766,295
"Bob Damron's Address Book","Hancock, ME",4,0.0022009221863961,315
"Bob Damron's Address Book","Hanover, NH",33,0.0181576080377678,286
"Bob Damron's Address Book","Harford, PA",1,0.000550230546599025,318
"Bob Damron's Address Book","Harker Heights, TX",1,0.000550230546599025,318
"Bob Damron's Address Book","Harlingen, TX",8,0.0044018443727922,311
"Bob Damron's Address Book","Harned, KY",4,0.0022009221863961,315
"Bob Damron's Address Book","Harper, KS",6,0.00330138327959415,313
"Bob Damron's Address Book","Harpers Ferry, WV",7,0.00385161382619318,312
"Bob Damron's Address Book","Harrisburg, PA",371,0.204135532788238,94
"Bob Damron's Address Book","Harrisonburg, VA",3,0.00165069163979707,316
"Bob Damron's Address Book","Harrodsburg, KY",1,0.000550230546599025,318
"Bob Damron's Address Book","Hart's Location, NH",3,0.00165069163979707,316
"Bob Damron's Address Book","Hartford, CT",584,0.321334639213831,60
"Bob Damron's Address Book","Hartland Four Corners, VT",4,0.0022009221863961,315
"Bob Damron's Address Book","Harvey, LA",4,0.0022009221863961,315
"Bob Damron's Address Book","Harwich, MA",9,0.00495207491939123,310
"Bob Damron's Address Book","Haslett, MI",1,0.000550230546599025,318
"Bob Damron's Address Book","Hastings, MN",10,0.00550230546599025,309
"Bob Damron's Address Book","Hastings, NE",5,0.00275115273299512,314
"Bob Damron's Address Book","Hato Ray, PR",4,0.0022009221863961,315
"Bob Damron's Address Book","Hato Rey, PR",2,0.00110046109319805,317
"Bob Damron's Address Book","Hattiesburg, MS",47,0.0258608356901542,272
"Bob Damron's Address Book","Hauppauge, L.I., NY",1,0.000550230546599025,318
"Bob Damron's Address Book","Hauppauge, NY",2,0.00110046109319805,317
"Bob Damron's Address Book","Haverhill, MA",16,0.0088036887455844,303
"Bob Damron's Address Book","Havertown, PA",1,0.000550230546599025,318
"Bob Damron's Address Book","Havre de Grace, MD",5,0.00275115273299512,314
"Bob Damron's Address Book","Hawaii, HI",4,0.0022009221863961,315
"Bob Damron's Address Book","Hawi, Hawaii, HI",6,0.00330138327959415,313
"Bob Damron's Address Book","Hawthorne, CA",42,0.023109682957159,277
"Bob Damron's Address Book","Hawthrone, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Hayden Lake, ID",3,0.00165069163979707,316
"Bob Damron's Address Book","Hays, KS",1,0.000550230546599025,318
"Bob Damron's Address Book","Hayward, CA",158,0.086936426362646,174
"Bob Damron's Address Book","Hayward, WI",4,0.0022009221863961,315
"Bob Damron's Address Book","Hazard, KY",7,0.00385161382619318,312
"Bob Damron's Address Book","Hazel Green, WI",3,0.00165069163979707,316
"Bob Damron's Address Book","Hazel Park, MI",1,0.000550230546599025,318
"Bob Damron's Address Book","Hazelhurst, WI",11,0.00605253601258927,308
"Bob Damron's Address Book","Hazlet, NJ",2,0.00110046109319805,317
"Bob Damron's Address Book","Hazleton, PA",3,0.00165069163979707,316
"Bob Damron's Address Book","Healdsburg, CA",29,0.0159566858513717,290
"Bob Damron's Address Book","Heath, OH",3,0.00165069163979707,316
"Bob Damron's Address Book","Heflin, AL",1,0.000550230546599025,318
"Bob Damron's Address Book","Hegins, PA",2,0.00110046109319805,317
"Bob Damron's Address Book","Helena, AK",1,0.000550230546599025,318
"Bob Damron's Address Book","Helena, AR",2,0.00110046109319805,317
"Bob Damron's Address Book","Helena, MT",53,0.0291622189697483,266
"Bob Damron's Address Book","Hemet, CA",32,0.0176073774911688,287
"Bob Damron's Address Book","Hempstead, NY",27,0.0148562247581737,292
"Bob Damron's Address Book","Henderson, KY",17,0.00935391929218342,302
"Bob Damron's Address Book","Henderson, NV",1,0.000550230546599025,318
"Bob Damron's Address Book","Hendersonville, NC",6,0.00330138327959415,313
"Bob Damron's Address Book","Henrietta, TX",5,0.00275115273299512,314
"Bob Damron's Address Book","Hermon, NY",4,0.0022009221863961,315
"Bob Damron's Address Book","Hermosa Beach, CA",39,0.021458991317362,280
"Bob Damron's Address Book","Hernando, MS",11,0.00605253601258927,308
"Bob Damron's Address Book","Herndon, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Hertford, NC",1,0.000550230546599025,318
"Bob Damron's Address Book","Hewitt, TX",1,0.000550230546599025,318
"Bob Damron's Address Book","Hialeah, FL",21,0.0115548414785795,298
"Bob Damron's Address Book","Hiawassee, GA",2,0.00110046109319805,317
"Bob Damron's Address Book","Hickory, NC",37,0.0203585302241639,282
"Bob Damron's Address Book","Hicksville, NY",3,0.00165069163979707,316
"Bob Damron's Address Book","Higgins Lake, MI",1,0.000550230546599025,318
"Bob Damron's Address Book","High Falls, NY",2,0.00110046109319805,317
"Bob Damron's Address Book","High Point, NC",16,0.0088036887455844,303
"Bob Damron's Address Book","Highland Park, CA",24,0.0132055331183766,295
"Bob Damron's Address Book","Highland Park, NJ",12,0.0066027665591883,307
"Bob Damron's Address Book","Highland Park, NY",3,0.00165069163979707,316
"Bob Damron's Address Book","Highland, CA",3,0.00165069163979707,316
"Bob Damron's Address Book","Highland, NY",26,0.0143059942115746,293
"Bob Damron's Address Book","Highlands Park, NJ",1,0.000550230546599025,318
"Bob Damron's Address Book","Highlands, NJ",13,0.00715299710578732,306
"Bob Damron's Address Book","Hilaleah, FL",5,0.00275115273299512,314
"Bob Damron's Address Book","Hill City, MN",8,0.0044018443727922,311
"Bob Damron's Address Book","Hill City, SD",1,0.000550230546599025,318
"Bob Damron's Address Book","Hillsboro, OH",3,0.00165069163979707,316
"Bob Damron's Address Book","Hillsboro, TX",1,0.000550230546599025,318
"Bob Damron's Address Book","Hillsborough, CA",23,0.0126553025717776,296
"Bob Damron's Address Book","Hillsborough, NH",3,0.00165069163979707,316
"Bob Damron's Address Book","Hilo, HI",90,0.0495207491939123,230
"Bob Damron's Address Book","Hilo, Hawaii, HI",33,0.0181576080377678,286
"Bob Damron's Address Book","Hilton Head, GA",2,0.00110046109319805,317
"Bob Damron's Address Book","Hilton Head, SC",33,0.0181576080377678,286
"Bob Damron's Address Book","Hinckley, MN",10,0.00550230546599025,309
"Bob Damron's Address Book","Hindale, IL",2,0.00110046109319805,317
"Bob Damron's Address Book","Hinesburg, VT",2,0.00110046109319805,317
"Bob Damron's Address Book","Hinsdale, IL",12,0.0066027665591883,307
"Bob Damron's Address Book","Hobbs, NM",29,0.0159566858513717,290
"Bob Damron's Address Book","Hoboken, NJ",40,0.022009221863961,279
"Bob Damron's Address Book","Hodges, SC",5,0.00275115273299512,314
"Bob Damron's Address Book","Hoffman Estates, IL",5,0.00275115273299512,314
"Bob Damron's Address Book","Holbrook, NY",2,0.00110046109319805,317
"Bob Damron's Address Book","Holiday, FL",6,0.00330138327959415,313
"Bob Damron's Address Book","Holland, MI",16,0.0088036887455844,303
"Bob Damron's Address Book","Hollis, NY",2,0.00110046109319805,317
"Bob Damron's Address Book","Holly Hill, FL",1,0.000550230546599025,318
"Bob Damron's Address Book","Holly Springs, MS",8,0.0044018443727922,311
"Bob Damron's Address Book","Hollywood Station, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Hollywood West, CA",210,0.115548414785795,149
"Bob Damron's Address Book","Hollywood, CA",1221,0.67183149739741,25
"Bob Damron's Address Book","Hollywood, FL",150,0.0825345819898538,178
"Bob Damron's Address Book","Holyoke, MA",38,0.020908760770763,281
"Bob Damron's Address Book","Home Valley, WA",1,0.000550230546599025,318
"Bob Damron's Address Book","Homer, AK",24,0.0132055331183766,295
"Bob Damron's Address Book","Homestead, FL",4,0.0022009221863961,315
"Bob Damron's Address Book","Homestead, PA",2,0.00110046109319805,317
"Bob Damron's Address Book","Honaunau-Kona, HI",5,0.00275115273299512,314
"Bob Damron's Address Book","Honokaa, HI",8,0.0044018443727922,311
"Bob Damron's Address Book","Honokaa, Hawaii, HI",7,0.00385161382619318,312
"Bob Damron's Address Book","Honolulu, HI",186,0.102342881667419,161
"Bob Damron's Address Book","Honolulu, Oahu, HI",591,0.325186253040024,59
"Bob Damron's Address Book","Honomu, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Hopatcong, NJ",1,0.000550230546599025,318
"Bob Damron's Address Book","Hoquiam, WA",2,0.00110046109319805,317
"Bob Damron's Address Book","Hormigueros, PR",5,0.00275115273299512,314
"Bob Damron's Address Book","Hostetter, PA",1,0.000550230546599025,318
"Bob Damron's Address Book","Hot Springs, AK",3,0.00165069163979707,316
"Bob Damron's Address Book","Hot Springs, AR",97,0.0533723630201054,224
"Bob Damron's Address Book","Hot Springs, NC",14,0.00770322765238635,305
"Bob Damron's Address Book","Hot Springs, SD",3,0.00165069163979707,316
"Bob Damron's Address Book","Hotchkiss, CO",2,0.00110046109319805,317
"Bob Damron's Address Book","Houghton Lake, MI",2,0.00110046109319805,317
"Bob Damron's Address Book","Houghton, MI",6,0.00330138327959415,313
"Bob Damron's Address Book","Houma, LA",58,0.0319133717027434,261
"Bob Damron's Address Book","Houston, TX",2408,1.32495515621045,7
"Bob Damron's Address Book","Howell, MI",1,0.000550230546599025,318
"Bob Damron's Address Book","Howell, NJ",16,0.0088036887455844,303
"Bob Damron's Address Book","Hudson Valley, NY",9,0.00495207491939123,310
"Bob Damron's Address Book","Hudson, NY",10,0.00550230546599025,309
"Bob Damron's Address Book","Huelo, HI",3,0.00165069163979707,316
"Bob Damron's Address Book","Huelo, Maui, HI",6,0.00330138327959415,313
"Bob Damron's Address Book","Hugo, OK",6,0.00330138327959415,313
"Bob Damron's Address Book","Humble, TX",5,0.00275115273299512,314
"Bob Damron's Address Book","Humboldt, KS",2,0.00110046109319805,317
"Bob Damron's Address Book","Huntington Beach, CA",22,0.0121050720251785,297
"Bob Damron's Address Book","Huntington Park, CA",60,0.0330138327959415,259
"Bob Damron's Address Book","Huntington Station, NY",3,0.00165069163979707,316
"Bob Damron's Address Book","Huntington, L.I., NY",1,0.000550230546599025,318
"Bob Damron's Address Book","Huntington, NY",12,0.0066027665591883,307
"Bob Damron's Address Book","Huntington, WV",163,0.0896875790956411,172
"Bob Damron's Address Book","Huntsville, AL",147,0.0808838903500567,181
"Bob Damron's Address Book","Huntsville, AR",4,0.0022009221863961,315
"Bob Damron's Address Book","Huntsville, MO",3,0.00165069163979707,316
"Bob Damron's Address Book","Hurley, WI",5,0.00275115273299512,314
"Bob Damron's Address Book","Hutchinson, KS",10,0.00550230546599025,309
"Bob Damron's Address Book","Hyannis, MA",54,0.0297124495163473,265
"Bob Damron's Address Book","Hyattsville, MD",9,0.00495207491939123,310
"Bob Damron's Address Book","Hyde Park, IL",3,0.00165069163979707,316
"Bob Damron's Address Book","Hyde Park, VT",7,0.00385161382619318,312
"Bob Damron's Address Book","IA, United States",6,0.00330138327959415,313
"Bob Damron's Address Book","ID, United States",8,0.0044018443727922,311
"Bob Damron's Address Book","IL, United States",4,0.0022009221863961,315
"Bob Damron's Address Book","IN, United States",1,0.000550230546599025,318
"Bob Damron's Address Book","Idaho Falls, CO",1,0.000550230546599025,318
"Bob Damron's Address Book","Idaho Falls, ID",93,0.0511714408337093,228
"Bob Damron's Address Book","Idaho Springs, CO",5,0.00275115273299512,314
"Bob Damron's Address Book","Idyllwild, CA",22,0.0121050720251785,297
"Bob Damron's Address Book","Idylwild, CA",5,0.00275115273299512,314
"Bob Damron's Address Book","Imperial Beach, CA",20,0.0110046109319805,299
"Bob Damron's Address Book","Imperial, MO",1,0.000550230546599025,318
"Bob Damron's Address Book","Imperial, NE",1,0.000550230546599025,318
"Bob Damron's Address Book","Ina, IL",5,0.00275115273299512,314
"Bob Damron's Address Book","Independence, KS",2,0.00110046109319805,317
"Bob Damron's Address Book","Independence, MO",1,0.000550230546599025,318
"Bob Damron's Address Book","Index, WA",18,0.00990414983878245,301
"Bob Damron's Address Book","Indiana, PA",25,0.0137557636649756,294
"Bob Damron's Address Book","Indianapolis, IN",889,0.489154955926533,36
"Bob Damron's Address Book","Indio, CA",12,0.0066027665591883,307
"Bob Damron's Address Book","Inglewood, CA",73,0.0401668299017288,246
"Bob Damron's Address Book","Inkster, MI",3,0.00165069163979707,316
"Bob Damron's Address Book","Inman, NC",1,0.000550230546599025,318
"Bob Damron's Address Book","Inman, SC",1,0.000550230546599025,318
"Bob Damron's Address Book","Interlochen, MI",7,0.00385161382619318,312
"Bob Damron's Address Book","Intervale, NH",5,0.00275115273299512,314
"Bob Damron's Address Book","Inverness, FL",5,0.00275115273299512,314
"Bob Damron's Address Book","Iowa City, IA",155,0.0852857347228489,176
"Bob Damron's Address Book","Ipswich, MA",32,0.0176073774911688,287
"Bob Damron's Address Book","Ironbound, NJ",1,0.000550230546599025,318
"Bob Damron's Address Book","Ironwood, MI",1,0.000550230546599025,318
"Bob Damron's Address Book","Irvine, CA",2,0.00110046109319805,317
"Bob Damron's Address Book","Irving, TX",8,0.0044018443727922,311
"Bob Damron's Address Book","Irvington, NJ",1,0.000550230546599025,318
"Bob Damron's Address Book","Isabela, PR",12,0.0066027665591883,307
"Bob Damron's Address Book","Isla Verde, PR",1,0.000550230546599025,318
"Bob Damron's Address Book","Island Park, NY",4,0.0022009221863961,315
"Bob Damron's Address Book","Issaquah, WA",8,0.0044018443727922,311
"Bob Damron's Address Book","Ithaca, NY",170,0.0935391929218343,169
"Bob Damron's Address Book","Jackson Heights, NY",33,0.0181576080377678,286
"Bob Damron's Address Book","Jackson Hole, WY",1,0.000550230546599025,318
"Bob Damron's Address Book","Jackson, AL",1,0.000550230546599025,318
"Bob Damron's Address Book","Jackson, MI",24,0.0132055331183766,295
"Bob Damron's Address Book","Jackson, MS",270,0.148562247581737,120
"Bob Damron's Address Book","Jackson, NH",18,0.00990414983878245,301
"Bob Damron's Address Book","Jackson, TN",68,0.0374156771687337,251
"Bob Damron's Address Book","Jackson, WI",3,0.00165069163979707,316
"Bob Damron's Address Book","Jackson, WY",76,0.0418175215415259,243
"Bob Damron's Address Book","Jacksonville Beach, FL",80,0.044018443727922,239
"Bob Damron's Address Book","Jacksonville, AL",41,0.02255945241056,278
"Bob Damron's Address Book","Jacksonville, FL",446,0.245402823783165,80
"Bob Damron's Address Book","Jacksonville, IL",19,0.0104543803853815,300
"Bob Damron's Address Book","Jacksonville, NC",46,0.0253106051435552,273
"Bob Damron's Address Book","Jamaica Plain, MA",1,0.000550230546599025,318
"Bob Damron's Address Book","Jamaica, NY",8,0.0044018443727922,311
"Bob Damron's Address Book","Jamestown, KY",16,0.0088036887455844,303
"Bob Damron's Address Book","Jamestown, NY",79,0.043468213181323,240
"Bob Damron's Address Book","Jamestown, TN",4,0.0022009221863961,315
"Bob Damron's Address Book","Janesville, WI",11,0.00605253601258927,308
"Bob Damron's Address Book","Jasper, FL",4,0.0022009221863961,315
"Bob Damron's Address Book","Jefferson City, MO",24,0.0132055331183766,295
"Bob Damron's Address Book","Jefferson, IA",7,0.00385161382619318,312
"Bob Damron's Address Book","Jefferson, IN",1,0.000550230546599025,318
"Bob Damron's Address Book","Jeffersonville, IN",2,0.00110046109319805,317
"Bob Damron's Address Book","Jerome, AZ",14,0.00770322765238635,305
"Bob Damron's Address Book","Jersey City, NJ",67,0.0368654466221347,252
"Bob Damron's Address Book","Jessup, MD",6,0.00330138327959415,313
"Bob Damron's Address Book","Joelton, TN",1,0.000550230546599025,318
"Bob Damron's Address Book","Johns Island, SC",1,0.000550230546599025,318
"Bob Damron's Address Book","Johnson City, NY",10,0.00550230546599025,309
"Bob Damron's Address Book","Johnson City, TN",99,0.0544728241133035,222
"Bob Damron's Address Book","Johnston, RI",7,0.00385161382619318,312
"Bob Damron's Address Book","Johnstown, PA",70,0.0385161382619317,249
"Bob Damron's Address Book","Joilet, IL",1,0.000550230546599025,318
"Bob Damron's Address Book","Joliet, IL",56,0.0308129106095454,263
"Bob Damron's Address Book","Jonesboro, AR",5,0.00275115273299512,314
"Bob Damron's Address Book","Jonesboro, IL",1,0.000550230546599025,318
"Bob Damron's Address Book","Jonesborough, TN",1,0.000550230546599025,318
"Bob Damron's Address Book","Joplin, MO",116,0.0638267434054869,207
"Bob Damron's Address Book","Joshua Tree Nat'l Park, CA",3,0.00165069163979707,316
"Bob Damron's Address Book","Joshua Tree, CA",2,0.00110046109319805,317
"Bob Damron's Address Book","Junction City, KS",25,0.0137557636649756,294
"Bob Damron's Address Book","Juneau, AK",81,0.044568674274521,238
"Bob Damron's Address Book","KS, United States",4,0.0022009221863961,315
"Bob Damron's Address Book","KY, United States",7,0.00385161382619318,312
"Bob Damron's Address Book","Kaanapali, HI",4,0.0022009221863961,315
"Bob Damron's Address Book","Kahana, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Kahului, HI",3,0.00165069163979707,316
"Bob Damron's Address Book","Kahului, Maui, HI",3,0.00165069163979707,316
"Bob Damron's Address Book","Kailau, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kailua, HI",15,0.00825345819898538,304
"Bob Damron's Address Book","Kailua, Oahu, HI",29,0.0159566858513717,290
"Bob Damron's Address Book","Kailua-Kona, HI",98,0.0539225935667044,223
"Bob Damron's Address Book","Kailua-Kona, Hawaii, HI",34,0.0187078385843668,285
"Bob Damron's Address Book","Kalaheo, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kalaheo, Kauai, HI",17,0.00935391929218342,302
"Bob Damron's Address Book","Kalakapei Beach, Kauai, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Kalamazoo, MI",165,0.0907880401888391,170
"Bob Damron's Address Book","Kalapana Beach, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kalapana Beach, Hawaii, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Kalapana, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kalispell, MT",36,0.0198082996775649,283
"Bob Damron's Address Book","Kalua Koi, Molokai, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kamalo, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kamuela, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kane'ohe, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kaneohe, HI",6,0.00330138327959415,313
"Bob Damron's Address Book","Kaneohe, Hawaii, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Kaneohe, Oahu, HI",6,0.00330138327959415,313
"Bob Damron's Address Book","Kankakee, IL",20,0.0110046109319805,299
"Bob Damron's Address Book","Kannapolis, NC",7,0.00385161382619318,312
"Bob Damron's Address Book","Kansas City, KS",62,0.0341142938891396,257
"Bob Damron's Address Book","Kansas City, MO",1120,0.616258212190908,28
"Bob Damron's Address Book","Kapaa, HI",59,0.0324636022493425,260
"Bob Damron's Address Book","Kapaa, Kauai, HI",53,0.0291622189697483,266
"Bob Damron's Address Book","Kapaa-Wailua, Kauai, HI",10,0.00550230546599025,309
"Bob Damron's Address Book","Katy, TX",5,0.00275115273299512,314
"Bob Damron's Address Book","Kauai, HI",10,0.00550230546599025,309
"Bob Damron's Address Book","Kaunakakai, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kaunakakai, Molokai, HI",9,0.00495207491939123,310
"Bob Damron's Address Book","Kearney Mesa, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Kearney, NE",32,0.0176073774911688,287
"Bob Damron's Address Book","Kearny Mesa, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Keene, NH",17,0.00935391929218342,302
"Bob Damron's Address Book","Kelseyville, CA",3,0.00165069163979707,316
"Bob Damron's Address Book","Kenmore, NY",8,0.0044018443727922,311
"Bob Damron's Address Book","Kennebunckport, ME",5,0.00275115273299512,314
"Bob Damron's Address Book","Kennebunk, ME",2,0.00110046109319805,317
"Bob Damron's Address Book","Kennebunkport, ME",34,0.0187078385843668,285
"Bob Damron's Address Book","Kenner, LA",11,0.00605253601258927,308
"Bob Damron's Address Book","Kennewick, WA",17,0.00935391929218342,302
"Bob Damron's Address Book","Kenosha, IL",2,0.00110046109319805,317
"Bob Damron's Address Book","Kenosha, WI",77,0.0423677520881249,242
"Bob Damron's Address Book","Kensington, CA",2,0.00110046109319805,317
"Bob Damron's Address Book","Kensington, KS",11,0.00605253601258927,308
"Bob Damron's Address Book","Kent, OH",29,0.0159566858513717,290
"Bob Damron's Address Book","Kent, WA",26,0.0143059942115746,293
"Bob Damron's Address Book","Kenvil, NJ",8,0.0044018443727922,311
"Bob Damron's Address Book","Kenwood, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Kenyon, MN",8,0.0044018443727922,311
"Bob Damron's Address Book","Kernville, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Ketchikan, AK",29,0.0159566858513717,290
"Bob Damron's Address Book","Ketchum, ID",5,0.00275115273299512,314
"Bob Damron's Address Book","Kettering, OH",8,0.0044018443727922,311
"Bob Damron's Address Book","Kew Gardens, NY",17,0.00935391929218342,302
"Bob Damron's Address Book","Key Biscayne, FL",3,0.00165069163979707,316
"Bob Damron's Address Book","Key West, FL",2018,1.11036524303683,12
"Bob Damron's Address Book","Keystone, CO",2,0.00110046109319805,317
"Bob Damron's Address Book","Kihei, HI",36,0.0198082996775649,283
"Bob Damron's Address Book","Kihei, Maui, HI",66,0.0363152160755357,253
"Bob Damron's Address Book","Kilauea, HI",11,0.00605253601258927,308
"Bob Damron's Address Book","Kilauea, Kauai, HI",33,0.0181576080377678,286
"Bob Damron's Address Book","Kilauea-Maui, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Killeen, TX",11,0.00605253601258927,308
"Bob Damron's Address Book","Killington, VT",6,0.00330138327959415,313
"Bob Damron's Address Book","Kimberly, WI",5,0.00275115273299512,314
"Bob Damron's Address Book","Kingboro, MA",1,0.000550230546599025,318
"Bob Damron's Address Book","Kingman, AZ",16,0.0088036887455844,303
"Bob Damron's Address Book","Kingsburg, CA",1,0.000550230546599025,318
"Bob Damron's Address Book","Kingsport, TN",28,0.0154064553047727,291
"Bob Damron's Address Book","Kingston, NJ",12,0.0066027665591883,307
"Bob Damron's Address Book","Kingston, NY",29,0.0159566858513717,290
"Bob Damron's Address Book","Kingston, PA",6,0.00330138327959415,313
"Bob Damron's Address Book","Kirkland, WA",2,0.00110046109319805,317
"Bob Damron's Address Book","Kirkwood, NY",3,0.00165069163979707,316
"Bob Damron's Address Book","Kissimmee, FL",3,0.00165069163979707,316
"Bob Damron's Address Book","Kittery Point, ME",2,0.00110046109319805,317
"Bob Damron's Address Book","Kittery, ME",16,0.0088036887455844,303
"Bob Damron's Address Book","Klamath Falls, OR",36,0.0198082996775649,283
"Bob Damron's Address Book","Klamath, CA",4,0.0022009221863961,315
"Bob Damron's Address Book","Knightstown, IN",11,0.00605253601258927,308
"Bob Damron's Address Book","Knoxville, TN",386,0.212388990987224,92
"Bob Damron's Address Book","Kodiak Island, AK",2,0.00110046109319805,317
"Bob Damron's Address Book","Kodiak, AK",1,0.000550230546599025,318
"Bob Damron's Address Book","Kohala Coast, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kohala Coast, Hawaii, HI",1,0.000550230546599025,318
"Bob Damron's Address Book","Kokomo, IN",45,0.0247603745969561,274
"Bob Damron's Address Book","Koloa, HI",2,0.00110046109319805,317
"Bob Damron's Address Book","Kona, HI",5,0.00275115273299512,314
"Bob Damron's Address Book","Kuhnsville, PA",5,0.00275115273299512,314
