"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"The Hiding Place","Restaurants","9605 Old River Road (Forestville)","Forestville","CA","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Camping Women","Special Interest Groups","PO Box 1344","Placerville","CA","","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Gadabout Company ","Outdoor Group","P.O. Box 6497. Big Bear Lake. CA 92315","Big Bear Lake","CA","Yes, at last a vacation spot in southern California for lesbians only. Come to the beauty of Big Bear Lake in the San Bernardino Mountains for relaxing and enjoyable week or weekend. 

The Gadabout Company (a loving couple) invites you to share in the warm and congenial atmosphere of their home. AII meals are cooked and
served home-style (special diets can be arranged).

The home abounds with activities including a billiards room with a regulation-size pool table, video games, and movies. Table games, cards, and a large, unofficial library, sunbathing on the upstairs deck and an indoor jacuzzi also add to the vacation mood. Outdoor winter fun includes snow skiing (one of the largest ski slopes in the area is within view), tobogganing ice skating, snowmobiling ice fishing, and
building snowladies. After all these activities you'll be able to kick back and enjoy warming yourself around the glow of one of our fireplaces, with your favorite beverage in hand. (Excellent roads are open and accessible all year.

In the summer, the activities are countless at Big Bear Lake-horseback
riding, water skiing, swimming air and boat tours, fishing walking in the
woods, scenic drives, sailing, golf tennis and browsing through the various village shops.
Above all, relax and enjoy a change of pace for a weekend or a week. By the week, accommodations are bed and breakfast; by the weekend, accommodations are bed and full board (from Friday afternoon through Sunday afternoon.
Both singles and couples are welcome. For the comfort of everyone, there are non-smoking and smoking areas in our home. Accommodations are limited to ensure personalization.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Devika","Jewelry/Crafts","1575 Race Street, Suite A","","CO","Tel 355-9802. Custom-made couples rings and other original designs in precious metals.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Dignity ","Religious Groups","","","CO"," Tel. 480-1924 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Aspen Gay Community ","Groups","PO Box 3143; 81612","Aspen","CO","Tel. 925-9249","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Womanventure Ranch","Recreational Retreat","","Bailey","CO"," Tel. 388-7288","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Liberation U.M.C.","Organizations","28 Boulder","Boulder","CO","Tel. 492-8567 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Boulder Express","Bars","2075 30th St. Aspen Plaza","Boulder","CO","Tel. 433-8162","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Left Hand","Alternative Bookstore","1200 Pearl Street","Boulder","CO","Tel. 443-8252. Lesbian/women's studies/gay titles, magazines & newspapers, posters, buttons, women's music, T-shirts and cards. Reading area, bulletin board; tea and coffee. They also sell GAIA'S GUIDE. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Helpline","Services","","Colorado Springs","CO","Tel. 471-4429","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Hide and Seek Complex","Bars","512 West Colorado Ave","Colorado Springs","CO","Tel. 634-9303","**(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Exit","Bars","2028 Sheldon Ave","Colorado Springs","CO"," Tel. 634-9276","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Colorado Springs Women's Health Clinic","Health Center","111 East Dale St.","Colorado Springs","CO"," Tel. 471-9492","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Big Mama Rag","Publications","1724 Gaylord","Denver","CO","Tel 322-2010 Feminist newspaper with lesbian content and lots of local resources S7.00 per year.","","","",1985,"FALSE","TRUE","FALSE","FALSE","manual"
"Womanschool Network","Classes","1005 Wadsworth.","Denver","CO","Tel. 238-7837","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Denver Detour","Bars","551 E. Colfax Ave","Denver","CO","Tel. 861-1497. This new bar is owned by two women, with 'Ladies Night' on Tuesdays from 7pm-2am. Open 10am-2am, they do lunch Mon-Sat 11am-3pm, Sun brunch with special drink prices. ","**(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lipps","Bars","6300 West Colfax","Denver","CO"," Tel. 233-5420","***","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Globe International","Bars","4501 Logan ","Denver","CO","Tel. 294-0323 ","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Grove","Bars","1618 East 17th Avenue ","Denver","CO"," Tel. 320-9205","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Three Sisters","Bars","3358 Maniposa St.","Denver","CO","Tel. 458-8926
","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Tracks","Bars","2975 Fox St","Denver","CO","Tel. 296-8507. There are women's nights when about 1,000 ","**(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","2090 S. Bannock ","Denver","CO"," Tel. 778-0101. 
","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian/Gay Resource Center","Centers","Auraria Campus Center","Denver","CO"," Tel. 629-3317","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Gay and Lesbian Community Center of Colorado ","Centers","1615 Ogden St.","Denver","CO","(Mailing: Drawer E, Denver; 80218) Tel. 831-6268 or 837-1598. Opening times Mon-Fri 1pm-9pm, Sat noon-6pm (closed Sundays and holidays.) This center is a truly successful alternative to the bar scene. Includes coffeehouse nights, gay/lesbian educators group, young lesbian support group, the women's outdoor club. ","***(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Bonawitz-Dunham","Restaurants","1313 E. 6th Ave","Denver","CO","Tel. 831-0361","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Casimir's","Restaurants","3030 East 6th Ave","Denver","CO","Tel. 321-3345","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Denver Sandwich Shop","Restaurants","1217 E. 9th ","Denver","CO","Tel. 861-9762","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"House of Pies","Restaurants","745 Colorado Blvd","Denver","CO","Tel. 388-0864","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Kitchen","Restaurants","30 S. Broadway ","Denver","CO","Tel. 320 9900","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Watchamacalit","Restaurants","30 S. Broadway ","Denver","CO","Tel. 744-9086","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"B'Way Cafe","Bar/Restaurant","104 S. Broadway ","Denver","CO","Tel. 722-3430. Gay women and men. Open :7-10 Mon-Sat, 8-4 Sun.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"BJ's Carousel & Restaurant ","Bar/Restaurant","1380 South Broadway","Denver","CO"," Tel. 777-9880","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Garbo's","Bar/Restaurant","116 East Avenue ","Denver","CO","Tel. 837-9218","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay and Lesbian Health Alliance","Health Center","PO Box 9413; 80209","Denver","CO","Tel. 777-9530.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Woman Wise Health Care","Health Center","1829 High St.","Denver","CO"," Tel. 320-1020. General health care clinic for women. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Category Six/A","Bookstore","1029 East 11th Ave Tel","Denver","CO","Tel. 832-6263. An excellent first stop in Denver. They sell 'GAIA'S GUIDE and are extremely helpful, friendly people. Open: Mon to Sat 10am-6pm, Sunday 1pm-5pm. Be sure and say hi from GAIA. Records/tapes/posters/buttons/cards/comix. They sell 'DOUBLE STANDARD'. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Denver Book Barter","Bookstore","919 East Colfax Ave","Denver","CO","Tel. 831-9768. Used books. Some feminist/gay and lesbian titles.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Together Books","Bookstore","200 East 13th Ave","Denver","CO"," Tel. 832-5171. Alternative books. Gay titles/lesbian titles/feminist titles.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Trilogy Bookstore","Bookstore","630 East 6th Avenue ","Denver","CO","Tel. 722-7612. Good selection of gay/feminist and lesbian bocks. Open weekdays 10am-pm/Sat to 7pm/Sun 1pm-5pm","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"We're Going Places","Travel Agencies","700 East 9th Ave","Denver","CO","Tel. 861-2211. Owned by two women. Call for info.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Anywoman's Coffeehouse ","Coffeehouses","1400 Lafayette ","Denver","CO","Tel. 698-1644","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Fort Collins Gay & Lesbian Alliance","Organizations"," CSU Activities Center, Box 206; 80523. ","Fort Collins","CO","Tel. 491-7232","*","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Sagebrush Bur & Restaurant ","Bars","934 South Le May Ave","Fort Collins","CO","Tel. 493-0251. Fort Collins' first gay bar.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Quincy ","Bars","609 Main Street.","Grand Junction","CO","Tel. 242-1044. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Beebo's Used Books","Bookstore","Main/Spruce Streets","Louisville ","CO"," Tel. 666-4919. Lesbian-owned, they have stocks of gay and women's used books. They buy, sell and trade. Open Mon-Thurs 10-6pm, Fri till 9pm, Sat 10-6pm.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Cafe Cabaret","Bars","1199 Main Street","Bridgeport ","CT","Tel. 335-0881.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Bloodroot","Feminist Restaurant/Bookstore","85 Ferris Street","Bridgeport ","CT","Tel. 576-9168. Vegetarian restaurant and feminist bookstore open Tues.-Su.-Sunday brunch there Is especially recommended and starts at 11am. Weds. it's women only from 7 to 9pm. There's a charming outdoor patio and BLOODROOT is lesbian owned and operated. Always very helpful to GAIA'S GUIDE, which they also sell. Be sure and say 'hi' from GAIA. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Helpline","Services","","Danbury ","CT","Tel. 426-4922","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Center of Greater Danbury","Women's Centers","241 Main Street","Danbury ","CT"," Tel. 973-3010. ","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Retreat","Women's Retreat","Falls Village Inn","Falls Village ","CT","Tel. 824-7 479. Rooms for women in a charming old colonial home. Situated in the hills of the Berkshire mountains. Open daily year round. Three fireplaces. Reasonable rates. Renovated barn also available for a more private visit. Pool and tennis court for warm weather use. The property borders the Housatonic River-ideal for canoeing and fishing. Appalachian Trail nearby for those who enjoy hiking and backpacking. Cross country and downhill skiing areas locally for winter sports lovers, too. Bring your own gear. Owned and managed by women. Call for reservations and be sure and say 'hi' from GAIA. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Switchboard Hartford","Services","P.O. Box 514; 06101","Hartford","CT","Tel. 522-5575. Operates from 1pm-11pm on Mondays through Sats.-Sunday from 1pm-5pm ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Spirit ","Radio Program","","Hartford","CT","Hartford is 91.3 on your FM dial. Thursdays 8:30pm.","*","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Backstreet","Bars","81, Pope Park Highway","Hartford","CT"," Tel. 241-0500.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Commercial Street West","Bars","458 Weatherfield Ave.","Hartford","CT","Tel. 249-6653. Sunday brunches, summer Tea-dances and special dinner nights on Thursdays. Recommended. ","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","118 Main St.","Hartford","CT","Tel. 525-0326. 
","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Reader's Feast ","Feminist Bookstore","529 Farmington Ave.","Hartford","CT","Tel. 232-3710. Features a full line of feminist gay and lesbian titles. Community events and art-displays. They sell GAIA'S GUIDE and are open Tu.-Th. 10am-9pm,Fri. & Sat. 10am-11pm & Sunday from 11am-3pm.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Hartford Women's Center","Centers",", 350 Farmington Ave.","Hartford","CT","Tel. 521-9773 & 659-3670. Home of WOMENSPLACE COFFEE HOUSE NIGHTS/Gay/Lesbian rap group, The Feminist Library, Etc. ","****(*)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Hartford Gay Health Clinic","Health Center"," 520 Albany Ave","Hartford","CT","Tel. 249-9626.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Therapy Association","Health Center","684 Farmington Ave","Hartford","CT","Tel. 232-2140","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Institute of Social Ethics","Archives"," 1 Gold Street, suite 22","Hartford","CT","Tel. 547-1281. Keeps historical documents, data, and publications about the gay rights movement in America. Their collections from the 1950's & 1960's are especially interesting. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Greater Hartford Lesbian and Gay Task Force","Gay/Lesbian Group","Box 3241","Hartford","CT","Tel. 249-7691. Coordinates political action, media campaigns, speakers bureau and dances. Meets first Tuesday of each month at HARTFORD WOMEN'S CENTER, 350 Farmington Ave","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Center","Gay/Lesbian Group","350 Farmington Ave","Hartford","CT","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Feminist House","Women's Centers"," 170 College Street","Middletown ","CT"," Tel. 347-6184. ","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"New Haven Gay & Lesbian Switchboard","Services","Box 77","New Haven","CT"," Tel. 624-6869. Operates 8pm-11pm Mon-Fri. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Olde Mahogany Cafe","Bars","758 State Street","New Haven","CT","No phone. Near Interstate 95, Trumble Street Exit. Bar/restaurant and disco. Live entertainment. Happy hour 4-6 daily, beer bashes and Sunday Tea-Dance. Open Tues.-Sun. 4pm-2am,Fri. & Sat. till 3am. Many letters recommending. Be sure and say 'hi' from GAIA. ","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Partners","Bars","365 Crown St","New Haven","CT","Tel. 624-5510. Gay complex on 3 floors. The top floor is the disco and video-bar in the basement. Clientele: about 70% gay men and 30% gay women. Open 4pm-3am. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Golden Thread Booksellers","Feminist Bookstore","978 State St","New Haven","CT","Tel. 777-7807. New Haven's Feminist Bookstore. Books by, for and about women, with strong lesbian/gay section, plus women's music nd unusual cards. Local events bulletin board. Special order welcome. They sell GAIA'S GUIDE. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Pub Cafe","Bar/Restaurant","168 York St.","New Haven","CT","Tel. 789-8612. The only really gay restaurant in Connecticut. The food is extremely high quality and nowadays, 'reservations required'. Clientele: 60% gay men to 40% gay women. Sunday brunches and good entertainment. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"New Haven Jewish Lesbians","Special Interest Groups","","New Haven","CT","open to women who identify themselves as Jews and lesbians, this group meets approximately every third week in members' homes for pot-luck suppers, support, and political discussions. We laugh a lot. Call Golden Thread Booksellers (203-777-7807) for meeting times and places. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Franks Place","Bars","9 Tiley St","New London","CT","Tel. 443-8883. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The New London Forum ","Groups","Golden St.","New London","CT","meets Tuesday night at: The Wine & Cheese Cellar, Golden St. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Birds of a Feather","Bars","435 Bank St","Waterbury","CT"," Tel. 754-5846. In the Pathmark Shopping Center. Exit rte. 21, off Rt. 84-you can see the shopping center from the highway. Video disco open 8pm-2am/3am. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Club Cafe","Bars","384 West Main St","Waterbury","CT","Tel. 755-7236","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Brook Cafe","Bars","919 Post Road East","Westport","CT"," Tel. 222-0109. Opens 3pm. An all gay bar that is over 50 years old!-Disco/pool tables/summer tea dances and outdoor patio. lt's fully licensed and often attracts more gay women than men. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Blacklight ","Publications"," P O Box 56244","Washington","DC","","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Diplomat Magazine ","Publications"," 621 Elliott St, N.E.","Washington","DC","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Off our Backs","Publications","1841 Columbia Rd","Washington","DC","Feminist news journal. Somewhat third world orientation. Resource section, classified ads, individual subscription, $11.00 a year. Sample copy $1.50. Free to prisoners. Particulalry good book reviews. Emphasis on International news. 
","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Washington Blade","Publications","930 F. Street","Washington","DC"," Tel. 347-2038. Weekly events, calendar, groups, classified. Well balanced Lesbian/Gay paper. $25 p.a.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Discrimination Response System","Services","","Washington","DC","Tel. 745-3535 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay & Lesbian Switchboard","Services","","Washington","DC","Tel. 387-4348. 7.30-10.30pm. THE LAWYER REFERRAL SERVICE OF GAY/LESBIAN SWITCHBOARD INC.: Tel. 328-1213. If you have a legal problem call them 7.30-10.30pm","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian Switchboard ","Services","","Washington","DC","Tel. 387-5525. 7.30-10.30pm.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Hung Jury","Bars","1819 H Street, NW","Washington","DC","Closed Mon & Tue","***","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lost & Found","Bars"," 56'L' St. SE.","Washington","DC","Tel. 488-1200. During the week it's a gay men's bar, but Sunday afternoon tea dances are excellent for women.","MGM**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Phase One","Bars","525 8th St. SE","Washington","DC","Tel. 544-6831.'Macha'. 'Leather'","***","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Tracks","Bars"," 1111 First Street, S.E.","Washington","DC","","***","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Bet Mishpachah","Religious Groups","1 St SW, between 3rd and 4th.","Washington","DC","Tel: 833-1638. The gay and lesbian synagogue of Washington DC. Sabbath service and Oneg every Friday, 8.30pm. Women's Outreach Service- first Friday of every month","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Faith Temple ","Religious Groups","1459 Columbai Rd NW","Washington","DC","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Integrity/Washington","Religious Groups","","Washington","DC","Tel. 462-1897","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"MC/DC","Religious Groups","945 G Street NW","Washington","DC","Tel. 638-7373.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Washington Area Women's Center","Groups","1734 Connecticut Ave","Washington","DC","Tel. 347-5078. Rep groups, walk in & telephone peer counselling, referrals. Special phone numbers, 265 4666/667 3895. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lammas Bookstore","Feminist Bookstore","321 Seventh Street SE","Washington","DC","Tel. 546-7292. Full selection, feminist/lesbian/gay/non-sexist children's titles. They sell GAIA'S GUIDE, plus posters, buttons, records. Mail Order service, bulletin board/local info and referrals.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Community Center","Centers","1469 Church St. ","Washington","DC","Tel. 232-7103. Full range of activities and services. Women's coffeehouse Saturday nights. THEATRE/ARTS CENTER","****(*)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Marty's","Bar/Restaurant","900 First Street, S.E. ","Washington","DC","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Coalition of Black Gays","Special Interest Groups","","Washington","DC","Tel. 727-6520.","","","",1985,"TRUE","FALSE","TRUE","FALSE","manual"
"Gay Rights National Lobby","Special Interest Groups","","Washington","DC","Tel. 546 1801.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"National Organization for Women","Special Interest Groups","425 13th St. NW.","Washington","DC","Tel. 347-2279. Political/educational outreach. Lesbian participation & sub-groups. Newsletter.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Health and Counseling Center","Health Center","","Washington","DC","Tel. 332-5295. All workshops held at the Whitman-Walker Clinic. To register or obtain more information, call Loraine Biros at 588-8115 or LHCC as above. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Whitman-Walker Clinic","Health Center","2335 18th St. NW","Washington","DC","Tel. 332-5295. Lesbian health/Gyn care/VD testing. 
","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Rising Inc.","Gay/Lesbian Bookstore","1625 Connecticut Ave, NW","Washington","DC","Tel 462-6969. Gay bookstore with women's titles/lesbian titles/GAIA'S GUIDE. Also women's records, posters, buttons, jewelry, used books, T shirts, greeting cards, guides and gifts. We are now undeniably the largest and best stocked source for gay/lesbian literature In the world. Rare first editions and signed copies of such authors as Radclyffe Hall, Gertrude Stein, etc.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Gay Women's Alternative","Discussion Group","7750-16th Street ","Washington","DC","Meets at the Washington Ethical Society. 7750-16th Street NW. Tel. 652-6379. Discussions/speakers/socials - an excellent alternative to the bar scene. They meet every Weds. at 7.30pm sharp. Check switchboard for current details.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay & Lesbian Alliance of Delaware","Services","PO Box 9218","","DE","Tel. 652-2922. Recorded message.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay-Lesbian Radio Show","Radio Program","","","DE","WXDR-91.3 FM. Sundays at 5pm. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"National Organization for Women/Delaware-Lesbian Rights Task Force","N.O.W."," PO Box 932","","DE","Tel. 738-5594
","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Nomad Village/The Other Room","Bars"," 158 Tower Shores","Bethany Beach","DE","Tel. 539-7581. Bar/swimming pool/beach.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay & Lesbian Student Union ","Groups","","Newark","DE","Tel. 451-8066. Recorded message. ","*","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Renegade Restaurant and Lounge","Gay Complex/Resort","Highway One at Rehoboth Ave, Route 1 Box 11","Reheboth Beach","DE","Tel. 227-4713. Brunch daily, Sunday tea-dances, patio, guest houses and
swimming pool. Acknowledged women's times and space. Open 10am-2pm & recommended. ","**(**)","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Renaissance ","Bar/Restaurant"," 107 W 6th St.","Wilmington","DE","Tel. 652-9453. Gay bar/disco full restaurant. Games/juke box/pool table/quiet area. Rave recommendations. Say 'hi' from GAIA. ","**(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Hen's Teeth ","Alternative Bookstore","6th East 7th St.","Wilmington","DE","Tel. 652-3310. Lesbian/feminist and gay titles/-+ health/poetry /herbal/occult books & jewelry + bulletin board and referrals (including lesbian health referrals). NEW MOON, lesbian social group meets there. They sell GAIA'S GUIDE. Say 'hi' from GAIA.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Ardenspace ","Gay/Lesbian Group"," 600 Wildel Ave-Lot 50","Wilmington","DE","Tel. 322-6757. Lesbian group which regularly holds workshops and dances.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Alcoholics Anonymous ","A.A.","","Wilmington","DE","Tel. 655-6598. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Weekly News (TWN)","Publications","901 North East 79th St","","FL","Tel. 757-6333. Available in bars or bookstores of $20.00 subscription. Info on these groups: GAY A.A/PHYSICALLY DISABLED, PARENTS AND FRIENDS OF GAYS. Religious groups.","","","",1985,"FALSE","TRUE","FALSE","FALSE","manual"
"20th Century Lifestyles","Gay Relationship Club","","","FL","Dade, 949-0577, Broward 764-7788. Not an escort agency. 
","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Yacht Club","Bars","U.S. 19","","FL","(on the service road) near the Holiday Inn. Mosly men, but quite popular with women on weekends.","**","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Fantasies","Bars","495 N.E. 20th St.","Boca Raton","FL","Tel. 395-0303. Open every day 3pm-2am","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Recreation Activities Committee ","Special Interest Groups","P.O. Box 452","Cape Canaveral","FL","","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Dallape's","Bars","325 Main St. ","Clearwater","FL","(Dunedin) Tel. 736-2969. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Pro Shop","Bars","840 Cleveland St.","Clearwater","FL","Tel. 447-9726. Garden patio, disco dancing, quiet bar, open daily 11:30am-2am.","MGM**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Vision Travel/Vision Tours","Travel Agencies","2101 Ponce de Leon Blvd.","Coral Gables","FL","Tel. 444-8484. Member of the International Gay Travel Organization. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Landmark","Bars","615 Main Street","Daytona","FL","Tel. 252-3776. Disco and shows.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Zodiac Lounge","Bars","1645 South Ridgewood","Daytona","FL","Tel. 767-4624 Disco, light shows, wall panels and lighted floor. Two shows nightly and a game room. Open 3pm-2am. A highly recommended old-timer. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Recreation Activities Committee (GRAC)","Special Interest Groups","P.O. Box 5144;32018","Daytona","FL","","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Health Center","Health Center/Clinic/Counselling","1225-8th Street","Daytona","FL","Tel. 253-0008","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Dallape's","Bars","325 Main Street","Dunedin","FL","Tel. 733-9667. DJ nightly open 9pm-2am. Very popular.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Athena ","Publications","PO Box 70152 ","Fort Lauderdale","FL","33339 Tel. 763-2967 Lesbian and feminist magazine published by Athena Publications Inc.","","","",1985,"TRUE","TRUE","FALSE","FALSE","manual"
"Champagne Taste","Bars","Dania Beach Blvd.","Fort Lauderdale","FL","(listed in the phone book). Recommended as being a very friendly, woman owned beer and wine bar. Women only. Pool tables, dancing, bingo, barbecues, movie nights. Packed on weekends.","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Everglades","Bars","1931 South Federal Highway","Fort Lauderdale","FL","Tel. 462-9165. Happy hour 4pm-7pm with draft beer at $.60/complimentary buffet every Sunday 6pm-clientel: mixed gay with quite a few women","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"JJ's Otherside Lounge","Bars","2283 Wilton Drive, Wilton Manors","Fort Lauderdale","FL","Tel.537-9211. Open 12 noon-2am/3am Sais. -with pinball machines, pool tables, and big screen to watch the soap operas. This beer and wine bar serves excellent food/dancing/juke box/live entertainment, including women entertainers. They hold lesbian community benefits and have their own softball team. They sell GAIA'S GUIDE and are very, very highly recommended. Say 'hi' from GAIA.","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
