"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Outright Books","Bookstores","901 C. Duval Street","Key West","FL","33040. 'Bringing you the best in gay and lesbian literature. • Send for catalogue.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women in Network","Information Services","","Miami","FL","Tel. 661-4224","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Fantasy Fest","Events","","Key West","FL","Annual celebration that attracts more than 2,500 visitors to the island city for four days of celebrating over Halloween. It's Key West's version of Mardi Gras--only zanier. ","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Parliament House","Bars","410 North Orange Blossom Trail","Orlando","FL","32805 -Tel. (305)425-7571. Bar/ restaurant/ show-bar-open 7 days a week. Women welcome. Sunday Tea-Dances recommended.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"San Lodge","Hotels/Motels/Guest Houses Etc.","","Key West","FL","LODGE-Floating Guest House for Women, write: P. 0. Box 2144, Key
West, FL; 33045 -Tel. (305)296-5025. 'offering a floating guest house for
women aboard the44' 'Curious Wine'. We provide transportation, a Key West
continental breakfast, flowers for your special occasion, and water activities
aboard our 15' sport boat. The cost is $50. 00 per night per room, one or two
women, all year long. Say 'hi' to Ronni & Michelle from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Landmark","Bars","615 Main Street","Daytona","FL","BAR RESTAURANT AND HOTEL; -Tel. 252-3776
Disco and shows.","**","Bars, Clubs, Coffeehouses","Entry under Bars (not Bars/Restaurants), so I've entered it as a Bar. The description describes it as Bar, Restaurant, and Hotel. Follow their categorization, or site description?
",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Spindrift Tropical Resort","Hotels/Motels/Guest Houses Etc.","1212 Simonton St","Key West","FL","33040 / at United. -Tel.
296-3432. Beautiful resort motel owned and operated by lesbians since 1978.
Attractive private rooms with full amenities. exquisite sun-drenched freshwater swimming pool & sundecks and patios, tropical gardens. parking facilities. 00% air conditioned, cable television(great for sun-tans) a new sandwich, wine and beer bar (open 12 hours daily) and much, much more ... Ideal location: only one block to tea dances. beach, bars. restaurants. Mention GAIA'S GUIDE for your 10% discount. (May to November). Be sure to say 'h1' to Helen and Nancy from GAIA and feel free to call there for a full color brochure and info on Key West. Many, many letters of recommendation each year.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Red Garter","Bars","500 South Palafox St.","Pensacola","FL","-Tel. 433-9229. Show bar.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Waxing Moon","Sea Charters","","Key West","FL","Come aboard our spacious 30 foot trimaran, 'Waxing Moon'. Relax and be yourself we sail
the calm, protected waters surrounding Key West with women only.
Daysails are five hours long. Sail, swim and snorkel-
(gear and underwater camera provided).
Sunset sails are two hours. We celebrate romance and beautiful Key West sunsets.
Champagne or mineral water and hors d'oeuvres are Included. Write: P. 0. Box 502, Key
West, FL; 33041- -Tel. (305)294-0662. Say 'hi' to Capt. Melody Coulter and Mate Kathy
Kirkland from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Stuffed Pepper","Bars","2612 Central Ave","St. Petersburg","FL","near 26th St): 33712 -Tel. 327-8204. Bar
I restaurant serving excellent food. including Sunday brunch. Pool tables. dancing,
live entertainment and patio. Open daily 1 pm-2am Seven days a week. More men
than women. but quite o k. and recommended. Say 'hi' from GAIA.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Marlin Beach Hotel","Hotels/Motels/Guest Houses Etc.","17 South Atlantic Blvd","Fort Lauderdale","FL","-Tel. 467-6551. Luxury hotel/ resort
with 100 rooms, many with spectacular views of the Atlantic Ocean. Swimming pool
with poolside bar and Poop Deck restaurant. Air-conditioned with direct dial phones
and TV. Entertainment in the bars and restaurant. Mostly gay men but quite o. k for gay
women too. Single rooms from $35. 00 per night. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Rene's Lounge","Bars","2605 West Kennedy Blvd","Tampa","FL","-Tel. 872-9631","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Club Shadows","Bars","715 South 21st Street","Hollywood","FL","-Tel. 925-6263","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Coffee Exchange & Cafe","Restaurants","","Fort Myers","FL","-The Bell Tower, -Tel. 433-3228","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Jr's","Restaurants","225 NE 3rd Ave","Fort Lauderdale","FL","-Tel 463-2304. 24 hours","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Novel Thought","Gay/Lesbian Bookstores","1227 East Mohawk","Tampa","FL","-Tel. 237-1886","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Big Ruby's ","Hotels/Motels/Guest Houses Etc.","908 NE 15th Ave","Fort Lauderdale","FL","33304 -Tel. 523-RUBY","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Passages","Bookstores","7545 Biscayne Blvd","Miami","FL","(Miami); 33138-(three blocks south of 79th Street & Biscayne Blvd)- -Tel. 754-6900 & Florida toll-free, 1-800-962-1169 Lesbian and gay literature, books, videos, guides, cards, antiques, art. & gifts for gay lesbian & feminist communities. MAIL ORDER & ticket sales, posters & buttons, T-shirts & women's music & all local & national newspapers and magazines that are of interest to the lesbian & gay community. Authors's nights/ readings and a meeting room which is used regularly by DIGNITY, etc. and more ... Mon & Th. 11am-10pm / Fri. 11 am midnight, Sunday 1 pm-7pm. Free parking in the rear. They sell GAIA'S GUIDE, sure and say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"My Little Dude","Bars","2952","Jacksonville","FL","2952 Roosevelt and Willowbranch. No phone . Located across
from the Farmblest Dairy. Pool tables. Noisy, crowded, friendly.","****","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Flamingo Bar and Grill ","Bars","610 Court Street","Clearwater","FL","34619 -Tel 447-3379","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kismet South","Religious Groups","1412 Southern Blvd","West Palm Beach","FL","-Tel. 683-6928","***","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fire House","Bars","","Tampa","FL","North Shore Shopping Center","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Sea Gull ","Hotels/Motels/Guest Houses Etc.","100 21st Street","Miami","FL","33139-Tel. toll free-1-800-327-4523. The
world's largest gay resort ... directly on the ocean at 21st Street Beach","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Pagoda","Resort/Rental Cottages","207 Coastal Highway","St Augustin's","FL","WOMYN'S SPACE; -Tel 824-2970 Right on
the ocean-PAGODA Is a unique complex of monthly cottage rentals and a lodge house with theater space/ small wholefood store/ short-term sleeping rooms/ -shared neighborhood swImmIng pool/ -extremely reasonable rates and NO PETS ALLOWED (which I think Is great). Rave recommendations keep coming In about PAGODA year after year.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"My Friend's Place","Bars","5400 SE Hawthorne","Gainesville","FL","-Tel. 373-4128. 'Progressive' crowd.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lifestyles Bookstore","Alternative Bookstore","202B South Howard Avenue","Tampa","FL","-Tel. 251-0719","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Faces","Bars","4910 Edgewater Drive","Orlando","FL","32810- -Tel 29 t-7571 Pool tables/small dance floor
I drag shows. Bowling teams / softball teams / special women entertainment on
occasion. Open4pm-2am. 7 days a week. Friendly, community minded women, good reports, too-be sure and say 'hi' from GAIA.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Changes","Publications","PO Box 1441","Winter Park","FL","Box 1441; 32789. Quarterly newsletter for lesbians. $6. 00-p. ii. ; $1 00
for sample copy.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Partners","Bars","625 East Dania Beach Blvd","Hollywood","FL","(Dania)-Tel. 921-9893.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","West Palm Beach","FL","-Tel. 655-9228. answering machine","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"'The Line'","Information Services","PO Box 14323","St. Petersburg","FL","-Tel. 586-4297. Write: PO Box 14323; 33733. Serving Florida's
Gulf Coast: St.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Breakthrough Counselling Service","Health Centers / Clinics / Counseling / Practitioners","31 N Main Street","Gainesville","FL","-Tel. 377-0234. Counseling for women only. Answering machine.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"National Organization for Women","Organizations","PO Box 10434","Tampa","FL","PO Box 10434; 33679-Tel. 229-5136","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","Miami","FL","-Tel 759-3661","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Carousel","Bars","1806 West Platt","Tampa","FL","-Tel. 254-3398","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Steak 'n' Eggs","Restaurants","2044 West First Street","Fort Myers","FL","-Tel. 334-2846","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"University of Southern Florida Gay/Lesbian Coalition","Organizations","","Tampa","FL","CTR 2466,
University of South Florida, Tampa -Tel. 974-GAYS.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Op Club","Bars","640 Bay St.","Jacksonville","FL","-Tel. 353-5817","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fancy Free","Bars","4024 Mobile Highway","Pensacola","FL","(1-90): • Tel. 453-6554.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Capers","Bars","112 SW First Avenue","Gainesville","FL","-Tel. 378-8386. All gay and 50% women, say 'hi'
from GAIA.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Engine Room","Bars","1020 South 4th Street","St. Petersburg","FL","-Tel. 894-8 t 84. Dance bar","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Sea Kindly","Sea Charters","999 First Coast Highway","Fernandina Beach","FL","West. Box 10: 32034 -Tel 227-3826 I
378-8360. women only sea charters","","","Listed under Sea Charters--okay to have both ""Sea Charters"" and ""Captained Chartered Sailing"" as two separate site types, or should we decide on one? ",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Curry House","Hotels/Motels/Guest Houses Etc.","806 Fleming St. ","Key West","FL","/ at William; 33040. -Tel. 294-6777 (89). Mostly gay men, but women always welcome. Swimming pool, lounge area, tv, all rooms with air conditioning and bahama ceiling fan. Double with private bath-winter: $70.00/75/80, including breakfast, jacuzzi, etc. Charming, no-hassle place. ","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Safari South, Inc","Resorts/Hotels/Guest Houses","4310 South Semoran Boulevard","Orlando","FL","Boulevard-(suite 661): 32822 -Tel.
(305)282-7847. Bed and breakfast resort for women. Minutes from the Disney Comples, the Space Coast, and the Gulf of Mexico. 'We offer single occupancy to whole house accomodations with swImmIng pool. exercise room, lighted garden-day room, air and heat. TV & radio and continental breakfast. Brochure with latest prices, etc. upon request. • Say 'hi' from GAIA","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Week","Events","","Key West","FL","2nd week in September, 1989--write or phone Key West Business Guild for all information. ","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Club Park Avenue","Bars","115 East Park ","Tallahassee","FL","Tel.599-9143. Dancing/pool tables/games-all gay operated and Thursday evenings is acknowledged lesbian time-although women are more than welcome here all the time","**(**)","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Coconut Grove","Hotels/Motels/Guest Houses Etc.","817 Fleming St.","Key West","FL","Tel 2 6-5107 Panoramic roof-lop
sundecks, secluded wood-decked sw,mm,ng pool. relaxed hosp,I lily, lrop,cal
elegance. From $40 00-$85. 00 per nigh!/ summer & $58 00-$135 00 per night
winier double occupancy Cl,enlel all gay and oflen moslly women Be sure and say
'hi' fromGAIA","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Claddagh Cottage","Resorts/Hotels/Guest Houses","PO Box 574081","Orlando","FL","PO Box 574081: 32857-4081 -Tel. 282-4146. Lesbian•owned private home, share kitchen $29. 00 per night.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Southern Nights","Bars","375 South Bumby Ave","Orlando","FL","'-Tel. 898-0424. Disco/jukebox/ pool tables/games/ quiet area and outdoor patio. Full liquor license. Open daily 2f)m-2am.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Lighted Tree","Guest Houses / Bed and Breakfast","109 8th Ave","St. Petersburg","FL","(Passe-a-Grille Beach)-Tel. 360-0373. Gay guest
house of 3 rooms. $28. 00 a day. single & $38. 00 a day double. Recommended","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tropical Heatwave","Bars","600 North Dale Mabry","Tampa","FL","-Tel. 875-0262, open 7 days a
week.","****","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Fiesta Room Lounge","Show-Bar","110 Harrison Ave","Panama City","FL","-Tel. 763-9476. Excellent shows featuring the best in gay entertainment and including lots of women entertainers. Open 8pm-4am &, together with LA ROY ALE, comprising a complete gay complex.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay and Lesbian Alliance (GALA)","Group","PO Box 15851","Sarasota","FL","PO Box 15851; 33579 -Tel. 377-6343 6pm-midnight every night. Hotline/referrals / (including bars/ crises/ medical aid/) They meet once a month at the Women's Center.","*","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Gay Beach","Beach","","Virginia Beach","FL","Key Biscayne. -Tel. 961-7540","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Office Pub","Bars","3704 Grove Ave","Fort Myers","FL","#NAME?","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Copa","Bars","623 Duval St.","Key West","FL","-Tel. 296-8521. Huge disco within an old theater building.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Red Carpet","Bars","204 Old Cory Field Rd.","Pensacola","FL","-Tel. 453-9918. Gay owned and operatedbeer
and wine only Opens about t 1 am-1 pm on Sundays.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Colours","Hotels/Motels/Guest Houses Etc.","410 Fleming St.","Key West","FL","-Tel. 294-6977. Situated right in the heart
of Old Towne, t11is victorian mansion is now an ultra-luxurious guest house with
swimming pool, tropical bar and entertainment lounge which overlooks the pool and gardens. Rooms and suites. airport pick-up. Very nice people-say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Melody Club","Bars","4130 NW 6th Street","Gainesville","FL","-Tel. 376-3772. Two bars, one for
women and one for men. Female impersonation shows, open daily 5pm-2am-lhe main
bar is open 8pm-2am & Sundays 4pm-11 pm.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"45&","Older Lesbian Groups","PO Box 2447","Sarasota","FL","-write. PO Box 2447, 34230","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"LCN Express","Publications","PO Box 19512","Orlando","FL","A Lesbian Newsletter; PO Box 19512; -Tel (305)894-1513 Free
monthly newsletter-a few articles, lots of advertising for women's businesses and entertainment, etc.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"On the Move","Mobile Feminist Bookstore","PO Box 2985","Tallahassee","FL","'-write. PO Box 2985: 33731 -Tel. 823-3643. Lesbian titles and
women's studies/ T-shirts & non-sexist children's books. MAIL ORDER SERVICE.
Publications they carry WOMYN'S WORDS (local lesbian newsletter). & Lesbian
Connection, etc. say 'h1' from GAIA","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","1215 Petronia Street","Key West","FL","Box 4325; 33041. -Tel. 294-8912.
Location: 1215 Petronia Street. Counseling, including AA support & some social
activities, local info. too","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Backstreet Mall","Bars","500 1st Ave","St. Petersburg","FL","North. 1n St. Petersburg: -Tel 822-9866","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hotline","Information Services","","Miami","FL","'-Tel. 759-3661 (89)","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"'We Care'","Religious Groups","","Orlando","FL","-Tel. 628-1227; -Gay & Lesbian rap group. Meets Tues. at 7. 30pm.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Boca Chica","Bars","","Key West","FL","U.S. One/ Stock Island; -Tel. 296-0991","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Womyn's Words","Publications","PO Box 15524-0","St. Petersburg","FL","PO Box 15524-0, St. Petersburg, FL; 33733-5524 -Tei
(813)823-5353. $12. 00 p.a .. local info, bar guide. etc","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","2904 Concordia Ave","Tampa","FL","-Tel 839-5939
Regular meeting place-social and outreach act1v1t1esA,A and chemical dependency
groups, newsletter: THE CRUSADER. Sunday worship 7 30pm-Weds dinner-?
30pm.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Cloisters","Chemical Dependency Clinic","","Pineland","FL","33945. Tel (813)283-1019. 'Sensitive
to the special character of the problems of 1he chemical dependent gay/ lesbian.","","","",1989,"TRUE","FALSE","FALSE","TRUE","manual"
"Switchboard of Miami","Information Services","","Miami","FL","Administration telephone no: (305)358-1640 I Crises
line. 358-435 7","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Papillon","Bars","3976 West Hillsborough Ave.","Tampa","FL","","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Goering's Book Center","Bookstores","1310 W. University Ave","Gainesville","FL","-Tel. 378-0363. Women's studies.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cherry Grove","Bars","2490 SW 17th Ave.","Miami","FL","Tel 854-7262","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Whelk Women Enterprises","Captained Charted Sailings","PO Box 1006","Boca Grande","FL","write: P. 0. Box 1006 A, Boca Grande, FL; 33921 -Tel. (813)964-2027. Water adventures/ sailing instruction/ out-island exploration/ camping and lodge accomodation. $25. 00-$65. 00· per day per woman. 'Sail the protected waters of Charlette Harbor, relax, swim, dolphin watch, vacation In island beach cabins.' (I wish I could, right now .. ). Be sure and say 'hi' from GAIA.","","","Entry under section titled ""Statewide,"" but PO Box address lists Boca Grande, but they also mention Charlotte Harbor. Leave ""City"" blank? ",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Information Line","Information Services","","Tampa","FL","Tel. 656-7884. 6pm-10pm. Tu . Sat & tape","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"416 A Cafe","Bars","416 Appelrouth Lane","Key West","FL","33040 / off Duval Street. -Tel. 296-9483. Brand new In 1987-open MIT/W. 2pm-midnight /Th/ Fri. 7pm-1 am. Sat. 7pm-2am /Sun. 12. 30pm-midnight. Lots of letters of recommendation, say 'hi' from GAIA.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Pro Shop","Bars","840 Cleveland St.","Clearwater","FL","Tel. 44 7-9726. Garden patio, disco dancing, quiet bar.
open daily 11: 30am-2am.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Grove Bookworm","Bookstores","3025 Fuller St.","Miami","FL","(Miami) -Tel. 443-6411. Carries gay and feminist books They sell GAIA'S GUIDE.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"JJ's","Bars","1330 27th St","Sarasota","FL","-Tel. 953-5945","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"El Goya","Bars","1430 East 7th Ave","Tampa","FL","(Ybor City) -Tel. 247-2711. Show bar and disco","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Bar","Bars","1300 27th St.","Sarasota","FL","(no phone)","****?","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Old Plantation","Bars","1725 West Kennedy Blvd","Tampa","FL","-Tel. 251-5382","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Everywoman's Coffee House","Coffee House/Art Gallery","","Tallahassee","FL","Performances by local musicians and poets every first Friday of the month (except in the summer)-where all women are welcome. It's free, and chemical/ alcohol free space. For info contact RUBYFRUIT BOOKS-Tel.
222-2627.","****","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Switchboard","Information Services","","Fort Myers","FL","-Tel. 945-9551.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Bobby Winn's","Bar / Restaurants","201 S.W. 2nd Street","Fort Lauderdale","FL","-Tel. 467-7667, Sunday brunches.","**","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Synagogue (Etzchaim)","Religious Groups","19094 West Dixie Highway","Miami","FL","931-9318. Every Friday nights. services & a social.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Sahara","Bars","4700 Kennedy Blvd","Tampa","FL","• Tel. 876-9510. Two bars/ disco and game room","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"JJ's Otherside Lounge","Bars","2283 Wilton Drive","Fort Lauderdale","FL","Wilton Manors: (NE 4th Avenue) -Tel. 565-5538. For women and their friends Liquor. live entertainment. Open 2pm-2am daily, and t1II3am Saturday. They sell GAIA'S GUIDE and are highly recommended Say 'h1' from GAIA.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Buttery","Restaurants and Cafes","1208 Simonton Street","Key West","FL","'-Tel. 294-0717 (89)","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lifestyles Lounge","Bars","1303 Del Prado Blvd.","Cape Coral","FL","33904 / (at S. E 13th Street) -Tel (813)772-4440 Dance bar/ DJ/ shows Recommended Say 'hi' from GAIA.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"La-Te-Da","Bars","1125 Duval Street","Key West","FL","-Tel. 294-8435","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"College Station","Bars","1187 Edgewood Ave","Jacksonville","FL","-Tel. 389-9301. Open daily noon-2am.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Everywoman's Center","Women's Center","4202 East Fowler Street","Tampa","FL","-Tel 974-3332","****","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Alexander's","Hotels/Motels/Guest Houses Etc.","1118 Fleming St.","Key West","FL","A Guest House; (Old Town). 33040 / al Frances-· Tel 294-9919 7 room guest house, 3 with private bath. 2 efficiencies. Swimming pool, continental breakfast, good sundeck. No dogs allowed. Say 'hi' from GAIA.","","","Is ""no dogs allowed"" a disability issue under our criteria? Or are we only checking businesses that suggest accommodations for disability? ",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"La Terraza de Marti","Hotels/Motels/Guest Houses Etc.","1125 Duval St.","Key West","FL","33040 Tel 294-8435 Has a charming sparkling blue swimming pool with poolside bar. Rates upon request. ","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Queer Pier","Pier","","Key West","FL","Reynolds Street at ocean","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Psychic Bookworm","Metaphysical Bookstore","4127 South MacDill Avenue","Tampa","FL","33611 -Tel (813)831-9835. Lesbian-owned, devoting a section of their store to Lesbian/ Women's publications. They sell GAIA'S GUIDE. hi from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fantasies","Bars","495 N.E. 20th St","Boca Raton","FL","Tel 395-0303. Open every day 3pm-2am","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kevin's","Religious Groups","6910 S. Dixie Highway","West Palm Beach","FL","-Tel 586-2330","*","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Katzz","Bars","4900 22nd Ave","St. Petersburg","FL","Gulf Port","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"One-Saloon","Bars","524 Duval Street","Key West","FL","Applerouth Lane, 524 Duval Street (side entrance)-down the street
from the COPA. -Tel 294-5797 Movies/ food/ leather and western-type people.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Surf and Sand ","Hotels/Motels/Guest Houses Etc.","3009 Sebastian","Fort Lauderdale","FL","33304 -Tel. 761-9544","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Community Services","Information Services","","Orlando","FL","-Tel 843-4297. A 24 hour answering service with councelling from 5pm midnight. 7 days a week Also latest info on the bar scene referrals for gay doctors, lawyers, etc","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Dallape's","Bars","325 Main Street","Dunedin","FL","-Tel. 733-96 7 DJ nightly open 9pm-2am Very
popular.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Lighted Tree","Bars","109 8th Ave. ","St. Petersburg","FL","(Passe-a-Grille Beach) ·Tel. 360-0373. Open from
11am-2am. Half a block from tile beach. they serve beer. wine, salads and
sandwiches on a tree-shaded patio that even has a fresh water shower for rinsing off the sand before you breeze up to the bar for refreshment. The clientele is about equal number of lesbians and gay men. all of whom seem quite friendly. There's also a guesthouse. more of that 1n a later listing (Oh yes. apparently their resident mascot is an
alsation dog')","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Bo's Coral Reef","Bars","201 5th Ave.","Jacksonville","FL","(Jacksonville Beach) -Tel. 246-9874 Clientel: all
gay and 50% women.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Club","Bars","1113 Central Ave.","St. Petersburg","FL","-Tel. 822-9872.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Mary Ruth Lembright, M.S.","Medical Practitioners--Including Alternative","","Bradenton","FL","Tel. (813)758-5716. Licensed Mental Health Counselor","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Baxter's","Bars","714 South Dale Mabry","Tampa","FL","-Tel. 879-1161","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
