"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Washington Area Women's Center","Organization","","Washington","DC","The Summer School Building, 17th and M streets, NW 20036 Tel 347 5078 Switchboard. A wide range of activities with lots of lesbian participation. Softball team. Their publications ""In our Own Write""","****","Organizations","",1977,"checked","","",,"manual"
"Gay Information and Assistance","Services","","Washington","DC","Tel. 363 3881","","","",1977,"checked","","",,"manual"
"Writing-On","Writer's Collective","3616 Connecticut Avenue","Washington","DC","A Washington area lesbian feminist writer's collective. ","","","",1977,"","","",,"manual"
"The Performance Group","Theater Group","","Washington","DC","Tel 202 387 3777 Switchboard. Brand new theater by and for gay women and men. ","","","",1977,"checked","","",,"manual"
"Rising Woman","Coffeehouse","","Washington","DC","Satuday nights only. Music, readings, games, or some type of program. If you find out where it is, please let Gaia know. ","","","",1977,"checked","","",,"manual"
"Bread and Roses","Record Shop","1724 20th Street","Washington","DC","Tel 387 6263 Lesbian music. Feminist music. Gay music. ","","","",1977,"","","",,"manual"
"First Things First","Feminist Bookstore","","Washington","DC","","","","",1977,"checked","","",,"manual"
"Lambda Rising","Feminist Bookstore","","Washington","DC","","","","",1977,"checked","","",,"manual"
"Lammas Shop","Feminist Bookstore","","Washington","DC","","","","",1977,"checked","","",,"manual"
"Phase One","Bar","528 8th Street","Washington","DC","Tel 544 6831","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Club Madame","Bar","5006 8th Street ","Washington","DC","S.E. at E street tel 546 1525 By far one of the most spectacular lesbian clubs in the world. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Wes Shelton","Dance Lessons","","Washington","DC","","","","",1977,"checked","","",,"manual"
"Washington Square","Bar","1345 Half Street","Washington","DC","Tel 544 6831","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Paramount Steak House","Restaurants","1519 17th Street","Washington","DC","All gay but mostly men","*","Restaurants","",1977,"","","",,"manual"
"Town House","Restaurants","506 8th Street ","Washington","DC","Tel 546-1515","*","Restaurants","",1977,"","","",,"manual"
"In Town Lounge","Bar","103 South Garden Avenue","Clearwater","FL","Disco","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Peacock","Bar","","Augusta","FL","Ask locally","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Zodiac","Bar","1654 South Ridgewood","Daytona Beach","FL","Tel 904 767 4264 Disco Dancing","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Damien's Yum Yum Tree","Bar","703 North Ridgewood","Daytona Beach","FL","Hollyhill","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Club Hollywood","Bar","415 Main Street","Daytona Beach","FL","Tel 253 9364","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"M.C.C.","Group","","Fort Lauderdale","FL","","","","",1977,"checked","","",,"manual"
"Annie's Odd'n'ends","Bar","3148 North East 12th Ave","Fort Lauderdale","FL","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Tangerine","Bar","2960 North Federal Highway","Fort Lauderdale","FL","Disco. Mostly gay men. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Poop Deck","Bar","17 South Atlantic Blvd","Fort Lauderdale","FL","Disco, mostly gay men. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Les's Tunnel Bar","Bar","545 South East 6th Avenue","Fort Lauderdale","FL","South Federal Highway Tel 305 522 9823","","","",1977,"","","",,"manual"
"Melody Club","Bar","4130 North West 6th Street","Gainsville","FL","Dance bar 60% gay men vs 40% gay women.","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Lou's Back Room","Bar","800 North Federal Highway","Hallendale","FL","Behind the 800 North bar. Dancing snacks, sandwiches, good vibes, cozy decor, open till 6am. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Fat Lady's","Bar","813 South East First Avenue","Hallendale","FL","Next to Keith's Cruise Room 75-85% gay women. Disco dancing, pool table. ","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Stonewall Committee","Organization","","Hollywood","FL","POBox 2084 33020. Referral service and political activities. Very extensive library and archives. Together with Gay Academic Union of Florida, Atlantic University, they publish Florida Gay Liberation News and Liberation","","","",1977,"checked","","",,"manual"
"The Dudes","Bar","","Jacksonville","FL","Route 17 at Willowbranch across from Farmbest Dairy. 90% gay women. Pool, pinball, noisy, crowded, friendly and highly recommended.","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Delmonico's","Bar","218 Duval Street","Key West","FL","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Producers","Bar","3609 Phillips Highway","Jacksonville","FL","Tel 904 399 1662 Hot stompin disco every night, good food including early am brbeakfast. Fantastic and funny drag shows. Open until 2am and highly recommended. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Bo's Crow Bar","Bar","405 North First Street","Jacksonville Beach","FL","Tel 249 9297","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Brothers","Bar","484 May Street","Jacksonville","FL","Tel 358 9393 Intimate with good vibes and sounds, pool table, and movie nights. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Dade County Lesbian Task Force","Organization","1431 North West 43rd Street","Miami","FL","Tel 305 633 7108 Switchboard. They meet regularly at the YWCA and hold monthly dances. Their publication is Lesbiana Speaks. ","**","Organizations","",1977,"","","",,"manual"
"M.C.C.","Religious Organization","North West 2nd Avenue","Miami","FL","Tel. 758-7190. Includes a seperate women's group called ""Affinity"". Very large participation by gay women, very friendly people. ","","","",1977,"checked","","",,"manual"
"Blue Boy Forum","Radio and Television","","Miami","FL","WKID-TV Channel 51. Mondays at 11pm. This is the first regularly scheduled, commercially sponsored TV show in the US prepared by and for members of the Gay Community. ","","","",1977,"checked","","",,"manual"
"Sebastian's ","Bar","2492 South West 17th Ave","Miami","FL","Tel. 854-9216","","","",1977,"","","",,"manual"
"MWG","Bar","3058 North West 79th Street","Miami","FL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Second Landing","Bar","820 South West 42nd Avenue","Miami","FL","Le Jeune Road  use rear stairway off parking lo. More and more gay women. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Freddie's Attic","Bar","8th Avenue SW","Miami","FL","(2nd floor)","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Warehouse","Bar","3604 South West 8th St","Miami","FL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Miss Kay's","Bar","","Miami","FL","at the Blue Water Lounge 74th of Collins, on Ocean Terrace","****","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Garden Grate","Bar","323 23rd Street","Miami","FL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Niteowl","Bar","","Miami","FL","Park avenue at 23rd Street","****","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Crow Bar","Bar","","Neptune Beach","FL","ask locally","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Palace Club","Bar","1000 Humphries","Orlando","FL","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Parliament House","Bar","410 Orange Blossom Trail","Orlando","FL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Red Garter","Bar","271 South Colfax","Pensacola","FL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Odd's n Ends","Bar","4910 Edgewater","Orlando","FL","Tel 293-9733","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Aquarius Lounge","Bar","6120 Lillian Highway ","Pensacola","FL","Tel 455-9006","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Fiesta Room","Bar","10 Harrison Avenue","Panama City","FL","Dancing","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Sandbox","Bar","1002 South Trail Osprey","Sarasota","FL","Tel 966-9854","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gayspace","","","Sarasota","FL","WQSR (89.7) Tel 974-26376pm last Sunday of every month. Box 7700, Sarasota FLA 33578","","","",1977,"checked","","",,"manual"
"Daughters of Bilitis","Group","","Sarasota","FL","Tel 813-924-8968 PO Box 15621 33579","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"F.A.C.E ","Counseling Service","12945 Seminole Boulevard ","St. Petersburgh","FL","Tel. 586-1110 Building 2 Largo (Between Clearwater and St. Petersburgh","","","",1977,"","","",,"manual"
"Marilyn's Closet","Bar","8302 North Fourth","St. Petersburgh","FL","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Kitty's Bar","Bar","1020 South Fourth Street","St. Petersburgh","FL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Wedgewood Inn","Bar","","St. Petersburgh","FL","18th Ave and 4th street. Very highly recommended.","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"After Hours","Bar","1312 West Tennessee Street","Tallahassee","FL","Highway 90","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Cucujo's","Bar","1725 West Kennedy Blvd","Tampa","FL","Tel 813 251-9453. Dancing, recommended. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Rene's Lounge","Bar","2605 West Kennedy Blvd. ","Tampa","FL","Tel. 872-9631","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"El Goya","Bar","","Tampa","FL","7th Avenue at 15th Street Mixed disco. New and recommended. ","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Kikiki Saloon","Bar","909 North Tampa Street","Tampa","FL","Tel 223-9898","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Turf North","Bar","1901 North Dixie Highway","West Palm Beach","FL","Dancing","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Le Cabaret","Bar","6910 South Dixie Highway","West Palm Beach","FL","Disco, show car, recommended","**","Restaurants","",1977,"","","",,"manual"
"Denny's","Restaurants","102 Parker Street","Tampa","FL","Tel 258-6411. Mostly gay clientele at night. ","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Women's Center","Organization","1208 West Platt Street ","Tampa","FL","Tel 813 251-4089. Coffeehouse, bookstore, clinic.","****(*)","Organizations","",1977,"","","",,"manual"
"The Circus","Bar","","Athens","GA","at Old Railway Station, Hoyt Street.","*","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Hobbit Habbit","Bar","298 East Washington","Athens","GA","Tel 549-4299","","","",1977,"","","",,"manual"
"Gay Help Line","Organization","","Atlanta","GA","Tel. 404 892-5855 Referral and information service","","","",1977,"checked","","",,"manual"
"ALFA","Organization","1326 McLendon Avenue","Atlanta","GA","Tel 523 7786 (switchboard). Library, karate and self defence, poetry wowrkshop and softball team. Their newsletter: ""alfa Newsletter"". They have their own center ""Alfa House""","*****","Organizations","",1977,"","","",,"manual"
"Animal Farm","Bar","","Augusta","GA","near Gordon Highway","*","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Style","Women's Karate","326 Moreland Avenue","Atlanta","GA","Tel. 404 523-0563 Tang Soo Do Karate adapted for women. Self-defense techniques from other styles included in karate classes. Black Belt woman instructor. On-going classes meet a number of times a week. Classes are open to all women on a sliding scale fee basis. Notice about new classes are posted regularly. ","","","",1977,"","","",,"manual"
"Gay Center","Organization","20 4th Street NE","Atlanta","GA","Tel 872-3495. Gay Pride Alliance (at the same address). A new expression of political interest in the Atlanta Gay Community. ","***","Organizations","",1977,"","","",,"manual"
"Du Pree's Tavern","Bar","715 Ponce de Leon Avenue NE","Atlanta","GA","The recommendation is proceed with caution. ","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"WRFG","Radio and Television","","Atlanta","GA","Tel 524-3471 Listener sponsored. Some women and gay broadcasting. Contact Bree at station. 89.3 FM","","","",1977,"checked","","",,"manual"
"Dignity Atlanta","Religious Organization","","Atlanta","GA","Tel 404 355-1416. Switchboard, counseling, therapy, referrals, outdoor group, newsletter.","","","",1977,"checked","","",,"manual"
"M.C.C.","Religious Organization","800 North Highland Avenue","Atlanta","GA","Tel. 872-2246","","","",1977,"","","",,"manual"
"Ms. Garbo","Bar","2206 Cheshire Bridge Road","Atlanta","GA","Tel 404 321-0054 and 634-9145 behind Baby Products Warehouse","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Sweet Gum Head","Bar","2284 Cheshire Bridge Road NE","Atlanta","GA","Behind Tiger Auto Parts. A good mixture of gay women and men. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Tower","Bar","735 Forrest Road","Atlanta","GA","Tel 525 9393 Home of the Tower Hot Shots The Softball Team whose motto is ""Women and we do it better.""","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Utopia","Bar","2359 Peachtree Rd NE","Atlanta","GA","Tel 404-237-8408 In Peachtree Battle shopping center. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gallus","Restaurants","6th and Cypress Street","Atlanta","GA","Restaurant and bar. Sunday nights are recommended. ","*","Restaurants","",1977,"checked","","",,"manual"
"Hollywood Hots","Bar","","Atlanta","GA","Highway I-85 Chestershire Exit, behind Red Roof Restaurant","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Mother's","Bar","2110 B Peachtree Road NW","Atlanta","GA","Tel 404 355-1776 at Bennett Street NW behind Harrison's Restaurant. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Backstreet","Bar","","Atlanta","GA","Tel 404 875-3891","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Peacock","Bar","1321 New Savannah Road","Augusta","GA","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"C. and G.'s ","Bar","","Columbus","GA","First Avenue and 14th Street","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Deep Purple Lounge","Bar","","Columbus","GA","13th Street at Broadway","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"New Fiesta Club","Bar","15 14th Street","Columbus","GA","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Basement","Bar","340 Bull","Savannah","GA","Tel 232 5388 and 232 3669","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Anne's Tic Toc","Bar","408 Broadway","Macon","GA","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"We Three Lounge","Bar","434 Cotton Avenue","Macon","GA","Tel 746-9193","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Woodies","Bar","229 West River Street","Savannah","GA","Disco","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Shuckey's","Bar","233 South 10th Street","Boise","ID","Right now it's mostly gay men but there's always very good vibes for gay women. The owners want more gay women in and they also believe that gay is good. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Stables","Bar","","Lewiston","ID","Tel 743 9898 on Hatwai North South Highway about 3 miles out of town. ","","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Northwest Gay People's Alliance","Bar","","Moscow","ID","Library, political and social activities, referrals. They were featured on the television program ""Sweet Land of Liberty"". Their publication: Update for Action","*","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Atom Club","Bar","230 West Lewis","Pocatello","ID","Tel 232 9821 Office Bar 251 East Center Street Tel 208 232 9816","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Bookpeople","Bar","512 South Main Street","Moscow","ID","Tel 208 882 7957 Lesbian and feminist books","","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Patch","Bar","Wentworth 155th St","Calumet City","IL","Tel 891 9854","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Pour House","Bar","1103 - 155th Street ","Calumet City","IL","Tel 891 9889","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Our Place","Bar","706 State Line","Calumet City","IL","Tel 862 9706","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mr. B's Club","Bar","606 State Line","Calumet City","IL","Tel 862-1221","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gay Women's Group","Group","","Champaign","IL","PO Box 1096 Station A","","","",1977,"checked","","",,"manual"
"Giavanni's Place","Bar","521 North Hickory ","Champaign","IL","Disco","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Balloon Saloon","Bar","317 North Fremont Avenue","Champaign","IL","Tel 356 0014","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Lavendar Woman","Newspaper","1723 West Devon ","Chicago","IL","Tel 935-4270","","","",1977,"","","",,"manual"
"Lesbian Feminist Center","Organization","3523 North Halstead","Chicago","IL","Tel 935 4250 Which also houses The Counseling Resource Center for Lesbians, the Elizabeth Gould Davis Reading Room, and the new Alexandria Library for Lesbian Women","*****","Organizations","",1977,"","","",,"manual"
"Gay Switchboard","Organization","","Chicago","IL","Tel 935 4270","","","",1977,"checked","","",,"manual"
"Rogers Park Gay Center","Organization","7109 North Glenwood","Chicago","IL","Tel 312 262 0537","***(**)","Organizations","",1977,"","","",,"manual"
"Blue Gargoyle","Coffeehouse","5655 South University Ave","Chicago","IL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mountain Moving Coffeehouse","Coffeehouse","1139 West Webster","Chicago","IL","Open 7-11 Entertainment, poetry, feminist atmosphere","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"C.K.s","Bar","1425 West Diversey","Chicago","IL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Stop Inn","Bar","1812 Montrose","Chicago","IL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Augie's","Bar","3237 North Halstead","Chicago","IL","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Lost and Found","Bar","2959 West Irving West Webster","Chicago","IL","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"His 'n' Hers","Bar","2316 North Lincoln Ave","Chicago","IL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"In-Between","Bar","West 63rd Street","Chicago","IL","and South Harlem","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Knight Out","Bar","2936 North Clark","Chicago","IL","Tel 3121 515 8150","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Digby's","Bar","3325 North Halstead","Chicago","IL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Up North","Restaurants","2500 Southport","Chicago","IL","","*","Restaurants","",1977,"","","",,"manual"
"Vittles","Restaurants","2940 North Clark Street","Chicago","IL","","*","Restaurants","",1977,"","","",,"manual"
"Petunia's","Bar","","Chicago","IL","Right wood and South port","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Uprising","Bar","112 East Lincoln Highway","De Kalb","IL","Tel 815 758 3148 Mostly straight","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Helen Schrader's","Bar","205 North 5th Street","East St. Louis","IL","off Missouri Ave","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Red Bull","Bar","512 Missouri Ave","East St. Louis","IL","Tel 276 4965","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"P.K.s","Bar","601 Missouri","East St. Louis","IL","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Quench Room","Bar","631 West Main Street","Peoria","IL","Tel 309 676 9141 Conflicting reports (1) New and Ok (2) Mostly gay men a dirty, smokey hole int he wall. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Office","Bar","513 East State Street","Rockford","IL","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Club Peorian","Bar","","Peoria","IL","South West Adams at Oak. Tel 309 674 5623 New disco bar recommended. ","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Conquest","Bar","1524 - 4th Avenue","Rock Island","IL","Use the rear entrance. Nice and large, pinball machines, pool tables, disco dancing. 80% guys and 20% gals. Recommended","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gay Illini","Organization","284 Illini Union","Urbana","IL","Tel 333-1187. Switchboard Tel 217 384 8040 7pm-1am nightly. Library, coffeehouse, socials, CR groups, referral and sports. Their publication 'Gayly Illini'","***","Organizations","",1977,"checked","","",,"manual"
"Grandma's ","Restaurants","","Chicago","IL","Clark and Diversey","*","Restaurants","",1977,"checked","","",,"manual"
"Lesbian Liberation Organization","Organization","","Bloomington","IN","Tel 812 332 3535","***","Organizations","",1977,"checked","","",,"manual"
"Gay Rap Line","Gay Hotline","","Bloomington","IN","Tel 812 332-3535","","","",1977,"checked","","",,"manual"
"Kirkwood Bar","Bar","212 West Kirkwood Ave","Bloomington","IN","Tel. 332-7872 Not reccommended","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mother Bear's Place","Restaurants","1316 East Third Street","Bloomington","IN","Tel 339 3460","*","Restaurants","",1977,"","","",,"manual"
"The Hunt","Bar","107 South Pennsylvania","Indianapolis","IN","Tel 317 637 8797 three floors of super-bar","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Club/Darlo's","Bar","508 South Alabama","Indianapolis","IN","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Famous Door","Bar","253 North Capitol Avenue","Indianapolis","IN","Tel 632 0428 Drag shows nightly. Recommended. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"A Room of One's Own","Feminist Bookstore","101 1/2 West Kirkwood","Bloomington","IN","Rooms 9 and 10","","","",1977,"checked","","",,"manual"
"Downtowner","Bar","411 East Jefferson","South Bend","IN","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Seahorse","Bar","1902 Western","South Bend","IN","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Poplar Bar","Bar","1430 Poplar Street","Terre Haute","IN","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Purdue Gay Alliance","Group","","West Lafayette","IN","Box 510 Purdue Memorial Union ","*","Organizations","",1977,"checked","","",,"manual"
"Women's Crisis Service","Hotline","","Bloomington","IN","Tel 812 332 0181 2pm-7am Mon-Fri 8pm-7am Sat & Sun. Gay oriented, trained para-professionals","","","",1977,"checked","","",,"manual"
"Aragon Tap Room","Bar","322 Second Avenue SE ","Cedar Rapids","IA","Tel 364 9727","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Side Track","Bar","169 4th Street SE","Cedar Rapids","IA","A new place mostly gay men, but recommended because it's gay owned and quite ok for women. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"P.S. Mail Box Lounge","Bar","311 Second Street","Des Moines","IA","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"M2 Lounge","Bar","1201 Grand Avenue","Des Moines","IA","There's no sign and the entrance is through the parking lot in the rear. New super-bar","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"A Mind of Your Own","Bar","1926 Francis ","Des Moines","IA","We sell Gaia's Guides","","","",1977,"","","",,"manual"
"Lesbian Alliance","Organization","130 North Madison ","Iowa City","IA","They have every facility and activity that you could possibly think of including sports and a very wide range of social activities. Their publication is Better Homes and Dykes which features new about the local scene and provides a very open forum for all Dyke opinions and attitudes. It's entertaining, it's highly informative and it's free. ","*****","Organizations","",1977,"","","",,"manual"
"Emma Goldman Clinic for Women","Organization","715 North Dodge","Iowa City","IA","Tel 337  2111 Lesbian health groups and lesbian massage classes. Also herbal healing classes. ","","","",1977,"","","",,"manual"
"Grace and Rubie's","Feminist Social Club and Restaurant","209 North Linn ","Iowa City","IA","Tel 351 9550 Open Mon-Fri 11am-midnight. Natural food. Private membership. ","","","",1977,"","","",,"manual"
"Boulevard Room","Bar","325 East Market. ","Iowa City","IA","Not recommended. ","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"M.C.C.","Religious Group","156 South Liniestorce","Lexington","KT","","*","Organizations","",1977,"","","",,"manual"
"Montparnasse","Bar","224 East Main","Lexington","KT","Disco, restaurant lots of gay women. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Bungalow","Bar","110 North Mill Street","Lexington","KT","Tel 255 7477","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Badlands Territory","Bar","116 East Main Street","Louisville","KT","Tel 582 9=246 Rough","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Downtowner","Bar","105 West Main Street","Louisville","KT","Tel 582 9401","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Julip Bar","Bar","655 South Fourth Street","Louisville","KT","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Louisiana Gay Blade","Newspaper","","Alexandria","LA","PO Box 1583 ","","","",1977,"checked","checked","",,"manual"
"Mirror Room","Bar","311 North Boulevard","Baton Rouge ","LA","Dancing","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Thirsty Tiger","Bar","3205 Plank Road","Baton Rouge ","LA","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"George's Place","Bar","860 St Louis","Baton Rouge ","LA","Tel 342 9537","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Owl's Perch Lounge","Bar","2400 Moss Street ","Lafayette","LA","Extension Tel 234 9122","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Daughters of Bilitis","Organization","","New Orleans","LA","Tel 504 891 4339 and 945 2217 Their center is brand new. Their publication is Gay La $3.00 one-year subscription $10 yearly membership in DOB. They are in the process of forming their own women's band. ","*****","Organizations","",1977,"checked","","",,"manual"
"New Orleans Gay Service Center","Organization","","New Orleans","LA","","***(**)","Organizations","",1977,"checked","","",,"manual"
"The Dock","Bar","111 Riverside Mall","Baton Rouge ","LA","Tel 343 1001","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Dignity","Organization","","New Orleans","LA","Tel 504 861 1663 ","","","",1977,"checked","","",,"manual"
"M.C.C.","Organization","1936 Burgundy","New Orleans","LA","Tel 504 945 5476","","","",1977,"","","",,"manual"
"Alice Brady's","Bar","700 North Rampart Street","New Orleans","LA","Tel 523 9527","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Bourbon Pub","Bar","801 Bourbon Street","New Orleans","LA","Tel 523 9720 Great disco music, nice atmosphere, gay women very, very welcome. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Apple Barrel","Restaurants","1940 Dauphine ","New Orleans","LA","Serves good, homemade food. ","**","Restaurants","",1977,"","","",,"manual"
"The Grog","Bar","718 North Rampart St","New Orleans","LA","Tel 523 0747","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Good Friends","Bar","740 Dauphine Street","New Orleans","LA","Tel 523 9608","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Ma Cuiller Gras","Restaurants","918 Royal Street ","New Orleans","LA","Tel 524 44975","*","Restaurants","",1977,"","","",,"manual"
"Tortilla Flats","Restaurants","","New Orleans","LA","in French Market at Barracks","*","Restaurants","",1977,"checked","","",,"manual"
