"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Colorado State University Women's Coalition","Women's Centers","Box 122- Student Center, 80523.","Fort Collins","CO","Tel. (303)491-5879.","****","Organizations","",1981,"checked","","",,"manual"
"Form","Jewelry/Crafts","723 East 17th Avenue","Denver","CO","Te l. ( 303 ) 861 - 1166. Original
designs — a woman owned business.","-","","",1981,"","","",,"manual"
"Shoreline Woman","Feminist Bookstore","150 West Main Street","Branford","CT","Tel.(203)781-3575 Records/buttons/Jewelry/posters/magazlnes and
T-shirts plus GAIA'S GUIDE. They also hold classes in self-
defense, yoga, auto maintenance, have C-R groups and lesbian
party nights. Bulletin board and referral service.","-","","",1981,"","","",,"manual"
"Black Rock Inn","Bars","2931 Fairfield Avenue","Branford","CT","(Western part of Bridgeport)—bar/restaurant","***","Bar/Restaurant","",1981,"","","",,"manual"
"Casbah","Bars","1277 North Main","Branford","CT","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Bloodroot","Restaurants","85 Ferris Street","Branford","CT","85 Ferris Street, 06605-Tel.(203)576-9168.
-esbian owned and operated vegetarian restaurant. Wine, beer and women's music. Open for lunch Tues,.Thurs.,Fri & Sat. 11:30an.
2:30pm & dinner: Thurs.,Fri.,Sat 6pm-llpm. Sunday llam-2:30p.
F
b
E
ru
M
n
IN
ch
IS
.
T B
O
O
n
O K
W
ST
e
O
d
R
n
E
esday nights it operates as a private clu-
","**","Restaurants","",1981,"","","",,"manual"
"Bloodroot","Feminist Bookstore","85 Ferris Street","Branford","CT","5-Tel(2O3)576-9i5;
Prowse around this feminist bookstore while visiting the
BLOODROOT RESTAURANT. They also carry cards /buttons/ jewlery
posters/ magazines T-shirts and GAIA’S GUIDE.","-","","",1981,"","","",,"manual"
"Homestead Inn","Lodge","420 Field Point Road","Greenwich","CT",".Tel.(203)869-7500.
Gay hotel/bar/restaurant—recommended.","-","","",1981,"","","",,"manual"
"Women's Center","Women's Centers","c/o Hill Street, 06106","Hartford","CT","Tel.527-6724 and newsletter,hold coffeehouse nights/brunches and camping
weekends.—Our lesbian community is warm and welcoming to
visitors and new settlers.""","****","Organizations","",1981,"checked","","",,"manual"
"M.C.C.","Religious Groups","P.O. Box 514, 06101.","Hartford","CT","Tel.232-5110. Activities |
include a lesbian coffeehouse and workshop every Sunday.","****","Organizations","",1981,"checked","","",,"manual"
"Hartford Gay Switchboard","Services","","Hartford","CT","Tel.(203)522-5575-","-","","",1981,"checked","","",,"manual"
"Evergreen","Bars","35 Webster Street","Hartford","CT","Tel.527-9 89 5- Green plants, tiffany lamps, dancing. A community orientated women |
owned bar. ""Very Friendly"".—Really good reports about this place keep coming in","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Warehouse","Bars","61 Woodbine Street","Hartford","CT","Tel.527-9895- ""Very
relaxed,loose atmosphere.""","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Chez-Est","Bars","238 Columbus Boulevard","Hartford","CT","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Tony R's","Bars","170-174 High Street","Hartford","CT","","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Nick's Cafe House","Bars","1943 Broad Street","Hartford","CT","Tel.(203)522-1933-","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Sonya Wetstone's Books & Cheese","Feminist Bookstore","529 Farmington","Hartford","CT","Tel.527-9895. Women’s books, lesbian titles and cheeses from
everywhere.
","-","","",1981,"","","",,"manual"
"The Meeting Place","Bars","1447 Acushnet Avenue","New Bedford","CT","Tel. (617)994- 7674.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Friends and Lovers","Bars","145 North Front Street","New Bedford","CT","Tel.(617)993- 9436.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The R&R Club","Bars","78 Covel Street","New Bedford","CT","Tel. (617)995-8247.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"New Haven Women's Liberation Center","Women's Centers","148 Orange Street","New Haven","CT","06510.Tel.(203)436-0645. A very well established center run with
primarily lesbian energy. Switchboard, counselling,
referrals, martial arts, spiritual groups, lesbian rap group.
lesbian mothers’ group plus much,much more. The lesbian rap group
is 8pm every Monday","****(*)","Organizations","",1981,"","","",,"manual"
"Yalesbians","Groups","Box 2031, Yale Station, 06520","New Haven","CT","Tel.(203)436- :
8945. Switchboard: 8pn-11pm weekdays. Meetings held at: Room B3 A
Hendrie Hall, 165 Elm Street in New Haven.—""We meet once a week,
usually on Wednesdays at 9pm. We welcome all women—whether they
are affiliated with Yale or not.","**","Organizations","",1981,"checked","","",,"manual"
"Dignity","Religious Groups","P.O. box 3712, 06525","New Haven ","CT","Gay and concerned Catholics.","","","",1981,"checked","","",,"manual"
"Parkway","Bar/Restaurant","1574 Chapel Street","New Haven","CT","Tel.(203)798-9655.
","**","Bar/Restaurant","",1981,"","","",,"manual"
"Partner's","Bars","356 Crown Street","New Haven","CT","Tel.(203)624-5510.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Ricardo's Copa","Bars","130 Crown Street","New Haven","CT","Tel. (203)776-6404","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Nobody's Fault","Bars","334 Whaley Avenue","New Haven","CT","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Place","Bars","Whalley Avenue","New Haven","CT","","*","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"La Machinetta","Coffeehouses","1148 Chapel Street","New Haven","CT","Tel.(203)776-8560.","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Salty Dog","Bars","95 Pequot Avenue","New London","CT","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Frank's Place","Bars","9 Tilley Street","New London","CT",".Tel.(203)^-e883.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Answer Cafe","Bars","235 Danbury Road","New Milford","CT","T.I.359-7901.","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Club Cafe","Bars","348 West Main Street","Waterbury","CT","Tel.755-7236.","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Vincent's","Bars","Post Road East","Westport","CT","","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Nomad Village/The Other Room","Bars","","Bethany Beach","DE","Tel.539-7581.1 believe
that there's a beach and swimming pool","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"The Boathouse (Bellevue on the Bay)","Show bars","","Dewey Beach","DE",".Tel(302)227-7337.
""Can be rough—has a very macho image.""","***","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Delaware Separatists Dyke Group","Groups","","Greenville","DE","Tel.478-1246.Hotline:
Thu rsday nights","**","Organizations","",1981,"checked","","",,"manual"
"The Lobby","Bars","Rt. 896 (1/2 mile north of I95)","Newark","DE","Tel.(302)368-1788.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Alpine Room","Bars","835 King Street","Wilmington","DE","Tel.(302)652-9571•","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"OFF OUR BACKS","Publications","1724 20th Street NW","Washington","DC","Tel. (302)23.
8072. ","-","","",1981,"","","",,"manual"
"In Out Own Write","Publications","1825 18th Street NW","Washington","DC","c/o Washington Area Women's Center,
1825-18th Street,N.W. , 20009 . Tel.(202)347-5078","-","","",1981,"","","",,"manual"
"The Blade","Publications","2430 Pennsylvania Avenue NW","Washington","DC","Tel.(202)7
T
8
h
5
e
- 30
B
09
l
.
","-","","",1981,"","","",,"manual"
"Metropolitan Community Church","Religious Groups","","Washington","DC","Tel.232-6333.The Christlan Church with an outreach to the gay community.","-","","",1981,"checked","","",,"manual"
"Dignity/D.C.","Religious Groups","","Washington","DC","Tel.332-2424 -Gay and concerned Catholics.","-","","",1981,"checked","","",,"manual"
"Beth Mishpachah","Religious Groups","","Washington","DC","Tel. 544-3434 .Jewish/gay.","-","","",1981,"checked","","",,"manual"
"D.C. Gay Switchboard","Services","","Washington","DC","Tel.387-4348.","-","","",1981,"checked","","",,"manual"
"Gay Hotline","Services","","Washington","DC","Tel.547-7601 .
","-","","",1981,"checked","","",,"manual"
"Gay Information & Assistance","Services","","Washington","DC","Tel.363-3881","-","","",1981,"checked","","",,"manual"
"N.C.B.G.","Third World Group","P.O. Box 57236, 20037","Washington","DC","Tel.(202)797-8877. National Coalition of Black Gays - political activities/educational activities. N.C.B.G.-Newsletter.","-","","",1981,"checked","","checked",,"manual"
"Washington Area Women's Center","Women's Centers","1825 18th Street NW","Washington","DC","Tel.(202)347-5078
","****","Organizations","",1981,"","","",,"manual"
"Washington Women's Art Center","Women's Centers","","Washington","DC","Tel.(202)332-2121","-","","",1981,"checked","","",,"manual"
"Gay Community Center","Centers","","Washington","DC","Tel.232-7103.A good place cn od n tmact when new to the 
s. cene in D.C.—Lesbian coffeehouse nights
","***(**)","Organizations","",1981,"checked","","",,"manual"
"The Round-Up","Bars","430 8th Street SE","Washington","DC","","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Phase One","Bars","525 8th Street NE","Washington","DC","Tel.544-6831.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Pier","Bars","1824 Half Street SW","Washington","DC","","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Other Side","Bar/Restaurant","1345 Half Street","Washington","DC","","***","Bar/Restaurant","All other D.C. street addresses here have a cardinal direction (NE, SW, etc.) after them, which leads me to believe this might be inadequate for mapping.",1981,"checked","","",,"manual"
"Kalorama Cafe","Restaurants","2228 18th Street NW","Washington","DC","A woman-owned
restaurant featuring natural foods. Highly recommended.
Mr. P's, 2147 ""P"" Street,N.W. . Tel.293-1064.
","**","Restaurants","",1981,"","","",,"manual"
"Mr. P's","Restaurants","2147 P Street NW","Washington","DC","Tel.293-1064.
","*","Restaurants","",1981,"","","",,"manual"
"Passport to Leisure of Georgetown","Travel Agencies","1055 Thomas Jefferson Street, 20007","Washington","DC","Tel.(202)965-8800.
","-","","",1981,"","","",,"manual"
"Lammas","Feminist Bookstore","321 7th Street SE","Washington","DC","Tel . (2 02) 5 4 6-
<292.Women's books/ lesbian titles/posters/magazlnes/buttons/T-
3hirts/ — GAIA’S GUIDE and much much more.
","-","","",1981,"","","",,"manual"
"Lambda Rising","Bookstore","2012 S Street, 20016","Washington","DC","Tel.(202)462-6969 A well stocked alternative bookstore with lots of gay/lesbian and feminist titles. They also have an art gallery and sell
GAIA'S GUIDE.","-","","",1981,"","","",,"manual"
"Lammas Women's Shop","Feminist Store","321 7th Street SE","Washington","DC","Tel. (202)546-7292. Handcrafted gifts: pottery, staine’
glass, stationery, ticket sales, information on local communi-,
events and bulletin board. They sell GAIA’S GUIDE
","-","","",1981,"","","",,"manual"
"Parkside Plaza","Hotel","1336 I Street NW","Washington","DC","Tel.(202)347-3230.
","-","","",1981,"","","",,"manual"
"SHE","Publications","P.O. Box 2245","Opa-Locka","FL","lesbian entertainment |
magazine and bar guide for the state of Florida! Also community
resources, news items and classified ads. $5.00 per year.","-","","",1981,"checked","","",,"manual"
"ALIVE!","Publications","Plaza 7000, 7000 SW 62nd Avenue","Miami","FL","Tel.(305)666-2588.
","-","","",1981,"","","",,"manual"
"Florida Knight Life","Publications","4350 West Hallandale Beach Boulevard","Hollywood","FL","Tel.987-6767 .Glossy entertainment/bar guide. Monthly. Free '
in bars,etc.
","-","","",1981,"","","",,"manual"
"Southern Gay Liberator","Services","P.O. Box 2116, 33432","Hollywood","FL","","-","","",1981,"checked","","",,"manual"
"The Meeting Place","Bars","610 Court Street","Clearwater","FL","T6e1l-
.9 7
(80143.
)461-9704.
","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Pro Shop","Bars","Cleveland Street","Clearwater","FL","Tel.461-9704.","*","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Evening Edition","Bars","Bayview Shopping Plaza, 5675 North Atlantic Avenue","Coca","FL",".Tel.(305)783-9136","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Sebastians","Bars","2490 SW 17th Avenue","Coconut Grove","FL","Disco and Tea-
dances.Very highly recommended. Tel. (305)854-9216.
","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cheekers","Bars","1150 North Federal Highway","Dania","FL","","***?","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Angler's Cove","Bars","Highway A1a & Dania Beach Boulevard","Dania","FL","Tel.(305)925-9406","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Zodiac Lounge","Bars","1654 South Ridgewood","Daytona Beach","FL","Tel. 767-4624.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Landmark","Bars","615 Main Street","Daytona Beach","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Inferno","Bars","28 North Grand View","Daytona Beach","FL","Tel. 258-9259.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cobb's Corner","Restaurants","1650 S. Ridgewood","Daytona Beach","FL",".Tel.(904)761-9932.
","*","Restaurants","",1981,"","","",,"manual"
"Nite Fall Motel","Motels","640 South Ridghewood","Daytona Beach","FL","Tel.(904)252-4947. ","**","Hotels, Motels, Services?","",1981,"","","",,"manual"
"Amelia Bookstore","Feminist Bookstore","12 NW 8th Street","Gainesville","FL","Tel.(904)377-0234.Reading tables, bulletin board and referrals:
""We offer women space and view this as an important service
too.""—They carry records, jewelry,magazines and T-shirts as well .
as books for and by women including GAIA’S GUIDE.
","-","","",1981,"","","",,"manual"
"M.C.C.","Religious Groups","1127 Southwest 2nd Court","Fort Lauderdale","FL","Tel. 462-2004.
","-","","",1981,"","","",,"manual"
"Clever Bar","Bars","2999 West Broward Boulevard","Fort Lauderdale","FL","py hours
0346.Dancing/pool tables/pin-ball/Sunday tea-dances/happy hourand hot dogs. Very highly recommended","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Poop Deck","Bars","17 South Atlantic Boulevard","Fort Lauderdale","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Everglades","Bars","1931 South Federal Highway","Fort Lauderdale","FL","Tel. 564-9581","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Grotto","Bars","1914 East Oakland Park Boulevard","Fort Lauderdale","FL","eway. Tel.46Tel.541-9581","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"13 Buttons","Bars","1440 SE 17th Street Causeway","Fort Lauderdale","FL","Tel.463-","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Tunnel Bar","Bars","545 South Federal Highway","Fort Lauderdale","FL","Tel.761-9668","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Zelda's","Bars","4050 NW 9th Avenue","Fort Lauderdale","FL","Tel.561-8988","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Tacky's","Show-Bars","2509 West Broward Boulevard","Fort Lauderdale","FL","Tel.587-9962","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Copa","Show-Bars","624 SE 28th at US 1.","Fort Lauderdale","FL","Tel.463-1507.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Sandpiper","Show-Bars","2135 West Davie Boulevard","Fort Lauderdale","FL","Tel.792-1750.Champagne
brunch, piano bar, dinner and shows. Closed Mondays.
","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Galt Riviera","Motels","3811 North Ocean Boulevard","Fort Lauderdale","FL","Tel.(305)566-
8393.Swimming pool, but really for gay men. Reports?
","-","Hotels, Motels, Services?","",1981,"","","",,"manual"
"Valencia Resort","Resorts","3006 Valencia Street","Fort Lauderdale","FL","Tel.463-5844.""A
private resort experience!"" Deluxe rooms and suites—for gay
women and men","-","","",1981,"","","",,"manual"
"Bela Mar","Motels","3801 North Ocean Boulevard","Fort Lauderdale","FL","Tel.566-4376.Mostly
gay men.
","-","","",1981,"","","",,"manual"
"Marlin Beach Hotel","Hotel","17 South Atlantic Boulevard","Fort Lauderdale","FL","Tel.(3O5)467-6551.Luxury hotel/resort with 100 rooms,many with
spectacular views of the Atlantic Ocean. Swimming pool with
poolside bar and Poop Deck restaurant. Air-conditioned with
direct dial phones and T.V.—Entertainment in the bars and
restaurant. Mostly gay men but""gay women should never feel out of
place here.""
","-","","",1981,"","","",,"manual"
"Roommates Unlimited","Roommate Service","2378 West Oakland Park Boulevard","Fort Lauderdale","FL","Tel.739-2812.","-","","",1981,"","","",,"manual"
"Sappho II","Sea Cruise","","Fort Lauderdale","FL","Tel.(305)771-7948.Luxury, women-only boat
cruises","-","","",1981,"checked","","",,"manual"
"M.C.C. of the Palms","Religious Groups","4427 Palm Beach Boulevard","Fort Myers","FL","w
P
n
. O.
c hu
B
rc
o
h
x
a
0
t:
5 32
44
,
2
T
7
i c
P
e
a lm
3 3
B
90
ea
5
c
.
h |
nexdein Fort Myers. There’s a very good mixture of gay women and Tel.(813)694-2535. They have their own church at: 4427 Palm Beach Boulevard, nexdein Fort Myers. There’s a very good mixture of gay women and men.","-","","",1981,"","","",,"manual"
"The Club","Bars","1514 Jackson Street","Fort Myers","FL","Tel.332-1789.Open 9pm-2am
“ weekends till 5am. Private club. BYOB. Shows on Sundays.Gay
""omen and men.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lost Texans, Inc.","Bookstore","1661 Estero Boulevard","Fort Myers Beach","FL","Tel. (813)463-2474. General bookstore with a large section devotel , straights,
to gay and lesbian oriented books. Mail order service—write € |
be put on their mailing lists or for special orders. They s.) i
GAIA'S GUIDE","-","","",1981,"","","",,"manual"
"Lobby","Bars","231 Miracle Mile (Highway 98 near Fountain Square)","Fort Walton Beach","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"N.O.W./Lesbian Task Force","Groups","Reitz Union Building","Gainseville","FL","Tel.(90^)377-0365.Alternate phone number: 392-1634.
","-","","",1981,"checked","","",,"manual"
"Sheik's","Bars","1611 South West 13th Street","Gainesville","FL","Tel.378-8480.
","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Spectrum","Bars","210 West 2nd Avenue","Gainesville","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Melody Club","Bars","4130 NW 6th Street","Gainesville","FL","T
p
e
l
l
e
.3
a
7
s
6
e
-
. ,
T
p
e
l
l
e
.3
a
7
s
6
e
-
. ,
 Women's nights but may be closing--reports, please.","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Witch Hazel's","Bars","203 NW 6th Street","Gainesville","FL","el. (904)247-9435. ","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Zoo","Bars","203 NW 6th Street","Gainesville","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Fat Lady's","Bars","813 First Avenue","Hallendale","FL","Tel.454-3404. Disco dancing, pool table, 85% gay women and recommended.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"800 North Back Room","Bars","800 Norht Federal HIghway","Hallendale","FL","Tel. 458-9003.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Sandy's Kitchen","Restaurants","800 North Federal Highway","Hallendale","FL","Shrimp/chicken/burgers. Recommended","**","Restaurants","",1981,"","","",,"manual"
"J.P.'s","Bars","1795 West Okeechobee Road","Hialeah","FL","Tel.888-9567.A
liberated bar where ""everybody does their own thing"",--Gay and
straights. Shows","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Stonewall Library and Archives","Resources and References","P.O. Box 2084, 33020","Hollywood","FL","Tel.(305)922-2937 Maintaining a large collection of books,
publications, clippings, records, papers, etc . dealing with
homosexuality, gay liberation and lesbian/f eminism. Involved in
political activism and the distribution of related literature.
","-","","",1981,"checked","","",,"manual"
"Top's Lounge","Bars","2027 Pembroke Road","Hollywood","FL","Te 1. ( 305 )9 21-
6563.Reasonable drinks and superb atmosphere. Dancing, pool
tables, clientel: 100% women — open 7pm-6am 7 days a week. Pin
ball mach ines/large T.V. screens for special events. Local and
out-of-town artists featured when available. They sell GAIA'S
| GUIDE and say, ""We work hard to keep our place up to a standard
that gay women can be proud of.""
","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Top Flight Travel","Travel Agencies and Clubs","5804 Tyler Street","Hollywood","FL","Tel. 963-0940. ""Out
of the closet—and into the plane!"". Alternate phone number: 625-
3113","-","","",1981,"","","",,"manual"
"Michael's","Restaurants","715 South 21st Avenue","Hollywood","FL","Tel.921-2644.
","*","Restaurants","",1981,"","","",,"manual"
"Lesbian Task Force","Groups","","Jacksonville","FL","Tel.398-7728.
","**","Organizations","",1981,"checked","","",,"manual"
"The Dudes (My Little Dude)","Bars","2952 Roosevelt and Willowbranch","Jacksonville","FL","Noisy, crowded, friendly. Pool table 90% gay women. Located across from Farmbest Dairy. Recommended.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Springfield","Bars","1724 North Main Street","Jacksonville","FL","100% gay women","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Back Door","Bars","6644 Arlington Road","Jacksonville","FL","Tel.(904)725-9749.Disco dancing, pool tables, other games and occasional entertainment. They have a boutique, sell GAIA'S GUIDE and are hightly recommended. Open 4pm-2am Mon.-Sat.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"New Phoenix","Bars","1440 San Marco Boulevard","Jacksonville","FL","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Bo's Crow Bar","Bars","504 North First Street","Jacksonville Beach","FL","el.249-9297.Open
noon-2am seven days a week. ","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Monster","Bars","400 Front Street","Key West","FL","Fabulous
; indoor/outdoor bar. Four separate areas of incredible design.
Very popular with gay women as well as men. Recommended.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Delmonico's","Bars","218 Duval Street","Key West","FL","Patio and gardens.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Rooftop Cafe","Restaurants","300 Front Street","Key West","FL","Tel.294-2042.
","*","Restaurants","",1981,"","","",,"manual"
"Poor Richard's Buttery","Restaurants","1200 Simanton","Key West","FL","T
l.
e
(3
l.
0
2
5
9
)
4
2
-
9
0
6
7
-
1
5
7
","*","Restaurants","",1981,"","","",,"manual"
"Claire","Restaurants","-Gingerbread Square, 33040","Key West","FL","T e
T
l.
e
(3
l.
0
2
5
9
)
4
2
-
9
0
6
7
-
1
5
7
5
.
58.
","*","Restaurants","",1981,"checked","","",,"manual"
"Floridian Motel of Key West","Motels","1212 Simanton Street","Key West","FL","The largest gay resort in Key West. It's
lesbian owned and has a fresh water pool in tropical gardens.
Luxury suites, air conditioned and heated. Near beach and discos.
Motel units, sundeck,ef f iciencies and reasonable rates. Highly
recommended
","-","","",1981,"","","",,"manual"
"Casa Donovan","Guest House","617 Whitehead Street","Key West","FL","T
he
e l.
""
(
K
3
e
0
y
5 )
W
29
e
4
s
-
A guest house for gay women and men-- ask about the ""Key West Moon Bow Tours"" Reasonable rates and a very hospitable host
t.","-","","",1981,"","","",,"manual"
"Center Gardens Guest House","Guest House","920 Center Street","Key West","FL","Tel.(305)294-81 47.A woman-only guest house set in super
tropical old town homes. Very hot tub and outdoor shower. Pul)
kitchens and sound systems. Friendly people","-","","",1981,"","","",,"manual"
"Ellie's Nest","Guest House","1414 Newton Street","Key West","FL","Tel.(305)296.
5757.A new guest house for women only. Reasonable rates,
beautiful surroundings and friendly people. They sell GAIA:
GUIDE.
","-","","",1981,"","","",,"manual"
"The Bookshop","Bookstore","534 Fleming Street","Key West","FL","full range of
feminist books. They sell GAIA’S GUIDE.
","-","","",1981,"","","",,"manual"
"Green Parrot","Bars","1028 East Main Street","Lakeland","FL","Dancing, pool table, regular drag shows.
Food is served and it's highly recommended","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Sly Fox","Bars","5224 State Road 33","Lakeland","FL","Tel.(813)682-9489 Private
club and it might be Just gay men so ring up first and check.
Located 3 1/2 miles north of Lakeland Hills Blvd, on Lake Desson.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Kathy's","Bars","23 South Dixie Highway","Lake Worth","FL","Tel. (305)586-
5664.Dancing/pool/pin—ball & other games. Women guest artists and
female impersonators. Open mike nights. It’s a private club but
a copy of GAIA'S GUIDE and valid I.D. will get you in. ""Built by
women for women.""","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Music Box","Bars","628 Lakeland Avenue","Lake Worth","FL","Tel.582-6331-Open fon-
Sat: 10am-2am; Sunday 1pm-midnight.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Other End Lounge","Bars","12143 Gulf Boulevard","Medeira Beach","FL","Tel •(813)393-
9013.
","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Christ Metropolitan Community Church","Religious Groups","NE 23rd Street & 2nd Ct.","Miami","FL","""Where Lesbian Women are a Vital Part of Worship.""","-","","",1981,"","","",,"manual"
"Alternatives Counseling Center, Inc.","Counselling/Therapy","561 NE 79th Street","Miami","FL","Tel.(305)757-9702. A private counseling center with special outreach to persons in alternative lifestyles. Sensitive |
to the needs of gay persons, their approach 1s integrative rather than segregative open 10am-7pm.","-","","",1981,"","","",,"manual"
"The Mug Bar","Bars","3058 NW 79th Street","Miami","FL","Tel.691-9727.Beer/wine/pool tables and pin-ball.
 Open12 noon-1am seven days a week.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Blackie's Hideaway","Bars","2847 Coral.","Miami","FL","Highly recommended women-only room in the Cambridge.
","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"C.B.'s Bar","Bars","3660 NW 79th Street","Miami","FL","Tel.836-4052. ""Wash your duds while you drink some suds.""--Open seven days
a week-lOam-lam","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Warehouse","Bars","3604 SW 8th Street","Miami","FL","Tel.445-8713.Disco featuring women-only nights. ","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Hamlet's Hideaway","Show-Bars","841 NE First Avenue or 3416 Main Highway","Miami","FL","Tel.358- 3736.The address might be: 3416 Main Highway. Showtimes are Sat.k Sun. nights","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Mayflower Back Room","Show-Bars","1716 Alton Road","Miami","FL","Tel.673-6345.Disco dancing on a glass dance floor — is it a women’s bar or has it j
become a men’s bar? Reports,please.Located in Miami Beach area. ","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Cambridge","Bar/Restaurant","2847 Coral Way","Miami","FL","Tel. 442-2472
","**","Bar/Restaurant","",1981,"","","",,"manual"
"Candlelight Club","Restaurants","2869 SW 27th Avenue","Miami","FL","el.444-4555.
","*","Restaurants","",1981,"","","",,"manual"
"Visa Travel","Travel Agencies and Clubs","2114 Ponce de Leon Boulevard","Miami","FL","Tel.(305)444-8484.""Able to provide whatever services the gay community might require without any hassles or raised eyebrows."" Contacts are maintained with gay-oriented travel groups.","-","","",1981,"","","",,"manual"
"Miss Kay's Zoo Lounge","Show-Bars","2457 Collins Avenue","Miami Beach","FL","Tel.531-0801. Show-bar located in the Surfside Plaza. There's a swimming pool and show time is Fri. & Sat at 11:30pm.
he bar is open from llam-2am. Recommended.
","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
