record_id,title,description,type,address,city,state,publication,year,notes,amenityfeatures,stars,star.type,full.address,status,geoAddress,lat,lon
d-2000-01710,24 Road Video Exchange,(at Mesa Mall) 970/243-4112,Erotica,639 24 Rd,Grand Junction,CO,Bob Damron's Address Book,2000,,,,,"639 24 Rd ,  Grand Junction ,  CO",Google Verified Location,"639 24 rd, grand junction, co 81505, usa",39.0977628,-108.6085169
d-2000-01711,Hawthorne & Lincoln Parks,,Cruisy Areas,,Grand Junction,CO,Bob Damron's Address Book,2000,,"Cruisy Area,(AYOR)",,,"NA, Grand Junction, CO",Verified Location,unclear_coded_by_hand,39.075019,-108.544832
d-2000-01712,Walker Wildlife Area,Hyw 6/50 west of Mesa Mall  (nr the CO river) in the woods,Cruisy Areas,,Grand Junction,CO,Bob Damron's Address Book,2000,,"Cruisy Area,(AYOR)",,,"NA, Grand Junction, CO",Verified Location,unclear_coded_by_hand,39.106128,-108.649952
d-2000-01713,Greeley Gay/Lesbian/Bisexual/Transgender Alliance,U of Northern Colorado  970/351-1484 leave message for referrals,Info Lines & Services,,Greeley,CO,Bob Damron's Address Book,2000,,,,,"NA, Greeley, CO",Verified Location,unclear_coded_by_hand,40.40627,-104.69446
d-2000-01714,Island Grove Park,,Cruisy Areas,,Greeley,CO,Bob Damron's Address Book,2000,,"Cruisy Area,(AYOR)",,,"NA, Greeley, CO",Verified Location,unclear_coded_by_hand,40.438617,-104.702579
d-2000-01715,Pueblo After 2,"719/564-4004 social/educational network, monthly mtgs, newsletter",Info Lines & Services,,Pueblo,CO,Bob Damron's Address Book,2000,,,,,"NA, Pueblo, CO",Location could not be verified. General city or location coordinates used.,unclear_coded_by_hand,38.254447,-104.609141
d-2000-01716,Pirate's Cove,"719/542-9624 2pm-2am, from 4pm Sun, clsd Mon",Bars,105 Central Plaza,Pueblo,CO,Bob Damron's Address Book,2000,,"(MW),(NH),(WC)",,,"105 Central Plaza ,  Pueblo ,  CO",Google Verified Location,"105 central plaza, pueblo, co 81003, usa",38.2681642,-104.6093358
d-2000-01717,Aqua Splash,719/543-3913 hrs vary,Nightclubs,806 S Santa Fe Dr,Pueblo,CO,Bob Damron's Address Book,2000,,"(MW),(D),(S-1965-2002),(WC)",,,"806 S Santa Fe Dr ,  Pueblo ,  CO",Google Verified Location,"806 s santa fe ave, pueblo, co 81006, usa",38.2531234,-104.6065568
d-2000-01718,Mineral Palace Park,17th St  (13th St exit off I-25),Cruisy Areas,,Pueblo,CO,Bob Damron's Address Book,2000,,"Cruisy Area,(AYOR)",,,"NA, Pueblo, CO",Verified Location,unclear_coded_by_hand,38.28112,-104.607067
d-2000-01719,Elk River Estates,"970/879-7556 full brkfst, suburban townhouse",Accommodations,,Steamboat Springs,CO,Bob Damron's Address Book,2000,,(GF),,,"NA, Steamboat Springs, CO",Location could not be verified. General city or location coordinates used.,unclear_coded_by_hand,40.484977,-106.831716
d-2000-01720,Antlers at Vail,"970/476-2471 apts, hot tub",Accommodations,680 W Lionshead Pl,Vail,CO,Bob Damron's Address Book,2000,,"(GF),(SW)",,,"680 W Lionshead Pl ,  Vail ,  CO",Google Verified Location,"680 w lionshead cir, vail, co 81657, usa",39.6436566,-106.3906061
d-2000-01721,Sweet Basil,"970/476-0125 lunch & dinner, bar",Restaurants,193 E Gore Creek Dr,Vail,CO,Bob Damron's Address Book,2000,,(WC),,,"193 E Gore Creek Dr ,  Vail ,  CO",Google Verified Location,"193 gore creek dr, vail, co 81657, usa",39.6408609,-106.3746646
d-2000-01722,The Bear Paw Inn,970/887-1351 massive log lodge on top of mtn w/ spectacular views of Rocky Mtn Nat'l Park,Accommodations,871 Bear Paw Dr,Winter Park,CO,Bob Damron's Address Book,2000,,(GF),,,"871 Bear Paw Dr ,  Winter Park ,  CO",Google Verified Location,"winter park, co 80482, usa",39.8916537,-105.7630624
d-2000-01723,Beau West B&B,"970/726-5145, 800/473-5145 full brkfst",Accommodations,148 Fir Dr,Winter Park,CO,Bob Damron's Address Book,2000,,"(GF),(GO)",,,"148 Fir Dr ,  Winter Park ,  CO",Google Verified Location,"148 fir dr, winter park, co 80482, usa",39.8916239,-105.7662708
d-2000-01799,Pleasure Entertainment Center,303/934-2373,Erotica,3250 W Alameda,Denver,CO,Bob Damron's Address Book,2000,location from entry #1703's description,,,,"3250 W Alameda ,  Denver ,  CO",Google Verified Location,"w alameda dr, lakewood, co 80228, usa",39.7052065,-105.139595
d-2000-01800,Pleasure Entertainment Center,303/825-6505,Erotica,3490 W Colfax,Denver,CO,Bob Damron's Address Book,2000,location from entry #1703's description,,,,"3490 W Colfax ,  Denver ,  CO",Google Verified Location,"3490 w colfax ave, denver, co 80204, usa",39.7401563,-105.0332103
d-2001-01363,Cottonwood Inn,"719/589-3882, 800/955-2623",Accommodations,123 San Juan Ave,Alamosa,CO,Bob Damron's Address Book,2001,,"(GF),(NS)",,,"123 San Juan Ave ,  Alamosa ,  CO",Google Verified Location,"123 san juan ave, alamosa, co 81101, usa",37.4687957,-105.8668927
d-2001-01364,Aspen Mountain Lodge,"970/925-7650, 800/362-7736 hot tub",Accommodations,311 W Main St,Aspen,CO,Bob Damron's Address Book,2001,,"(GF),(SW)",,,"311 W Main St ,  Aspen ,  CO",Google Verified Location,"311 w main st, aspen, co 81611, usa",39.1917912,-106.8258346
d-2001-01365,Hotel Aspen,"970/925-3441, 800/527-7369 hot tub",Accommodations,110 W Main St,Aspen,CO,Bob Damron's Address Book,2001,,"(GF),(SW)",,,"110 W Main St ,  Aspen ,  CO",Google Verified Location,"110 w main st, aspen, co 81611, usa",39.1920175,-106.8229415
d-2001-01366,Hotel Lenado,"970/925-6246, 800/321-3457 full brkfst, hot tub, bar",Accommodations,200 S Aspen St,Aspen,CO,Bob Damron's Address Book,2001,,(GF),,,"200 S Aspen St ,  Aspen ,  CO",Google Verified Location,"200 s aspen st, aspen, co 81611, usa",39.1900418,-106.8216649
d-2001-01367,Sardy House,"970/920-2525, 800/321-3457 hot tub",Accommodations,128 E Main St,Aspen,CO,Bob Damron's Address Book,2001,,"(GF),(SW)",,,"128 E Main St ,  Aspen ,  CO",Google Verified Location,"128 e main st, aspen, co 81611, usa",39.1915529,-106.8217587
d-2001-01368,Snow Queen Victorian B&B/ Cooper St Lofts,970/925-8455 hot tub,Accommodations,124 E Cooper,Aspen,CO,Bob Damron's Address Book,2001,,(GF),,,"124 E Cooper ,  Aspen ,  CO",Google Verified Location,"124 e cooper ave, aspen, co 81611, usa",39.189089,-106.8227464
d-2001-01369,Double Diamond,970/920-6905 seasonal,Bars,450 S Galena,Aspen,CO,Bob Damron's Address Book,2001,,"(GF),(S-1965-2002)",,,"450 S Galena ,  Aspen ,  CO",Google Verified Location,"450 s galena st, aspen, co 81611, usa",39.1874098,-106.8187854
d-2001-01370,Syzygy,"970/925-3700 seasonal, 6pm-10pm, bar till 2am",Restaurants,520 E Hyman,Aspen,CO,Bob Damron's Address Book,2001,,"(E),(WC)",,,"520 E Hyman ,  Aspen ,  CO",Google Verified Location,"520 e hyman ave, aspen, co 81611, usa",39.1889339,-106.8177916
d-2001-01371,Explore Booksellers & Bistro,"970/925-5336 10am-8pm, gourmet vegetarian",Bookstores,221 E Main,Aspen,CO,Bob Damron's Address Book,2001,,"(F),(WC)",,,"221 E Main ,  Aspen ,  CO",Google Verified Location,"221 e main st, aspen, co 81611, usa",39.1907958,-106.8211536
d-2001-01372,Boulder Victoria Historic B&B,(at 13th) 303/938-1300 patio,Accommodations,1305 Pine St,Boulder,CO,Bob Damron's Address Book,2001,,(GF),,,"1305 Pine St ,  Boulder ,  CO",Google Verified Location,"1305 pine st, boulder, co 80302, usa",40.020474,-105.2792244
d-2001-01373,The Briar Rose B&B,(at 22nd St) 303/442-3007,Accommodations,2151 Arapahoe Ave,Boulder,CO,Bob Damron's Address Book,2001,,(GF),,,"2151 Arapahoe Ave ,  Boulder ,  CO",Google Verified Location,"2151 arapahoe ave, boulder, co 80302, usa",40.0149803,-105.266422
d-2001-01374,The Foundry,303/447-1803 11am-1:30am,Bars,1109 Walnut,Boulder,CO,Bob Damron's Address Book,2001,,"(GF),(D),(S-1965-2002),(WC)",,,"1109 Walnut ,  Boulder ,  CO",Google Verified Location,"1109 walnut st, boulder, co 80302, usa",40.0170388,-105.2806943
d-2001-01375,The Yard,"(at Bluff) 303/443-1987 4pm-1:30am, from 2pm wknds",Nightclubs,2690 28th St #C,Boulder,CO,Bob Damron's Address Book,2001,,"(MW),(D),(WC)",,,"2690 28th St #C ,  Boulder ,  CO",Google Verified Location,"2690 28th st # c, boulder, co 80301, usa",40.0270674,-105.2575251
d-2001-01376,Walnut Cafe,"(at 30th) 303/447-2315 7am-4pm, patio",Cafes,3073 Walnut,Boulder,CO,Bob Damron's Address Book,2001,,"(*),(WC)",,,"3073 Walnut ,  Boulder ,  CO",Google Verified Location,"3073 walnut st, boulder, co 80301, usa",40.0207404,-105.2526419
d-2001-01377,Left Hand Books,"lower level (E of Broadway) 303/443-8252 10am-9pm, noon-6pm Sun",Bookstores,1200 Pearl St,Boulder,CO,Bob Damron's Address Book,2001,,,,,"1200 Pearl St ,  Boulder ,  CO",Google Verified Location,"1200 pearl st, boulder, co 80302, usa",40.0178501,-105.2796244
d-2001-01378,Word Is Out,"(btwn Canyon & Arapahoe) 303/449-1415 10am-7pm, noon-5pm Sun, lgbt sections",Bookstores,1731 15th St,Boulder,CO,Bob Damron's Address Book,2001,,(WC),,,"1731 15th St ,  Boulder ,  CO",Google Verified Location,"1731 15th st, boulder, co 80302, usa",40.0155846,-105.2753677
d-2001-01379,Aria,"(at Spruce) 303/442-5694 10am-6pm, noon-5pm Sun, gifts",Retail Shops,2043 Broadway,Boulder,CO,Bob Damron's Address Book,2001,,(WC),,,"2043 Broadway ,  Boulder ,  CO",Google Verified Location,"2043 broadway, boulder, co 80302, usa",40.0185898,-105.2805233
d-2001-01380,The New Stand,(at Grove) 303/442-9515,Erotica,1720 15th St,Boulder,CO,Bob Damron's Address Book,2001,,,,,"1720 15th St ,  Boulder ,  CO",Google Verified Location,"1720 15th st, boulder, co 80302, usa",40.0152117,-105.27469
d-2001-01381,Old Town Guest House B&B,"719/632-9194, 888/375-4210 hot tub",Accommodations,115 S 26th St,Colorado Springs,CO,Bob Damron's Address Book,2001,,(GF),,,"115 S 26th St ,  Colorado Springs ,  CO",Google Verified Location,"115 s 26th st, colorado springs, co 80904, usa",38.847441,-104.8645578
d-2001-01382,Quality Inn-Garden of the Gods,719/593-9119,Accommodations,555 W Garden of the Gods,Colorado Springs,CO,Bob Damron's Address Book,2001,,"(GF),(SW)",,,"555 W Garden of the Gods ,  Colorado Springs ,  CO",Google Verified Location,"garden of the gods rd, colorado springs, co, usa",38.8966749,-104.845821
d-2001-01383,Hide & Seek Complex,"(at Walnut) 719/634-9303 10:30am-2am, till 5am Fri-Sat, 5 bars & restaurant",Nightclubs,512 W Colorado,Colorado Springs,CO,Bob Damron's Address Book,2001,,"(*),(MW),(D),(CW),(S-1965-2002),(YC),(WC)",,,"512 W Colorado ,  Colorado Springs ,  CO",Google Verified Location,"512 w colorado ave, colorado springs, co 80905, usa",38.8329172,-104.8349166
d-2001-01384,Dale Street Cafe,"(at Nevada) 719/578-9898 11am-9pm, clsd Sun",Restaurants,115 E Dale,Colorado Springs,CO,Bob Damron's Address Book,2001,,,,,"115 E Dale ,  Colorado Springs ,  CO",Google Verified Location,"115 e dale st, colorado springs, co 80903, usa",38.844889,-104.8221745
d-2001-01385,First Amendment Adult Bookstore,(at Nevada) 719/630-7676,Erotica,220 E Filmore,Colorado Springs,CO,Bob Damron's Address Book,2001,,,,,"220 E Filmore ,  Colorado Springs ,  CO",Google Verified Location,"220 e fillmore st, colorado springs, co 80907, usa",38.8747052,-104.8184522
d-2001-01386,Las Vegas Video Palace III,719/538-9675,Erotica,1613 La Shelle Wy,Colorado Springs,CO,Bob Damron's Address Book,2001,,,,,"1613 La Shelle Wy ,  Colorado Springs ,  CO",Google Verified Location,"1613 lashelle way, colorado springs, co 80906, usa",38.766676,-104.796577
d-2001-01387,XXX-Treme Mature Fantasy Store,719/638-0200,Erotica,620 Peterson Rd,Colorado Springs,CO,Bob Damron's Address Book,2001,,,,,"620 Peterson Rd ,  Colorado Springs ,  CO",Google Verified Location,"620 peterson rd, colorado springs, co 80915, usa",38.8411717,-104.7025378
d-2001-01388,Lesbian/ Gay/ Bisexual Community Services Center of Colorado,"(at 2nd Ave) 303/733-7743, 303/837-1598 (TDD) 10am-6pm Mon-Fri, extensive resoucres & support groups",Info Lines & Services,234 Broadway,Denver,CO,Bob Damron's Address Book,2001,,(WC),,,"234 Broadway ,  Denver ,  CO",Google Verified Location,"234 n broadway, denver, co 80203, usa",39.7200739,-104.9871501
d-2001-01389,Rainbow Alley,"303/832-2260 drop-in center for lgbt youth, social/ support groups, also medical clinic",Info Lines & Services,919 E 14th Ave,Denver,CO,Bob Damron's Address Book,2001,,,,,"919 E 14th Ave ,  Denver ,  CO",Google Verified Location,"919 e 14th ave, denver, co 80218, usa",39.73869,-104.9760395
d-2001-01390,Elyria's Western Guest House,"(btwn I-70 & Brighton) 303/291-0915 hot tub, historic neighborhood",Accommodations,1655 E 47th Ave,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NS)",,,"1655 E 47th Ave ,  Denver ,  CO",Google Verified Location,"1655 east 47th ave., denver, co 80216, usa",39.7820435,-104.9675209
d-2001-01391,"The Gregory Inn, LoDo","(at 25th St) 303/295-6570, 800/925-6570 jacuzzis",Accommodations,2500 Arapahoe St,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(GO)",,,"2500 Arapahoe St ,  Denver ,  CO",Google Verified Location,"2500 arapahoe st, denver, co 80205, usa",39.7563433,-104.9842274
d-2001-01392,Hotel Monaco,"(at 17th) 303/296-1717, 800/397-5380 gym, spa, also Italian restaurant",Accommodations,1717 Champa St,Denver,CO,Bob Damron's Address Book,2001,,(GF),,,"1717 Champa St ,  Denver ,  CO",Google Verified Location,"1717 champa st, denver, co 80202, usa",39.7477995,-104.9927838
d-2001-01393,Radisson Denver Stapleton Plaza,"(at 35th) 303/321-3500, 800/333-3333 also restaurant",Accommodations,3333 Quebec St,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(SW),(WC)",,,"3333 Quebec St ,  Denver ,  CO",Google Verified Location,"3333 quebec st, denver, co 80207, usa",39.7643798,-104.9040977
d-2001-01394,Royal Host Motel,(at Ogden) 303/831-7200 next door to 'Charlie's Denver',Accommodations,930 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(WC)",,,"930 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"930 e colfax ave, denver, co 80218, usa",39.7397012,-104.9757308
d-2001-01395,Victoria Oaks Inn,(at 16th) 303/355-1818,Accommodations,1575 Race St,Denver,CO,Bob Damron's Address Book,2001,,"(GS),(GO)",,,"1575 Race St ,  Denver ,  CO",Google Verified Location,"1575 race st, denver, co 80206, usa",39.7414294,-104.9638243
d-2001-01396,BJ's Carousel,"(at Arkansas) 303/777-9880 noon-2am, from 10am wknds, also restaurant",Bars,1380 S Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(*),(M-1996-2005),(NH),(TG),(F),(K),(S-1965-2002),(WC),(GO)",,,"1380 S Broadway ,  Denver ,  CO",Google Verified Location,"1380 s broadway, denver, co 80210, usa",39.6914568,-104.9871082
d-2001-01397,Brick's,"(at Franklin) 303/377-5400 10am-2am, lunch Mon-Fri, brunch wknds",Bars,1600 E 17th Ave,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH),(WC)",,,"1600 E 17th Ave ,  Denver ,  CO",Google Verified Location,"1600 e 17th ave, denver, co 80218, usa",39.7430209,-104.9680458
d-2001-01398,The Brig,"(btwn 1st & 2nd Aves) 303/777-9378 noon-2am, male dancers Sat",Bars,117 Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH),(S-1965-2002)",,,"117 Broadway ,  Denver ,  CO",Google Verified Location,"117 n broadway, denver, co 80203, usa",39.7187837,-104.9876734
d-2001-01399,C's,"(at Trenton) 303/322-4436 5pm-midnight, till 2am Fri-Sat",Bars,7900 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(W-1990-2005),(D)",,,"7900 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"7900 e colfax ave, denver, co 80220, usa",39.739664,-104.8961
d-2001-01400,Cafe Cero,"(btwn Arkansas & Florida) 303/282-1446 4pm-1:30am Tue-Sat, also restaurant",Bars,1446 S Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(GS),(NH),(F)",,,"1446 S Broadway ,  Denver ,  CO",Google Verified Location,"1446 s broadway, denver, co 80210, usa",39.6903456,-104.987101
d-2001-01401,Centerfield,(at 20th St) 303/298-7378 sports bra,Bars,2936 Fox St,Denver,CO,Bob Damron's Address Book,2001,,(MW),,,"2936 Fox St ,  Denver ,  CO",Google Verified Location,"2936 fox st, denver, co 80202, usa",39.7591965,-104.9952119
d-2001-01402,Charlie's,"(at Emerson) 303/839-8890 11am-4am, also restaurant",Bars,900 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(*),(M-1996-2005),(D),(CW),(WC)",,,"900 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"900 e colfax ave, denver, co 80218, usa",39.7397476,-104.9761697
d-2001-01403,Club Stud,(at Byers) 303/733-9398 7am-2am,Bars,255 S Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH)",,,"255 S Broadway ,  Denver ,  CO",Google Verified Location,"255 s broadway, denver, co 80223, usa",39.7119276,-104.9877857
d-2001-01404,The Compound,"(at 2nd Ave) 303/722-7977 7am-2am, from 8am Sun",Bars,145 Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH),(D),(A)",,,"145 Broadway ,  Denver ,  CO",Google Verified Location,"145 n broadway, denver, co 80223, usa",39.7192335,-104.9876915
d-2001-01405,The Den,"(at Sheridan) 303/623-7998 10am-2am, also restaurant, dinner nightly, brunch Sun",Bars,5110 W Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(MW),(NH),(WC)",,,"5110 W Colfax Ave ,  Denver ,  CO",Google Verified Location,"5110 w colfax ave, denver, co 80204, usa",39.7401405,-105.0524766
d-2001-01406,Denver Detour,"(at Pearl, use back entrance) 303/861-1497 11am-2am, lunch & dinner served",Bars,551 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(*),(MW),(E),(WC)",,,"551 E Colfax Ave ,  Denver ,  CO",Google Verified Location,,39.740219,-104.980359
d-2001-01407,The Denver Wrangler,"(at 17th Ave) 303/837-1075 11am-2am, levi/ bear cruise bar",Bars,1700 Logan Ave,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(B-1999-2005),(WC)",,,"1700 Logan Ave ,  Denver ,  CO",Google Verified Location,"logan st, denver, co 80216, usa",39.7901341,-104.9828564
d-2001-01408,The Grand,"(at Pearl) 303/839-5390 3pm-2am, upscale piano bar",Bars,538 E 17th Ave,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(E),(WC)",,,"538 E 17th Ave ,  Denver ,  CO",Google Verified Location,"538 e 17th ave, denver, co 80203, usa",39.743091,-104.9801522
d-2001-01409,The Longhorn,"(at St Paul) 303/321-6627 7am-2am, strippers",Bars,3014 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(MW),(NH),(S-1965-2002),(WC)",,,"3014 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"3014 e colfax ave, denver, co 80206, usa",39.7399682,-104.9513883
d-2001-01410,Mr Bill's,(at 11th Ave) 303/534-1759 10am-2am,Bars,1027 Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH)",,,"1027 Broadway ,  Denver ,  CO",Google Verified Location,"1027 broadway, denver, co 80203, usa",39.732651,-104.987667
d-2001-01411,The Old Tequila Rose,303/295-2819 11:30am-2am,Bars,5190 Brighton Blvd,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(NH),(MR-L)",,,"5190 Brighton Blvd ,  Denver ,  CO",Google Verified Location,"5190 brighton blvd, denver, co 80216, usa",39.7906557,-104.9599888
d-2001-01412,R&R Denver,(at Elm) 303/320-9337 11am-2am,Bars,4958 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,"(MW),(NH)",,,"4958 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"4958 e colfax ave, denver, co 80220, usa",39.7398957,-104.9295103
d-2001-01413,Safari Bar,(at 31st) 303/298-7959 noon-2am,Bars,500 Denargo Market,Denver,CO,Bob Damron's Address Book,2001,,"(MW),(D)",,,"500 Denargo Market ,  Denver ,  CO",Google Verified Location,"500 denargo market, denver, co 80216, usa",39.7617779,-104.9899421
d-2001-01414,The Triangle,"(at 20th Ave) 303/293-9009 3pm-2am, till 4am wknds, from 11am Sun",Bars,2036 Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(M-1996-2005),(L-1990-2005)",,,"2036 Broadway ,  Denver ,  CO",Google Verified Location,"2036 broadway, denver, co 80205, usa",39.7499449,-104.9871189
d-2001-01415,The Zu,(at Bayaud) 303/777-0193 noon-2am,Bars,60 S Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(MW),(D),(K),(S-1965-2002),(WC)",,,"60 S Broadway ,  Denver ,  CO",Google Verified Location,"60 s broadway, denver, co 80209, usa",39.7153931,-104.9871391
d-2001-01416,Amsterdam,(at 29th) 303/405-4458 afterhours,Nightclubs,2901 Walnut,Denver,CO,Bob Damron's Address Book,2001,,"(*),(GS),(D)",,,"2901 Walnut ,  Denver ,  CO",Google Verified Location,"2901 walnut st, denver, co 80205, usa",39.7623645,-104.9826659
d-2001-01417,Bent,"303/813-1159 9pm-2am, from 5pm Fri & Sat, theme nights, patio",Nightclubs,1669 Clarkson,Denver,CO,Bob Damron's Address Book,2001,,"(*),(MW),(D),(V),(WC)",,,"1669 Clarkson ,  Denver ,  CO",Google Verified Location,"1669 clarkson st, denver, co 80218, usa",39.7427784,-104.97757
d-2001-01418,Club Synergy,"(at 33rd St) 303/296-9515 8pm-5am Fri, from 11pm Sat, 9pm-4am Sun",Nightclubs,3240 Larimer,Denver,CO,Bob Damron's Address Book,2001,,"(*),(MW),(D),(A),(18+)",,,"3240 Larimer ,  Denver ,  CO",Google Verified Location,"3240 larimer st, denver, co 80205, usa",39.7645894,-104.9771499
d-2001-01419,La Rumba,"(at Broadway) 303/572-8006 9pm-2am, clsd Mon & Wed, salsa dance club/ lessons",Nightclubs,99 W 9th Ave,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(D),(F),(E)",,,"99 W 9th Ave ,  Denver ,  CO",Google Verified Location,"99 w 9th ave, denver, co 80204, usa",39.730665,-104.9886301
d-2001-01420,Maxillian's,(at 21st St) 303/297-0015,Nightclubs,2151 Lawrence St,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(D),(YC)",,,"2151 Lawrence St ,  Denver ,  CO",Google Verified Location,"2151 lawrence st, denver, co 80205, usa",39.7539051,-104.9901536
d-2001-01421,The Raven,(at 22nd) no phone,Nightclubs,2217 Welton St,Denver,CO,Bob Damron's Address Book,2001,,(MR),,,"2217 Welton St ,  Denver ,  CO",Google Verified Location,"2217 welton st, denver, co 80205, usa",39.750596,-104.9839516
d-2001-01422,Rock Island,"(at Wazee) 303/572-7625 9pm-2am, call for events",Nightclubs,1614 15th St,Denver,CO,Bob Damron's Address Book,2001,,"(GF),(D),(A),(YC),(WC)",,,"1614 15th St ,  Denver ,  CO",Google Verified Location,"1614 15th st, denver, co 80202, usa",39.7503801,-105.0018304
d-2001-01423,Snake Pit,(at Washington) 303/831-1234 4pm-2am,Nightclubs,608 E 13th Ave,Denver,CO,Bob Damron's Address Book,2001,,"(*),(GS),(D),(A),(WC)",,,"608 E 13th Ave ,  Denver ,  CO",Google Verified Location,"608 e 13th ave, denver, co 80203, usa",39.7367366,-104.9794962
d-2001-01424,Tracks 2000,"(btwn 20th & Chestnut) 303/292-6600 8pm-2am, from 5:30pm Fri, clsd Sun-Tue, 18+ Th",Nightclubs,2975 Fox St,Denver,CO,Bob Damron's Address Book,2001,,"(*),(M-1996-2005),(D),(WC)",,,"2975 Fox St ,  Denver ,  CO",Google Verified Location,"2975 fox st, denver, co 80202, usa",39.7592414,-104.9955179
d-2001-01425,Java Creek,"(at 3rd Ave) 303/377-8902 7am-6pm, 9am-4pm Sun",Cafes,287 Columbine St,Denver,CO,Bob Damron's Address Book,2001,,(WC),,,"287 Columbine St ,  Denver ,  CO",Google Verified Location,"287 columbine st, denver, co 80206, usa",39.7207528,-104.9572256
d-2001-01426,Basil Ristorante,"(at Bayaud) 303/832-8009 lunch wkdys, dinner nightly, nouvelle Italian",Restaurants,846 Broadway,Denver,CO,Bob Damron's Address Book,2001,,"(*),(BW),(WC)",,,"846 Broadway ,  Denver ,  CO",Google Verified Location,"846 broadway, denver, co 80203, usa",39.7299602,-104.9870321
d-2001-01427,Hugh's New American Bistro,"(btwn Florida & Arkansas) 303/744-1940 6pm-10pm, from 5pm Fri-Sat, clsd Sun-Mon, full bar",Restaurants,1469 S Pearl,Denver,CO,Bob Damron's Address Book,2001,,,,,"1469 S Pearl ,  Denver ,  CO",Google Verified Location,"1469 s pearl st, denver, co 80210, usa",39.6898556,-104.9808295
d-2001-01428,Janleone,"(at Colfax) 303/863-8433 dinner, also Sun brunch, clsd Mon, patio",Restaurants,1509 Marion,Denver,CO,Bob Damron's Address Book,2001,,"(E),(WC)",,,"1509 Marion ,  Denver ,  CO",Google Verified Location,,39.740182,-104.972307
d-2001-01429,Las Margaritas,"303/777-0194 11am-close, bar till 2am, Mexican",Restaurants,1066 Old S Gaylord St,Denver,CO,Bob Damron's Address Book,2001,,"(*),(WC)",,,"1066 Old S Gaylord St ,  Denver ,  CO",Google Verified Location,"s gaylord st, denver, co, usa",39.6875115,-104.9616869
d-2001-01430,Racine's,"(btwn 8th & 9th) 303/595-0418 brkfst, lunch, dinner & Sun brunch, full bar",Restaurants,850 Bannock St,Denver,CO,Bob Damron's Address Book,2001,,,,,"850 Bannock St ,  Denver ,  CO",Google Verified Location,"850 bannock st, denver, co 80204, usa",39.7301586,-104.9903903
d-2001-01431,Wazee Supper Club,"(at Wazee) 303/623-9518 11am-2am, noon-midnight Sun",Restaurants,1600 15th St,Denver,CO,Bob Damron's Address Book,2001,,(BW),,,"1600 15th St ,  Denver ,  CO",Google Verified Location,"1600 15th st, denver, co 80202, usa",39.7502674,-105.001548
d-2001-01432,Category Six,"(at Ellsworth) 303/777-0788 10am-6pm, 11am-5pm Sun, exclusively gay men's titles",Bookstores,42 S Broadway,Denver,CO,Bob Damron's Address Book,2001,,(WC),,,"42 S Broadway ,  Denver ,  CO",Google Verified Location,"42 s broadway, denver, co 80209, usa",39.7158264,-104.9873129
d-2001-01433,Isis Bookstore,"(at Ivanhoe) 303/321-0867 10am-7pm, till 6pm Fri-Sat, noon-5pm Sun, new age, metaphysical",Bookstores,5701 E Colfax Ave,Denver,CO,Bob Damron's Address Book,2001,,(WC),,,"5701 E Colfax Ave ,  Denver ,  CO",Google Verified Location,"5701 e colfax ave, denver, co 80220, usa",39.7404797,-104.9209308
d-2001-01434,Magazine City,"(at Sherman) 303/861-8249 10am-6pm, 11am-5pm wknds",Bookstores,200 E 13th Ave,Denver,CO,Bob Damron's Address Book,2001,,,,,"200 E 13th Ave ,  Denver ,  CO",Google Verified Location,"200 e 13th ave, denver, co 80203, usa",39.7366121,-104.984459
