"geocode.value","lon","lat","geoAddress"
"Bethlehem, NH",-71.6875364,44.2803843,"bethlehem, nh, usa"
"Galisteo, NM",-105.9464093,35.3955945,"galisteo, nm 87540, usa"
"Taos, NM",-105.5733788,36.4072134,"taos, nm 87571, usa"
"NM, NM",-105.0323635,34.9727305,"new mexico, usa"
"New Rochelle, NY",-73.7862714,40.9200244,"new rochelle, ny, usa"
"Brookylyn, NY",-73.9441579,40.6781784,"brooklyn, ny, usa"
"Rodchester, NY",-77.6088465,43.1565779,"rochester, ny, usa"
"Highland, NY",-73.9601382,41.7209267,"highland, ny 12528, usa"
"North Salem, NY",-73.5719051,41.3350356,"north salem, ny 10560, usa"
"Stubenville, OH",-80.6339638,40.3697905,"steubenville, oh, usa"
"Glenford, OH",-82.317094,39.8881223,"glenford, oh 43739, usa"
"Pique, OH",-84.2424449,40.1447732,"piqua, oh, usa"
"Loraine, OH",-82.1823746,41.452819,"lorain, oh, usa"
"Tusla, OK",-95.989501,36.1551375,"tulsa, ok, usa"
"Rosenburg, OR",-123.3417381,43.216505,"roseburg, or, usa"
"Atoona, PA",-78.3947359,40.5186809,"altoona, pa, usa"
"Monteclair, PA",-75.502411,40.1389933,"mont clare, pa, usa"
"Pocono Mountains, PA",-75.4344727,41.0700078,"pocono mountains, pennsylvania, usa"
"Narragansett, RI",-71.449503,41.4500844,"narragansett, ri, usa"
"Clarksville, TN",-87.3611694,36.5297706,"clarksville, tn, usa"
"Corpus Christie, TX",-97.4029944,27.7964047,"corpus christi, tx, usa"
"Armarillo, TX",-101.8320065,35.2069816,"amarillo, tx, usa"
"Ogden, UT",-111.97051,41.2185625,"ogden, ut, usa"
"Lynchburg, VA",-79.1422071,37.4148819,"lynchburg, va, usa"
"St. Thomas, VI",-64.8940946,18.3380965,"st thomas, 00802, usvi"
"Saint Croix, VI",-64.8347992,17.7245968,"st croix, usvi"
"Walden, VT",-72.2231563,44.4497781,"walden, vt, usa"
"Kennewick, WA",-119.119948,46.2086683,"kennewick, wa, usa"
"Winter, WI",-91.0118303,45.8196834,"winter, wi 54896, usa"
"Greenbay, WI",-88.0132958,44.5133188,"green bay, wi, usa"
"Winooski, VT",-73.1856832,44.491438,"winooski, vt, usa"
"Engelwood, NJ",-73.9749414,40.8945161,"englewood, nj 07631, usa"
"Mays Landing, NJ",-74.7276626,39.4523385,"mays landing, hamilton, nj 08330, usa"
"Roselle, NJ",-74.2630358,40.6576386,"roselle, nj, usa"
"Somerville, NJ",-74.6037212,40.566144,"somerville, nj 08876, usa"
"AK, United States",-154.4930619,63.588753,"alaska, usa"
"Gadsden, AL",-86.0066386,34.014264,"gadsden, al, usa"
"Mesa, AZ",-111.8314724,33.4151843,"mesa, az, usa"
"Clear Lake, CA",-122.831015,39.0581905,"clear lake, california, usa"
"Auberry, CA",-119.4854113,37.0807823,"auberry, ca, usa"
"Glendale, CA",-118.2488703,34.1463674,"glendale, ca, usa"
"Northridge, CA",-118.5361381,34.2354576,"northridge, los angeles, ca, usa"
"Encino, CA",-118.5011688,34.1592881,"encino, los angeles, ca, usa"
"Woodland Hills, CA",-118.6058267,34.1685035,"woodland hills, los angeles, ca, usa"
"Fort Bragg, CA",-123.8052935,39.445723,"fort bragg, ca 95437, usa"
"Ontario, CA",-117.6483422,34.0645932,"ontario, ca, usa"
"Campbell, CA",-121.9499568,37.2871651,"campbell, ca, usa"
"Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa"
"Aurora, CO",-104.8319195,39.7294319,"aurora, co, usa"
"Black Rock, CT",-73.2265251,41.153683,"black rock, bridgeport, ct, usa"
"Boca Grande, FL",-82.2616717,26.7490152,"boca grande, fl 33921, usa"
"Cape Coral, FL",-81.9597375,26.6297378,"cape coral, fl, usa"
"Pineland, FL",-82.1534262,26.6606283,"pineland, fl 33922, usa"
"St Augustin's, FL",-81.3139313,29.8921835,"st. augustine, fl, usa"
"Decatur, GA",-84.2963123,33.7748275,"decatur, ga, usa"
"Pahoa, HI",-154.9494112,19.4954397,"pāhoa, hi 96778, usa"
"Kauia, HI",-159.5261238,22.0964396,"kauai, hawaii, usa"
"Driggs, ID",-111.1110708,43.7231216,"driggs, id, usa"
"Ceour d'Alene, ID",-116.7812225,47.6734632,"coeur d'alene, id, usa"
"Columbus, IN",-85.9213796,39.2014404,"columbus, in, usa"
"Owensboro, KY",-87.1128721,37.767366,"owensboro, ky, usa"
"Florence, MA",-72.6719853,42.335505,"florence, northampton, ma, usa"
"Gloucester, MA",-70.660782,42.624532,"gloucester, ma, usa"
"Ipswich, MA",-70.8375741,42.6801022,"ipswich, ma, usa"
"Lennox, MA",-73.2850138,42.3571806,"lenox, ma, usa"
"Ware, MA",-72.2426091,42.2606211,"ware, ma 01082, usa"
"Ashby, MA",-71.8187139,42.6772767,"ashby, ma 01431, usa"
"Belmont, MA",-71.1776114,42.3956405,"belmont, ma, usa"
"Annapolis, MD",-76.489642,38.9764364,"annapolis, md, usa"
"Laurel, MD",-76.8483061,39.0992752,"laurel, md, usa"
"Montgomery County, MD",-77.2405153,39.1547426,"montgomery county, md, usa"
"Randallstown, MD",-76.7952525,39.3673278,"randallstown, md, usa"
"Penobscot, ME",-68.7111393,44.4645202,"penobscot, me 04476, usa"
"Wells, ME",-70.5805209,43.3222329,"wells, me, usa"
"Lewsiton, ME",-70.2147764,44.100351,"lewiston, me 04240, usa"
"Mount Pleasant, MI",-84.7675139,43.5978075,"mt pleasant, mi 48858, usa"
"East Lancing, MI",-84.4838654,42.7369792,"east lansing, mi, usa"
"Lancing, MI",-84.5538664,42.7335993,"lansing, mi, usa"
"Saint Paul, MN",-93.0899578,44.9537029,"st paul, mn, usa"
"Clayton, MO",-90.3368502,38.6501348,"clayton, mo, usa"
"Hickory, NC",-81.3444573,35.7344538,"hickory, nc, usa"
"Winston, NC",-80.2434028,36.0948221,"winston-salem, nc, usa"
"Ashland Village, NH",-71.631185,43.6953754,"ashland, nh, usa"
"Montgomery, NJ",-74.6525401,40.416838,"montgomery, nj, usa"
"Skillman, NJ",-74.7146817,40.4201165,"skillman, montgomery, nj 08558, usa"
"Corrales, NM",-106.6066926,35.2378197,"corrales, nm, usa"
"Farmingdale, NY",-73.4454009,40.7325997,"farmingdale, ny 11735, usa"
"Central Islip, NY",-73.2017811,40.7906538,"central islip, ny, usa"
"Huntington Sation, NY",-73.4115091,40.8534318,"huntington station, ny, usa"
"Monroe, OH",-84.3610458,39.4450552,"monroe, oh, usa"
"Clyde, OH",-82.975192,41.3042201,"clyde, oh 43410, usa"
"Days Creek, OR",-123.1729844,42.9723883,"days creek, or, usa"
"Roseburg, OR",-123.3417381,43.216505,"roseburg, or, usa"
"Sunny Valley, OR",-123.3756188,42.6390067,"sunny valley, or 97497, usa"
"Conneaut Lake, PA",-80.3053416,41.6033874,"conneaut lake, pa 16316, usa"
"Doylestown, PA",-75.1298939,40.3101063,"doylestown, pa 18901, usa"
"East Stroudsburg, PA",-75.1817547,41.0030522,"east stroudsburg, pa 18301, usa"
"Natrona Heights, PA",-79.7298446,40.623038,"natrona heights, pa 15065, usa"
"Scotrun, PA",-75.3168751,41.0611335,"scotrun, pocono township, pa, usa"
"Shohola, PA",-74.9158255,41.4750198,"shohola, pa 18458, usa"
"Counce, TN",-88.2735399,35.0422751,"counce, tn 38326, usa"
"Ogden, TX",-98.2586228,29.6343932,"ogden, garden ridge, tx 78154, usa"
"Salt Lake City, TX",-111.8881397,40.7605601,"salt lake city, ut, usa"
"Athens, VT",-72.5679089,43.1330826,"athens, vt, usa"
"Little Rock, WA",-123.0179182,46.9017652,"littlerock, wa 98512, usa"
"Fond-Du-Lac, WI",-88.4470508,43.7730448,"fond du lac, wi, usa"
"Wascott, WI",-91.7982412,46.1724425,"wascott, wi 54859, usa"
"Fort Collins, WY",-121.3931226,38.7828563,"fort collins way, roseville, ca 95747, usa"
"Big Horn Basis, WY",-108.1995708,44.2996353,"bighorn basin, wyoming 82410, usa"
"Eagle River, AK",-149.5680499,61.3293186,"eagle river, anchorage, ak, usa"
"Prescott, AZ",-112.4681888,34.5394432,"prescott, az, usa"
"Sepulveda, CA",-118.4763844,34.2356114,"north hills, los angeles, ca 91343, usa"
"Point Richmond, CA",-122.383404,37.9252463,"point richmond, richmond, ca, usa"
"Altadena, CA",-118.1313188,34.190162,"altadena, ca, usa"
"Bishop, CA",-118.395236,37.3613936,"bishop, ca 93514, usa"
"Chico, CA",-121.8379978,39.7282839,"chico, ca, usa"
"Lancaster, CA",-118.1481016,34.703947,"lancaster, ca, usa"
"Covelo, CA",-123.2480687,39.7929324,"covelo, ca 95428, usa"
"Navarro, CA",-123.5447005,39.1527213,"navarro, ca, usa"
"Cathedral City, CA",-116.4668036,33.7805388,"cathedral city, ca, usa"
"Daly CIty, CA",-122.4702079,37.6879241,"daly city, ca, usa"
"Durham, CA",-121.7999767,39.6462733,"durham, ca, usa"
"Waterford, CT",-72.148459,41.3491303,"waterford, ct, usa"
"Fernandina Beach, FL",-81.4625919,30.6696818,"fernandina beach, fl 32034, usa"
"Bradenton, FL",-82.5734288,27.4991266,"bradenton, fl, usa"
"Pinellas County, FL",-82.7778579,27.876394,"pinellas county, fl, usa"
"Albany, GA",-84.1513687,31.5784757,"albany, ga, usa"
"Kurtistown, HI",-155.0579604,19.5929892,"kurtistown, hi, usa"
"Pahala, HI",-155.477252,19.2025209,"pahala, hi 96777, usa"
"Idaho Falls, ID",-112.0407506,43.4926602,"idaho falls, id, usa"
"Coeur d'Alene, ID",-116.7812225,47.6734632,"coeur d'alene, id, usa"
"Champaign / Urbana, IL",-88.2072697,40.1105875,"urbana, il, usa"
"Shelburne Falls, MA",-72.7380247,42.6036478,"shelburne falls, ma 01370, usa"
"Roxbury, MA",-71.0834538,42.3286377,"roxbury, boston, ma, usa"
"North Plymouth, MA",-70.6828139,41.9709365,"north plymouth, plymouth, ma, usa"
"Ellicott City, MD",-76.7983067,39.2673283,"ellicott city, md, usa"
"Readfield, ME",-69.9667188,44.3878453,"readfield, me 04355, usa"
"Royal Oak, MI",-83.1446485,42.4894801,"royal oak, mi, usa"
"Walhala, MI",-86.114741,43.9463038,"walhalla, branch township, mi, usa"
"Owendale, MI",-83.2680084,43.7291829,"owendale, mi 48754, usa"
"Livonia, MI",-83.3527097,42.36837,"livonia, mi, usa"
"Honor, MI",-86.0181451,44.6638886,"honor, mi 49640, usa"
"St. Paul, AZ",-111.0937311,34.0489281,"arizona, usa"
"McLeansville, NC",-79.6586383,36.1073575,"mcleansville, nc, usa"
"Holden, NC",-78.2693885,33.9139209,"holden beach, nc, usa"
"Franklin, NC",-83.3815429,35.1823171,"franklin, nc 28734, usa"
"Barrington, NH",-71.0470077,43.2228599,"barrington, nh, usa"
"Greenland, NH",-70.8328322,43.0361995,"greenland, nh, usa"
"Riveredge, NJ",-74.0331028,40.9328047,"river edge, nj, usa"
"Montclair, NJ",-74.2212494,40.8167968,"montclair, nj, usa"
"Oaklyn, NJ",-75.0790384,39.9046997,"oaklyn, nj 08107, usa"
"Englewood, NJ",-73.9749414,40.8945161,"englewood, nj 07631, usa"
"Maplewood, NJ",-74.2679249,40.7355105,"maplewood, nj, usa"
"Ringwood, NJ",-74.2556198,41.0727928,"ringwood, nj, usa"
"Dumont, NJ",-73.9922444,40.9445364,"dumont, nj 07628, usa"
"Convent Station, NJ",-74.4457962,40.7802559,"convent station, morris twp, nj 07960, usa"
"Maywood, NJ",-74.061749,40.9026522,"maywood, nj, usa"
"Oakland, NJ",-74.2399201,41.0264137,"oakland, nj, usa"
"Woodbridge, NJ",-74.3004456,40.5630218,"woodbridge township, nj, usa"
"Jefferson Township, NJ",-74.5063791,41.0358966,"jefferson, nj, usa"
"Red Bank, NJ",-74.0702853,40.3508977,"red bank, nj 07701, usa"
"Stateline, NV",-119.9399029,38.9624079,"stateline, nv, usa"
"Manhatten, NY",-73.9821938,40.7685167,"manhattan, new york, ny, usa"
"Seneca Falls, NY",-76.7966215,42.9106219,"seneca falls, ny 13148, usa"
"NY, United States",-74.0059728,40.7127753,"new york, ny, usa"
"White Plains, NY",-73.7650415,41.0332209,"white plains, ny, usa"
"South Beach, NY",-74.0668076,40.5903824,"south beach, staten island, ny 10305, usa"
"New Paltz, NY",-74.0868095,41.7475933,"new paltz, ny 12561, usa"
"Windham, NY",-74.2520875,42.3073065,"windham, ny 12496, usa"
"Forest Hills, NY",-73.8448469,40.718106,"forest hills, queens, ny, usa"
"Clarence Center, NY",-78.6375283,43.0106139,"clarence center, ny, usa"
"East Worcester, NY",-74.6715361,42.6234089,"east worcester, ny, usa"
"Odessa, NY",-76.7894627,42.3366545,"odessa, ny 14869, usa"
"Bradford, OH",-84.4307831,40.1322719,"bradford, oh 45308, usa"
"Parma Heights, OH",-81.7595769,41.3900518,"parma heights, oh 44130, usa"
"Salem, OH",-80.8567501,40.9008923,"salem, oh 44460, usa"
"Lakewood, OH",-81.7981908,41.4819932,"lakewood, oh, usa"
"Lincoln City, OR",-124.0159354,44.9620902,"lincoln city, or, usa"
"Corvallis, OR",-123.2619607,44.5646356,"corvallis, or, usa"
"Rogue River, OR",-123.1719976,42.435954,"rogue river, or, usa"
"Estacada, OR",-122.3351638,45.2877198,"estacada, or, usa"
"Ashford-Medford-Grants Pass, OR",-123.3283925,42.4390069,"grants pass, or, usa"
"O'Brien, OR",-123.7032075,42.0672375,"o'brien, or 97534, usa"
"Coos Bay, OR",-124.2131325,43.3672213,"coos bay, or, usa"
"White Haven, PA",-75.774082,41.06064,"white haven, pa 18661, usa"
"Narbeth, PA",-75.26046,40.0084456,"narberth, pa, usa"
"Springfield, PA",-77.1945247,41.2033216,"pennsylvania, usa"
"Hilton Head, SC",-80.752608,32.216316,"hilton head island, sc, usa"
"Rogersville, TN",-83.0054423,36.407317,"rogersville, tn 37857, usa"
"South Padre Island, TX",-97.1681257,26.1118401,"south padre island, tx, usa"
"Kanab, UT",-112.5263145,37.0474855,"kanab, ut 84741, usa"
"Shaftesbury, VT",-73.1955094,43.0036753,"shaftsbury, vt, usa"
"Lebanon, VT",-72.2517569,43.6422934,"lebanon, nh, usa"
"Winooksi, VT",-73.1856832,44.491438,"winooski, vt, usa"
"Putney, VT",-72.5217237,42.975268,"putney, vt 05346, usa"
"Cle Elum, WA",-120.939249,47.1953976,"cle elum, wa 98922, usa"
"Seaview, WA",-124.0546003,46.3345443,"seaview, wa 98644, usa"
"Washington, D.C., Washington, D.C.",-77.0368707,38.9071923,"washington, dc, usa"
"Berkeley Springs, WV",-78.2271957,39.6269902,"berkeley springs, wv 25411, usa"
"Jackson, WY",-110.7624282,43.4799291,"jackson, wy, usa"
"AL, United States",-86.902298,32.3182314,"alabama, usa"
"Steamboat Springs, CO",-106.8317158,40.4849769,"steamboat springs, co 80487, usa"
"Hana, HI",-155.9879885,20.7557169,"hana, hi 96713, usa"
"Kula, HI",-156.3248772,20.791352,"kula, hi, usa"
"KS, United States",-98.4842465,39.011902,"kansas, usa"
"Greenville, RI",-71.5520069,41.8712103,"greenville, smithfield, ri, usa"
"Hilton Head, RI",-71.4774291,41.5800945,"rhode island, usa"
"Spartanburg, RI",-71.4774291,41.5800945,"rhode island, usa"
"Virginia Beach, VA",-75.9792194,36.8516437,"virginia beach, va, usa"
"Charlestown, RI",-71.6418744,41.3832162,"charlestown, ri, usa"
"East Brunswick, NJ",-74.392598,40.438555,"east brunswick, nj, usa"
"Colonial Beach, VA",-76.963583,38.2545737,"colonial beach, va 22443, usa"
"Newtown, CT",-73.3088459,41.4135467,"newtown, ct, usa"
"Highlands, NJ",-73.9938064,40.404895,"highlands, nj 07732, usa"
"Ukiah, CA",-123.2077831,39.1501709,"ukiah, ca 95482, usa"
"La Selva, CA",-121.8590912,36.9405963,"la selva beach, ca 95076, usa"
"Cotati, CA",-122.7096666,38.3293416,"cotati, ca 94931, usa"
"Kapaa, HI",-159.3245926,22.0947394,"kapaʻa, hi 96746, usa"
"Aiken, RI",-71.4774291,41.5800945,"rhode island, usa"
"Los Gatos, CA",-121.9623751,37.2358078,"los gatos, ca, usa"
"Vacaville, CA",-121.9877444,38.3565773,"vacaville, ca, usa"
"Carmel, CA",-121.9232879,36.5552386,"carmel-by-the-sea, ca 93921, usa"
"Myrtle Beach, RI",-71.4774291,41.5800945,"rhode island, usa"
"Columbia, RI",-120.822886082078,47.4387193721197,"columbia river"
"Manhatten, KS",-96.573317,39.179475,"manhattan, ks, usa"
"St Paul, MN",-93.0899578,44.9537029,"st paul, mn, usa"
"Lahaina, HI",-156.6816195,20.882371,"lahaina, hi, usa"
"Newport News, VA",-76.4730122,37.0870821,"newport news, va, usa"
"West Hempsted, NY",-73.6501295,40.7048242,"west hempstead, ny, usa"
"Collingswood, NJ",-75.0886484,39.9187524,"collingswood, nj, usa"
"Havherill, MA",-71.0770811,42.7765894,"haverhill, ma, usa"
"Morro Bay, CA",-120.8499924,35.3659445,"morro bay, ca, usa"
"Clifton, NJ",-74.1610268,40.8654493,"clifton, nj, usa"
"Brookline, MA",-71.1211635,42.3317642,"brookline, ma, usa"
"Chapman, NC",-79.0192997,35.7595731,"north carolina, usa"
"Wailuku, HI",-156.5048344,20.8869433,"wailuku, hi 96793, usa"
"San Angelo, TX",-100.4370375,31.4637723,"san angelo, tx, usa"
"Florence, RI",-71.4774291,41.5800945,"rhode island, usa"
"Wheatridge, CO",-105.0772063,39.766098,"wheat ridge, co, usa"
"Hillcrest, CA",-117.1647094,32.7478638,"hillcrest, san diego, ca 92103, usa"
"Columbia, OH",-81.507063,40.5750628,"columbia, oh 44622, usa"
"Soquel, CA",-121.9573713,36.9881855,"soquel, ca, usa"
"Marrero, LA",-90.1003506,29.8993723,"marrero, la 70072, usa"
"Glendale, AZ",-112.1859866,33.5386523,"glendale, az, usa"
"Mission, MO",-89.5956047,36.871058,"509 ruth st, sikeston, mo 63801, usa"
"Millbourne, PA",-75.2501821,39.9634461,"millbourne, pa 19082, usa"
"Falls Church, VA",-77.1710914,38.882334,"falls church, va, usa"
"Annadale, VA",-77.1963703,38.8303905,"annandale, va, usa"
"Overland Park, MO",-91.8318334,37.9642529,"missouri, usa"
"Atascadero, CA",-120.6707255,35.4894169,"atascadero, ca 93422, usa"
"Port St. Lucie, FL",-80.3582261,27.2730492,"port st. lucie, fl, usa"
"Whittier, CA",-118.0326781,33.9754423,"whittier, ca, usa"
"Poulsbo, WA",-122.6465372,47.735928,"poulsbo, wa 98370, usa"
"Saguache, CO",-106.1419671,38.0875,"saguache, co 81149, usa"
"Whitehorn, CA",-123.9430274,40.0236386,"whitethorn, ca 95589, usa"
"Madisonville, LA",-90.1570232,30.4043607,"madisonville, la 70447, usa"
"Walloomsac, NY",-73.3237218,42.9242447,"walloomsac, ny 12090, usa"
"New Almdaden, CA",-121.8207855,37.1760566,"new almaden, ca 95120, usa"
"Warren, NH",-71.8920283,43.9231239,"warren, nh, usa"
"Kerhonkson, NY",-74.2982059,41.7748155,"kerhonkson, ny 12446, usa"
"St Paul, AZ",-111.0937311,34.0489281,"arizona, usa"
"Sylva, NC",-83.2133448,35.3746077,"sylva, nc 28779, usa"
"Pembroke, ME",-67.1787932,44.9496216,"pembroke, me 04666, usa"
"Green Mountain Falls, CO",-105.0169263,38.9349905,"green mountain falls, co, usa"
"Bloomingdale, NJ",-74.3265737,41.0020929,"bloomingdale, nj, usa"
"Zionsville, IN",-86.2788948,39.9500433,"zionsville, in, usa"
"Encinitas, CA",-117.2919818,33.0369867,"encinitas, ca, usa"
"South Norwalk, CT",-73.4187303,41.0937079,"south norwalk, norwalk, ct 06854, usa"
"Santa Maria, CA",-120.4357191,34.9530337,"santa maria, ca, usa"
"Yardley, PA",-74.8459972,40.245664,"yardley, pa 19067, usa"
"Kihei, HI",-156.4541873,20.7399409,"kihei, hi 96753, usa"
"Ocracoke, NC",-75.9810097,35.1146152,"ocracoke, nc 27960, usa"
"Gualala, CA",-123.5312691,38.7693215,"gualala, ca 95445, usa"
"Somerset, NJ",-74.4884868,40.497604,"somerset, franklin township, nj 08873, usa"
"Vieques, PR",-65.4400985,18.1262854,"vieques, puerto rico"
"Gray, TN",-82.4765352,36.4198258,"gray, tn 37615, usa"
"Louisville, KS",-96.3147204,39.250274,"louisville, ks 66547, usa"
"Kahulul, HI",-156.4728725,20.8893016,"kahului, hi, usa"
"Kuritstown, HI",-155.0579604,19.5929892,"kurtistown, hi, usa"
"East Drummerston, VT",-72.538599,42.9292184,"east dummerston, dummerston, vt 05346, usa"
"Andes, NY",-74.7858037,42.188935,"andes, ny 13731, usa"
"Anniston, AL",-85.8316318,33.6598257,"anniston, al, usa"
"Homer, AK",-151.5299245,59.6480855,"homer, ak, usa"
"Sitka, AK",-135.3345513,57.0532193,"sitka, ak, usa"
"Bullhead City, AZ",-114.5285981,35.1359386,"bullhead city, az, usa"
"Jerome, AZ",-112.1137716,34.7489107,"jerome, az 86331, usa"
"Lake Powell, AZ",-111.2433108,37.0682619,"lake powell, united states"
"Sedona, AZ",-111.8137258,34.862614,"sedona, az 86336, usa"
"Batesville, AR",-91.6409431,35.7696862,"batesville, ar 72501, usa"
"Crossett, AR",-91.9611917,33.1240976,"crossett, ar 71635, usa"
"Huntsville, AR",-93.7349696,36.0874118,"huntsville, ar 72740, usa"
"Jonesboro, AR",-90.7051346,35.835696,"jonesboro, ar, usa"
"Angeles Nat'l Forest, CA",-118.2511876,34.3752755,"angeles national forest, california 91042, usa"
"Arcata, CA",-124.0828396,40.8665166,"arcata, ca, usa"
"Big Bear Lake, CA",-116.9114215,34.2438963,"big bear lake, ca, usa"
"Big Sur, CA",-121.8080556,36.2704233,"big sur, ca, usa"
"Castroville, CA",-121.7517702,36.7619511,"castroville, ca, usa"
"Chula Vista, CA",-117.0841955,32.6400541,"chula vista, ca, usa"
"Crescent City, CA",-124.2025913,41.7557501,"crescent city, ca, usa"
"East Bay, CA",-122.2913078,37.8271784,"san francisco bay area, ca, usa"
"Fremont, CA",-121.988583,37.5485396,"fremont, ca, usa"
"Garberville, CA",-123.79492,40.1000828,"garberville, ca, usa"
"Healdsburg, CA",-122.8700509,38.6081693,"healdsburg, ca 95448, usa"
"Idyllwild, CA",-116.7152556,33.7467471,"idyllwild-pine cove, ca, usa"
"La Jolla, CA",-117.2712717,32.8328112,"la jolla, san diego, ca, usa"
"Malibu, CA",-118.6923438,34.0380585,"malibu, ca, usa"
"Marysville, CA",-121.5913547,39.1457253,"marysville, ca, usa"
"Merced, CA",-120.484268,37.302947,"merced, ca, usa"
"Pescadero, CA",-122.3830152,37.2551636,"pescadero, ca, usa"
"Placerville, CA",-120.798546,38.7296252,"placerville, ca 95667, usa"
"Red Bluff, CA",-122.2358302,40.1784886,"red bluff, ca 96080, usa"
"Riverton, CA",-120.449806,38.771023,"riverton, ca 95726, usa"
"San Clemente, CA",-117.6126004,33.4273521,"san clemente, ca, usa"
"Santa Margarita, CA",-120.6092971,35.3899526,"santa margarita, ca, usa"
"Springville, CA",-118.8181495,36.1302265,"springville, ca 93265, usa"
"Turlock, CA",-120.8459786,37.4945743,"turlock, ca, usa"
"Twentynine Palms, CA",-116.0541689,34.1355582,"twentynine palms, ca 92277, usa"
"Victorville, CA",-117.2927641,34.5362184,"victorville, ca, usa"
"Visalia, CA",-119.2966367,36.3301329,"visalia, ca, usa"
"White Hall, CA",-120.402138,38.776382,"white hall, ca 95726, usa"
"Yosemite Nat'l Park, CA",-119.5383294,37.8651011,"yosemite national park, california, usa"
"Durango, CO",-107.8792499,37.2739528,"durango, co, usa"
"Woodland Park, CO",-105.0569301,38.9938808,"woodland park, co 80863, usa"
"Bristol, CT",-72.9492703,41.6717648,"bristol, ct 06010, usa"
"Hammonasset, CT",-72.5584208,41.2666982,"hammonasset beach state park, 1288 boston post rd, madison, ct 06443, usa"
"Meriden, CT",-72.8070435,41.5381535,"meriden, ct, usa"
"Ridgefield, CT",-73.4975412,41.2840635,"ridgefield, ct 06877, usa"
"Stamford, CT",-73.5394821,41.0527986,"stamford, ct, usa"
"Amelia Island, FL",-81.460856,30.6265697,"amelia island, florida 32034, usa"
"Key Biscayne, FL",-80.1628248,25.693713,"key biscayne, fl 33149, usa"
"Madison, FL",-83.4129254,30.4693772,"madison, fl 32340, usa"
"Naples, FL",-81.7955475,26.1391777,"naples, fl, usa"
"Ocoee, FL",-81.5439619,28.5691677,"ocoee, fl, usa"
"Titusville, FL",-80.8084112,28.6080347,"titusville, fl, usa"
"Venice, FL",-82.4506436,27.0996077,"venice, fl, usa"
"Carrollton, GA",-85.0766113,33.5801103,"carrollton, ga, usa"
"Lake Lanier, GA",-84.040284,34.1786948,"lake lanier, georgia, usa"
"Marietta, GA",-84.5499358,33.9532531,"marietta, ga, usa"
"Aiea, Oahu, HI",-157.9308871,21.3791929,"aiea, hi 96701, usa"
"Captain Cook, Hawaii, HI",-155.9101252,19.4889833,"captain cook, hi, usa"
"Haiku, Maui, HI",-156.3258333,20.9175,"haiku, haiku-pauwela, hi 96708, usa"
"Hamakua Coast, HI",-155.2419078,19.991576,"hamakua, laupahoehoe, hi 96764, usa"
"Hana, Maui, HI",-155.9879885,20.7557169,"hana, hi 96713, usa"
"Hilo, HI",-155.084887,19.7216023,"hilo, hi 96720, usa"
"Honaunau-Kona, HI",-155.8906512,19.4574001,"honaunau-napoopoo, hi 96704, usa"
"Honokaa, Hawaii, HI",-155.4695392,20.079467,"honokaa, hi 96727, usa"
"Honolulu, Oahu, HI",-157.8581401,21.3098845,"honolulu, hi, usa"
"Huelo, Maui, HI",-156.2275,20.9083333,"huelo, hi 96708, usa"
"Kailua, HI",-157.743368,21.3945828,"kailua, hi, usa"
"Kailua-Kona, HI",-155.9962255,19.6419129,"kailua-kona, hi, usa"
"Kamalo, HI",-156.8769444,21.0505556,"kamalō, hi 96748, usa"
"Kapaa, Kauai, HI",-159.3245926,22.0947394,"kapaʻa, hi 96746, usa"
"Kaunakakai, Molokai, HI",-157.0186282,21.0909869,"kaunakakai, hi, usa"
"Kihei, Maui, HI",-156.4541873,20.7399409,"kihei, hi 96753, usa"
"Kilauea, Kauai, HI",-159.4073395,22.2120504,"kilauea, hi 96754, usa"
"Lahaina, Maui, HI",-156.6816195,20.882371,"lahaina, hi, usa"
"Lihue, Kauai, HI",-159.3672769,21.9742235,"lihue, hi 96766, usa"
"Makena, Maui, HI",-156.4425,20.6544444,"makena, hi 96753, usa"
"Pahoa, Hawaii, HI",-154.9494112,19.4954397,"pāhoa, hi 96778, usa"
"Volcano Village, HI",-155.2351628,19.4282321,"volcano, hi 96785, usa"
"Wailuku, Maui, HI",-156.5048344,20.8869433,"wailuku, hi 96793, usa"
"ID, United States",-114.7420408,44.0682019,"idaho, usa"
"Ashton, ID",-111.4482884,44.0715807,"ashton, id 83420, usa"
"Lava Hot Springs, ID",-112.0110712,42.6193625,"lava hot springs, id 83246, usa"
"Lower Stanley, ID",-114.9299884,44.2164623,"stanley, id 83278, usa"
"Twin Falls, ID",-114.4700518,42.5558381,"twin falls, id, usa"
"IL, United States",-89.3985283,40.6331249,"illinois, usa"
"Alton, IL",-90.1842764,38.8906038,"alton, il, usa"
"Decatur, IL",-88.9530693,39.8436162,"decatur, il, usa"
"Granite City, IL",-90.1487199,38.7014389,"granite city, il, usa"
"Hoffman Estates, IL",-88.1227199,42.0629915,"hoffman estates, il, usa"
"Ina, IL",-88.9039554,38.1511606,"ina, il 62846, usa"
"Kankakee, IL",-87.8611531,41.1200325,"kankakee, il, usa"
"LaGrange, IL",-87.8692254,41.8050314,"la grange, il, usa"
"Leroy, IL",-88.764237,40.3519795,"le roy, il 61752, usa"
"Marion, IL",-88.9277023,37.7308077,"marion, il 62959, usa"
"Marseilles, IL",-88.7081293,41.3308666,"marseilles, il 61341, usa"
