"city","new.city","state"
"Joliet","Joliet","IL"
"Jonesboro","Jonesboro","AR"
"Jonesboro","Jonesboro","IL"
"Jonesborough","Jonesborough","TN"
"Joplin","Joplin","MO"
"Joshua Tree","Joshua Tree","CA"
"Joshua Tree Nat'l Park","Joshua Tree Nat'l Park","CA"
"Junction City","Junction City","KS"
"Juneau","Juneau","AK"
"Kaanapali","Kaanapali","HI"
"Kahana","Kahana","HI"
"Kahului","Kahului","HI"
"Kahului, Maui","Kahului, Maui","HI"
"Kahulul","Kahulul","HI"
"Kailau","Kailau","HI"
"Kailua","Kailua","HI"
"Kailua, Oahu","Kailua, Oahu","HI"
"Kailua-Kona","Kailua-Kona","HI"
"Kailua-Kona, Hawaii","Kailua-Kona, Hawaii","HI"
"Kalaheo","Kalaheo","HI"
"Kalaheo, Kauai","Kalaheo, Kauai","HI"
"Kalakapei Beach, Kauai","Kalakapei Beach, Kauai","HI"
"Kalamazoo","Kalamazoo","MI"
"Kalapana","Kalapana","HI"
"Kalapana Beach","Kalapana Beach","HI"
"Kalapana Beach, Hawaii","Kalapana Beach, Hawaii","HI"
"Kalispell","Kalispell","MT"
"Kalua Koi, Molokai","Kalua Koi, Molokai","HI"
"Kamalo","Kamalo","HI"
"Kamuela","Kamuela","HI"
"Kanab","Kanab","UT"
"Kane'ohe","Kane'ohe","HI"
"Kaneohe","Kaneohe","HI"
"Kaneohe, Hawaii","Kaneohe, Hawaii","HI"
"Kaneohe, Oahu","Kaneohe, Oahu","HI"
"Kankakee","Kankakee","IL"
"Kannapolis","Kannapolis","NC"
"Kansas City","Kansas City","KS"
"Kansas City","Kansas City","MO"
"Kapaa","Kapaa","HI"
"Kapaa, Kauai","Kapaa, Kauai","HI"
"Kapaa-Wailua, Kauai","Kapaa-Wailua, Kauai","HI"
"Katy","Katy","TX"
"Kauai","Kauai","HI"
"Kauia","Kauia","HI"
"Kaunakakai","Kaunakakai","HI"
"Kaunakakai, Molokai","Kaunakakai, Molokai","HI"
"Kearney","Kearney","NE"
"Kearney Mesa","Kearney Mesa","CA"
"Kearny Mesa","Kearny Mesa","CA"
"Keene","Keene","NH"
"Kelseyville","Kelseyville","CA"
"Kenmore","Kenmore","NY"
"Kennebunckport","Kennebunckport","ME"
"Kennebunk","Kennebunk","ME"
"Kennebunkport","Kennebunkport","ME"
"Kenner","Kenner","LA"
"Kennewick","Kennewick","WA"
"Kenosha","Kenosha","IL"
"Kenosha","Kenosha","WI"
"Kensington","Kensington","CA"
"Kensington","Kensington","KS"
"Kent","Kent","OH"
"Kent","Kent","WA"
"Kenvil","Kenvil","NJ"
"Kenwood","Kenwood","CA"
"Kenyon","Kenyon","MN"
"Kerhonkson","Kerhonkson","NY"
"Kernville","Kernville","CA"
"Ketchikan","Ketchikan","AK"
"Ketchum","Ketchum","ID"
"Kettering","Kettering","OH"
"Kew Gardens","Kew Gardens","NY"
"Key Biscayne","Key Biscayne","FL"
"Key West","Key West","FL"
"Keystone","Keystone","CO"
"Kihei","Kihei","HI"
"Kihei, Maui","Kihei, Maui","HI"
"Kilauea","Kilauea","HI"
"Kilauea, Kauai","Kilauea, Kauai","HI"
"Kilauea-Maui","Kilauea-Maui","HI"
"Killeen","Killeen","TX"
"Killington","Killington","VT"
"Kimberly","Kimberly","WI"
"Kingboro","Kingboro","MA"
"Kingman","Kingman","AZ"
"Kingsburg","Kingsburg","CA"
"Kingsport","Kingsport","TN"
"Kingston","Kingston","NJ"
"Kingston","Kingston","NY"
"Kingston","Kingston","PA"
"Kirkland","Kirkland","WA"
"Kirkwood","Kirkwood","NY"
"Kissimmee","Kissimmee","FL"
"Kittery","Kittery","ME"
"Kittery Point","Kittery Point","ME"
"Klamath","Klamath","CA"
"Klamath Fall","Klamath Fall","OR"
"Klamath Falls","Klamath Falls","OR"
"Knightstown","Knightstown","IN"
"Knoxville","Knoxville","TN"
"Kodiak","Kodiak","AK"
"Kodiak Island","Kodiak Island","AK"
"Kohala Coast","Kohala Coast","HI"
"Kohala Coast, Hawaii","Kohala Coast, Hawaii","HI"
"Kokomo","Kokomo","IN"
"Koloa","Koloa","HI"
"Kona","Kona","HI"
"Kuhnsville","Kuhnsville","PA"
"Kula","Kula","HI"
"Kula, Maui","Kula, Maui","HI"
"Kure Beach","Kure Beach","NC"
"Kuritstown","Kuritstown","HI"
"Kurtistown","Kurtistown","HI"
"Kutztown","Kutztown","PA"
"La Conner","La Conner","WA"
"La Crosse","La Crosse","WI"
"La Farge","La Farge","WI"
"La Grande","La Grande","OR"
"La Grange","La Grange","IL"
"La Jolla","La Jolla","CA"
"La Mesa","La Mesa","CA"
"La Pine","La Pine","OR"
"La Porte","La Porte","IN"
"La Quinta","La Quinta","CA"
"La Sal","La Sal","UT"
"La Salle","La Salle","IL"
"La Selva","La Selva","CA"
"LaCrosse","LaCrosse","WI"
"LaGrange","LaGrange","IL"
"Lackawanna","Lackawanna","NY"
"Laconia","Laconia","NH"
"Lafayette","Lafayette","AL"
"Lafayette","Lafayette","CA"
"Lafayette","Lafayette","IN"
"Lafayette","Lafayette","LA"
"Lafeyette","Lafeyette","CA"
"Lagro","Lagro","IN"
"Laguna Beach","Laguna Beach","CA"
"Laguna Hills","Laguna Hills","CA"
"Laguna Nigel","Laguna Nigel","CA"
"Laguna Niguel","Laguna Niguel","CA"
"Lahaina","Lahaina","HI"
"Lahaina, Maui","Lahaina, Maui","HI"
"Lahina, Maui","Lahina, Maui","HI"
"Lajas","Lajas","PR"
"Lake  Worth","Lake  Worth","FL"
"Lake Alfred","Lake Alfred","FL"
"Lake Arrowhead","Lake Arrowhead","CA"
"Lake Buena Vista","Lake Buena Vista","FL"
"Lake Charles","Lake Charles","LA"
"Lake County","Lake County","IL"
"Lake Elsinore","Lake Elsinore","CA"
"Lake Geneva","Lake Geneva","WI"
"Lake George","Lake George","NY"
"Lake Havasu City","Lake Havasu City","AZ"
"Lake Hopatcong","Lake Hopatcong","NJ"
"Lake Hoptacong","Lake Hoptacong","NJ"
"Lake Lanier","Lake Lanier","GA"
"Lake Mead","Lake Mead","NV"
"Lake Mills","Lake Mills","WI"
"Lake Monroe","Lake Monroe","NY"
"Lake Oswego","Lake Oswego","OR"
"Lake Placid","Lake Placid","NY"
"Lake Powell","Lake Powell","AZ"
"Lake Powell","Lake Powell","UT"
"Lake Ronkonkoma","Lake Ronkonkoma","NY"
"Lake Ronkonkoma, L.I.","Lake Ronkonkoma, L.I.","NY"
"Lake Ronkonkona","Lake Ronkonkona","NY"
"Lake Ronkonnoma","Lake Ronkonnoma","NY"
"Lake Ronkonoma","Lake Ronkonoma","NY"
"Lake Station","Lake Station","IN"
"Lake Tahoe","Lake Tahoe","CA"
"Lake Tahoe","Lake Tahoe","NV"
"Lake Worth","Lake Worth","FL"
"Lakeland","Lakeland","FL"
"Lakeport","Lakeport","CA"
"Lakeshore","Lakeshore","OH"
"Lakewood","Lakewood","CO"
"Lakewood","Lakewood","NJ"
"Lakewood","Lakewood","OH"
"Lambertsville","Lambertsville","PA"
"Lambertville","Lambertville","NJ"
"Lampasas","Lampasas","TX"
"Lampoc","Lampoc","CA"
"Lancaster","Lancaster","CA"
"Lancaster","Lancaster","MA"
"Lancaster","Lancaster","NH"
"Lancaster","Lancaster","NY"
"Lancaster","Lancaster","OH"
"Lancaster","Lancaster","PA"
"Lancing","Lancing","MI"
"Landisville","Landisville","NJ"
"Landisville","Landisville","PA"
"Langley","Langley","WA"
"Lansdale","Lansdale","PA"
"Lansing","Lansing","IA"
"Lansing","Lansing","IL"
"Lansing","Lansing","MI"
"Lantana","Lantana","FL"
"Laona","Laona","WI"
"Laramie","Laramie","WY"
"Laredo","Laredo","TX"
"Largo","Largo","FL"
"Largo","Largo","MD"
"Larkspur","Larkspur","CA"
"Larksville","Larksville","PA"
"Las Cruces","Las Cruces","NM"
"Las Vegas","Las Vegas","NE"
"Las Vegas","Las Vegas","NV"
"Latham","Latham","NY"
"Lauderdale-by-the-Sea","Lauderdale-by-the-Sea","FL"
"Laurel","Laurel","MD"
"Lava Hot Springs","Lava Hot Springs","ID"
"Lawndale","Lawndale","CA"
"Lawrence","Lawrence","KS"
"Lawrence","Lawrence","MA"
"Lawrence","Lawrence","MO"
"Lawton","Lawton","OK"
"Lebanon","Lebanon","NH"
"Lebanon","Lebanon","OH"
"Lebanon","Lebanon","PA"
"Lebanon","Lebanon","VT"
"Leesburg","Leesburg","FL"
"Lemon Grove","Lemon Grove","CA"
"Lennox","Lennox","MA"
"Lenox","Lenox","MA"
"Leominster","Leominster","MA"
"Leonard","Leonard","ND"
"Leroy","Leroy","IL"
"Leroy","Leroy","IN"
"Leucadia","Leucadia","CA"
"Levittown","Levittown","PA"
"Lewes","Lewes","DE"
"Lewisburg","Lewisburg","PA"
"Lewisburg","Lewisburg","WV"
"Lewiston","Lewiston","ID"
"Lewiston","Lewiston","ME"
"Lewsiton","Lewsiton","ME"
"Lexington","Lexington","KT"
"Lexington","Lexington","KY"
"Lexington","Lexington","NC"
"Lexington","Lexington","NE"
"Lexington","Lexington","OK"
"Liberal","Liberal","KS"
"Liberty","Liberty","ME"
"Liberty","Liberty","MI"
"Liberty","Liberty","NY"
"Liberty","Liberty","TN"
"Lihue","Lihue","HI"
"Lihue, Kauai","Lihue, Kauai","HI"
"Lihue-Kauai","Lihue-Kauai","HI"
"Lima","Lima","OH"
"Lincoln","Lincoln","MA"
"Lincoln","Lincoln","NE"
"Lincoln City","Lincoln City","OR"
"Lincolnville Beach","Lincolnville Beach","ME"
"Lincolnwood","Lincolnwood","IL"
"Linden","Linden","NJ"
"Lindenhurst","Lindenhurst","NY"
"Line Lexington","Line Lexington","PA"
"Linthicum","Linthicum","MD"
"Litchfield","Litchfield","CT"
"Lithia","Lithia","FL"
"Little Compton","Little Compton","RI"
"Little Neck","Little Neck","NY"
"Little River","Little River","CA"
"Little Rock","Little Rock","AK"
"Little Rock","Little Rock","AR"
"Little Rock","Little Rock","WA"
"Little Silver","Little Silver","NJ"
"Littleton","Littleton","NH"
"Littletown","Littletown","NH"
"Liverpool","Liverpool","NY"
"Livingston","Livingston","MT"
"Livingston","Livingston","NJ"
"Livingston Manor","Livingston Manor","NY"
"Livonia","Livonia","MI"
"Lockport","Lockport","NY"
"Lodi","Lodi","WI"
"Logan","Logan","OH"
"Logan","Logan","TX"
"Logan","Logan","UT"
"Logansport","Logansport","IN"
"Loiza","Loiza","PR"
"Lombard","Lombard","IL"
"Lomita","Lomita","CA"
"Lompoc","Lompoc","CA"
"Londonderry","Londonderry","NH"
"Long Beach","Long Beach","CA"
"Long Beach","Long Beach","NJ"
"Long Beach","Long Beach","NY"
"Long Beach","Long Beach","WA"
"Long Beach Peninsula","Long Beach Peninsula","WA"
"Long Branch","Long Branch","NJ"
"Long Island","Long Island","NY"
"Long Island City","Long Island City","NY"
"Long Island/Nassau CO.","Long Island/Nassau CO.","NY"
"Long Island/Nassau Co.","Long Island/Nassau Co.","NY"
"Long Island/Suffolk CO.","Long Island/Suffolk CO.","NY"
"Long Island/Suffolk Co.","Long Island/Suffolk Co.","NY"
"Long Island–Nassau County","Long Island–Nassau County","NY"
"Long Island–Suffolk County","Long Island–Suffolk County","NY"
"Long Wharf","Long Wharf","CT"
"Longhorn","Longhorn","PA"
"Longvale","Longvale","CA"
"Longview","Longview","TX"
"Longview","Longview","WA"
"Lopez Island","Lopez Island","WA"
"Lopez Island/San Juan Islands","Lopez Island/San Juan Islands","WA"
"Lorain","Lorain","OH"
"Loraine","Loraine","OH"
"Lordsburg","Lordsburg","NM"
"Los Altos","Los Altos","CA"
"Los Angeles","Los Angeles","CA"
"Los Angeles","Los Angeles","FL"
"Los Feliz","Los Feliz","CA"
"Los Gatos","Los Gatos","CA"
"Los Osos","Los Osos","CA"
"Lost River","Lost River","WV"
"Louisville","Louisville","CO"
"Louisville","Louisville","KS"
"Louisville","Louisville","KT"
"Louisville","Louisville","KY"
"Lovell","Lovell","ME"
"Lowell","Lowell","MA"
"Lower Lake Pleasant","Lower Lake Pleasant","AZ"
"Lower Stanley","Lower Stanley","ID"
"Lubbock","Lubbock","TX"
"Lucerne","Lucerne","CA"
"Ludlow","Ludlow","VT"
"Luquillo","Luquillo","PR"
"Luquillo Beach","Luquillo Beach","PR"
"Luray","Luray","KS"
"Luray","Luray","VA"
"Lynchburg","Lynchburg","VA"
"Lyndhurst","Lyndhurst","NJ"
"Lyndonville","Lyndonville","VT"
"Lynn","Lynn","MA"
"Lynnewood","Lynnewood","WA"
"Lynnwood","Lynnwood","WA"
"Lynwood","Lynwood","CA"
"Lyons","Lyons","IL"
"Lyons","Lyons","KS"
"MT Clemens","MT Clemens","MI"
"Macomb","Macomb","IL"
"Macon","Macon","FL"
"Macon","Macon","GA"
"Madeira","Madeira","FL"
"Madeira Beach","Madeira Beach","FL"
"Maderia Beach","Maderia Beach","FL"
"Madison","Madison","FL"
"Madison","Madison","IN"
"Madison","Madison","NH"
"Madison","Madison","WI"
"Madisonville","Madisonville","KY"
"Madisonville","Madisonville","LA"
"Madrid","Madrid","NM"
"Magee","Magee","MS"
"Magset","Magset","ME"
"Mahanoy City","Mahanoy City","PA"
"Mahoney City","Mahoney City","PA"
"Mahwah","Mahwah","NJ"
"Maiden Rock","Maiden Rock","WI"
"Maite","Maite","GU"
"Maitland","Maitland","FL"
"Makawao","Makawao","HI"
"Makawao, Maui","Makawao, Maui","HI"
"Makena","Makena","HI"
"Makena, Maui","Makena, Maui","HI"
"Malden","Malden","MA"
"Malibu","Malibu","CA"
"Malvern","Malvern","PA"
"Malverne","Malverne","NY"
"Manassas","Manassas","VA"
"Manati","Manati","PR"
"Manchester","Manchester","CT"
"Manchester","Manchester","NH"
"Manchester","Manchester","VT"
"Manchester Center","Manchester Center","VT"
"Manchester Village","Manchester Village","VT"
"Mancos","Mancos","CO"
"Mandan","Mandan","ND"
"Manfield","Manfield","OH"
"Manhattan","Manhattan","CA"
"Manhattan","Manhattan","KS"
"Manhattan","Manhattan","NY"
"Manhattan Beach","Manhattan Beach","CA"
"Manhatten","Manhatten","KS"
"Manhatten","Manhatten","NY"
"Manheim","Manheim","PA"
"Manitou Springs","Manitou Springs","CO"
"Manitowac","Manitowac","WI"
"Manitowoc","Manitowoc","WI"
"Mankato","Mankato","MN"
"Mansfield","Mansfield","OH"
"Manteo","Manteo","NC"
"Maple Hill","Maple Hill","KS"
"Maplecrest","Maplecrest","NJ"
"Maplewood","Maplewood","NJ"
"Mar Vista","Mar Vista","CA"
"Marathon","Marathon","FL"
"Marblehead","Marblehead","MA"
"Marblehead","Marblehead","OH"
"March's Hook","March's Hook","OR"
"Marcus Hook","Marcus Hook","PA"
"Marengo","Marengo","OH"
"Margate","Margate","FL"
"Marianna","Marianna","FL"
"Marietta","Marietta","GA"
"Marietta","Marietta","PA"
"Marin County","Marin County","CA"
"Marina Del Rey","Marina Del Rey","CA"
"Marina del Rey","Marina del Rey","CA"
"Marino Del Rey","Marino Del Rey","CA"
"Marion","Marion","IL"
"Marion","Marion","IN"
"Marion","Marion","OH"
"Marlboro","Marlboro","VT"
"Marlborough","Marlborough","MA"
"Marlton","Marlton","NJ"
"Marquette","Marquette","MI"
"Marrero","Marrero","LA"
"Marrietta","Marrietta","PA"
"Mars Hill","Mars Hill","NC"
"Marseille","Marseille","IL"
"Marseilles","Marseilles","IL"
"Marshall","Marshall","IL"
"Marshall","Marshall","TX"
"Marshall-Pembroke","Marshall-Pembroke","MA"
"Marshalls Creek","Marshalls Creek","PA"
"Marshalltown","Marshalltown","IA"
"Marshfield","Marshfield","MA"
"Marshfield-Pembroke","Marshfield-Pembroke","MA"
"Martainsburg","Martainsburg","WV"
"Martha's Vineyard","Martha's Vineyard","MA"
"Martha's Vineyard Island","Martha's Vineyard Island","MA"
"Martinsburg","Martinsburg","WV"
"Martinsville","Martinsville","WV"
"Marysville","Marysville","CA"
"Marysville","Marysville","OH"
"Mason City","Mason City","IA"
"Maspeth","Maspeth","NY"
"Massapequa","Massapequa","NY"
"Matthews","Matthews","CA"
"Maui","Maui","HI"
"Maui Island","Maui Island","HI"
"Mayaguez","Mayaguez","PR"
"Mayagüez","Mayagüez","PR"
"Mays Landing","Mays Landing","NJ"
"Maywood","Maywood","NJ"
"McAllen","McAllen","TX"
"McColl","McColl","ID"
"McCook","McCook","NE"
"McKees Rocks","McKees Rocks","PA"
"McLeansville","McLeansville","NC"
"McMinneville","McMinneville","OR"
"McPherson","McPherson","KS"
"Meadville","Meadville","PA"
"Medeira Beach","Medeira Beach","FL"
"Medford","Medford","MA"
"Medford","Medford","NY"
"Medford","Medford","OR"
"Mekinock","Mekinock","ND"
"Melbourne","Melbourne","FL"
"Melrose Park","Melrose Park","IL"
"Melvindale","Melvindale","MI"
"Memphis","Memphis","TN"
"Menasha","Menasha","WI"
"Mendocino","Mendocino","CA"
"Menlo Park","Menlo Park","CA"
"Menomonee Falls","Menomonee Falls","WI"
"Mentor","Mentor","OH"
"Merced","Merced","CA"
"Mercer","Mercer","PA"
"Meriden","Meriden","CT"
"Meridian","Meridian","MS"
"Meridien","Meridien","CT"
"Merkel","Merkel","TX"
"Merrick","Merrick","NY"
"Merrillville","Merrillville","IN"
"Merritt Island","Merritt Island","FL"
"Merritt Parkway","Merritt Parkway","CT"
"Mesa","Mesa","AZ"
"Metaire","Metaire","LA"
"Metairie","Metairie","LA"
"Metarie","Metarie","LA"
"Methuen","Methuen","MA"
"Miami","Miami","FL"
"Miami Beach","Miami Beach","FL"
"Miami Beach/South Beach","Miami Beach/South Beach","FL"
"Miami/Miami Beach","Miami/Miami Beach","FL"
"Miamisburg","Miamisburg","OH"
"Michigan City","Michigan City","IN"
"Middlebury","Middlebury","VT"
"Middleton","Middleton","CT"
"Middletown","Middletown","CA"
"Middletown","Middletown","CT"
"Middletown","Middletown","NY"
"Middletown","Middletown","RI"
"Midland","Midland","MI"
"Midland","Midland","TX"
"Midpines","Midpines","CA"
"Midtown","Midtown","CA"
"Midtown","Midtown","NY"
"Midtown- Los Angeles","Midtown- Los Angeles","CA"
"Midway City","Midway City","CA"
"Milanville","Milanville","PA"
"Milbridge","Milbridge","ME"
"Milford","Milford","CT"
"Milford","Milford","MA"
"Milford","Milford","PA"
"Mill Valley","Mill Valley","CA"
"Millbourne","Millbourne","PA"
"Milldale","Milldale","CT"
"Milton","Milton","MA"
"Milton","Milton","WI"
"Milton","Milton","WV"
"Milwaukee","Milwaukee","WI"
"Mine Hill","Mine Hill","NJ"
"Mineola","Mineola","NY"
"Mineral Point","Mineral Point","WI"
"Mineral Wells","Mineral Wells","WV"
"Minneapolis","Minneapolis","MN"
"Minneapolis","Minneapolis","NM"
"Minneapolis/St. Paul","Minneapolis/St. Paul","MN"
"Minot","Minot","NC"
"Minot","Minot","ND"
"Miracle Mile","Miracle Mile","CA"
"Miramar","Miramar","PR"
"Mishawaka","Mishawaka","IN"
"Mission","Mission","MO"
"Mission Beach","Mission Beach","CA"
"Mission District","Mission District","CA"
"Mission Valley","Mission Valley","CA"
"Mission Viejo","Mission Viejo","CA"
"Mississippi","Mississippi","MS"
"Missoula","Missoula","MT"
"Moab","Moab","UT"
"Moberly","Moberly","MO"
"Mobile","Mobile","AL"
"Mocksville","Mocksville","NC"
"Modesto","Modesto","CA"
"Mohave Valley","Mohave Valley","AZ"
"Molokai","Molokai","HI"
"Monahans","Monahans","TX"
"Moncks Corner","Moncks Corner","SC"
"Monee","Monee","IL"
"Monmouth","Monmouth","IL"
"Monroe","Monroe","LA"
"Monroe","Monroe","MI"
"Monroe","Monroe","NY"
"Monroe","Monroe","OH"
"Monroe City","Monroe City","IL"
"Monroe City","Monroe City","IN"
"Monroeville","Monroeville","PA"
"Monrovia","Monrovia","CA"
"Montara","Montara","CA"
"Montauk Hwy","Montauk Hwy","NY"
"Montclair","Montclair","CA"
"Montclair","Montclair","NJ"
"Montclaire","Montclaire","PA"
"Monte Rio","Monte Rio","CA"
"Monte Vista","Monte Vista","CA"
"Montebello","Montebello","CA"
"Monteclair","Monteclair","PA"
"Monterey","Monterey","CA"
"Montgomery","Montgomery","AL"
"Montgomery","Montgomery","MD"
"Montgomery","Montgomery","NJ"
"Montgomery","Montgomery","PA"
"Montgomery Center","Montgomery Center","VT"
"Montgomery County","Montgomery County","MD"
"Montgomeryville","Montgomeryville","PA"
"Monticello","Monticello","FL"
"Montpelier","Montpelier","VT"
"Montrose","Montrose","PA"
"Montrose","Montrose","TX"
"Monument Valley","Monument Valley","UT"
"Moorhead","Moorhead","MN"
"Morehead","Morehead","KY"
"Morehead","Morehead","NC"
"Morehead City","Morehead City","NC"
"Morgan","Morgan","AR"
"Morgan City","Morgan City","LA"
"Morgantown","Morgantown","WV"
"Morris","Morris","IL"
"Morris County","Morris County","NJ"
"Morris Plains","Morris Plains","NJ"
"Morris Township","Morris Township","NJ"
"Morristown","Morristown","NJ"
"Morro Bay","Morro Bay","CA"
"Morton","Morton","MS"
"Moscow","Moscow","ID"
"Moss Point","Moss Point","MS"
"Mount Clemens","Mount Clemens","MI"
"Mount Pleasant","Mount Pleasant","MI"
"Mount Shasta","Mount Shasta","CA"
"Mount Vernon","Mount Vernon","TX"
"Mountain City","Mountain City","GA"
"Mountain View","Mountain View","CA"
"Mountain View, Hawaii","Mountain View, Hawaii","HI"
"Mountville","Mountville","PA"
"Mt Clemens","Mt Clemens","MI"
"Mt Pleasant","Mt Pleasant","PA"
"Mt Tremper","Mt Tremper","NY"
"Mt Vernon","Mt Vernon","TX"
"Mt Vernon","Mt Vernon","WA"
"Mt. Clemens","Mt. Clemens","MI"
"Mt. Dora","Mt. Dora","FL"
"Mt. Holly","Mt. Holly","NJ"
"Mt. Pleasant","Mt. Pleasant","MI"
"Mt. Pleasant","Mt. Pleasant","PA"
"Mt. Shasta","Mt. Shasta","CA"
"Mt. Tremper","Mt. Tremper","NY"
"Mt. Vernon","Mt. Vernon","IL"
"Mt. Vernon","Mt. Vernon","TX"
"Mt. Vernon","Mt. Vernon","WA"
"Mt. Washington","Mt. Washington","CA"
"Multnomah","Multnomah","OR"
"Muncie","Muncie","IN"
"Murpheesboro","Murpheesboro","TN"
"Muscatine","Muscatine","IA"
"Muskegon","Muskegon","MI"
"Muskegon Heights","Muskegon Heights","MI"
"Myers Flat","Myers Flat","CA"
"Myrtle Beach","Myrtle Beach","RI"
"Myrtle Beach","Myrtle Beach","SC"
"Myrtle Creek","Myrtle Creek","OR"
"Mystic","Mystic","CT"
"N. Bellmore","N. Bellmore","NY"
"N. Charleston","N. Charleston","SC"
"N. Hollywood","N. Hollywood","CA"
"N. Smithfield","N. Smithfield","RI"
"N. Utica","N. Utica","NY"
"N.Y.C - Midtown","N.Y.C - Midtown","NY"
"N.Y.C - Queens","N.Y.C - Queens","NY"
"N.Y.C. - Brooklyn","N.Y.C. - Brooklyn","NY"
"N.Y.C. - Long Island/Nassau County","N.Y.C. - Long Island/Nassau County","NY"
"N.Y.C. - Long Island/Suffolk County","N.Y.C. - Long Island/Suffolk County","NY"
"N.Y.C. - Staten Island","N.Y.C. - Staten Island","NY"
"N.Y.C. - Uptown","N.Y.C. - Uptown","NY"
"NM","NM","NM"
"Nacogdoches","Nacogdoches","TX"
"Nacogdochies","Nacogdochies","TX"
"Nantucket","Nantucket","MA"
"Nanuet","Nanuet","NY"
"Napa","Napa","CA"
"Napa Valley","Napa Valley","CA"
"Naperville","Naperville","IL"
"Naples","Naples","FL"
"Naples","Naples","ME"
"Naples","Naples","NY"
"Naranja","Naranja","FL"
"Narbeth","Narbeth","PA"
"Narnaja","Narnaja","FL"
"Narragansett","Narragansett","RI"
"Nashua","Nashua","NH"
"Nashville","Nashville","IL"
"Nashville","Nashville","TN"
"Nassau County","Nassau County","NY"
"Nassau, Bahamas","Nassau, Bahamas","VI"
"Natchez","Natchez","MS"
"Natrona Heights","Natrona Heights","PA"
"Nauvoo","Nauvoo","IL"
"Navarre Beach","Navarre Beach","FL"
"Navarro","Navarro","CA"
"Nawiliwili","Nawiliwili","HI"
"Nawiliwili, Kauai","Nawiliwili, Kauai","HI"
"Nazareth","Nazareth","OR"
"Neenah","Neenah","WI"
"Nellysford","Nellysford","VA"
"Neodesha","Neodesha","KS"
"Neptune","Neptune","NJ"
"Neptune Beach","Neptune Beach","FL"
"Nescopeck","Nescopeck","PA"
"Nevada City","Nevada City","CA"
"Nevis","Nevis","MN"
"New Almdaden","New Almdaden","CA"
"New Bedford","New Bedford","CT"
"New Bedford","New Bedford","MA"
"New Bern","New Bern","NC"
"New Britain","New Britain","CT"
"New Brunswick","New Brunswick","NJ"
"New Buffalo","New Buffalo","MI"
"New Carlisle","New Carlisle","IN"
"New Castle","New Castle","DE"
"New Castle","New Castle","PA"
"New City","New City","NY"
"New Haven","New Haven","CT"
"New Hope","New Hope","OR"
"New Hope","New Hope","PA"
"New Iberia","New Iberia","LA"
"New Kensington","New Kensington","PA"
"New Lebanon","New Lebanon","IN"
"New London","New London","CT"
"New Madrid","New Madrid","MO"
"New Market","New Market","VA"
"New Milford","New Milford","CT"
"New Milford","New Milford","PA"
"New Monterey","New Monterey","CA"
"New Orleans","New Orleans","LA"
"New Paltz","New Paltz","NY"
"New Port Richey","New Port Richey","FL"
"New Richmond","New Richmond","MI"
"New Rochelle","New Rochelle","NY"
"New Smyrna Beach","New Smyrna Beach","FL"
"New Town","New Town","IL"
"New York","New York","NY"
"New York City","New York City","NY"
"Newark","Newark","DE"
"Newark","Newark","NJ"
"Newark","Newark","OH"
"Newbury","Newbury","MA"
"Newburyport","Newburyport","MA"
"Newcastle","Newcastle","ME"
"Newfane","Newfane","VT"
"Newfound Lake","Newfound Lake","NH"
"Newington","Newington","CT"
"Newport","Newport","KY"
"Newport","Newport","OR"
"Newport","Newport","RI"
"Newport","Newport","TN"
"Newport Beach","Newport Beach","CA"
"Newport News","Newport News","VA"
"Newton","Newton","IA"
"Newton","Newton","KS"
"Newton","Newton","NJ"
"Newtown","Newtown","CT"
"Niagara Falls","Niagara Falls","NY"
"Niagra Falls","Niagra Falls","NY"
"Nice","Nice","CA"
"Nicolaus","Nicolaus","CA"
"Niles","Niles","IL"
"Niles","Niles","OH"
"Nimitz","Nimitz","WV"
"Nob Hill","Nob Hill","CA"
"Noe Valley","Noe Valley","CA"
"Noel","Noel","MO"
"Norcross","Norcross","GA"
"Norfolk","Norfolk","CT"
"Norfolk","Norfolk","NE"
"Norfolk","Norfolk","VA"
"Normal","Normal","IL"
"Norman","Norman","OK"
"Norristown","Norristown","PA"
"North Adams","North Adams","MA"
"North Beach","North Beach","CA"
"North Beach","North Beach","MD"
"North Beach Peninsula","North Beach Peninsula","WA"
"North Bellmore","North Bellmore","NY"
"North Bellmore, L.I.","North Bellmore, L.I.","NY"
"North Bend","North Bend","OR"
"North Charleston","North Charleston","SC"
"North Conway","North Conway","NH"
"North Dartmouth","North Dartmouth","MA"
"North Hampton","North Hampton","MA"
"North Hampton","North Hampton","NH"
"North Haven","North Haven","CT"
"North Highlands","North Highlands","CA"
"North Hollywood","North Hollywood","CA"
"North Hudson","North Hudson","NY"
"North Kingston","North Kingston","RI"
"North Kingstown","North Kingstown","RI"
"North Lauderdale","North Lauderdale","FL"
"North Little Rock","North Little Rock","AR"
"North Merrick","North Merrick","NY"
"North Miami","North Miami","FL"
"North Miami Beach","North Miami Beach","FL"
"North Plymouth","North Plymouth","MA"
"North Quincy","North Quincy","MA"
"North Salem","North Salem","NY"
"North Smithfield","North Smithfield","RI"
"NorthHampton","NorthHampton","MA"
"Northampton","Northampton","MA"
"Northborough","Northborough","MA"
"Northfield","Northfield","NJ"
"Northhampton","Northhampton","MA"
"Northpoint","Northpoint","NY"
"Northport","Northport","ME"
"Northport","Northport","NY"
"Northridge","Northridge","CA"
